0.000000,-0.018700,0.000000,0.486350,1.000000,0.000000,0.000000,0.000000
0.066665,-0.018461,-0.000103,0.486456,1.000000,0.000011,-0.000003,-0.000035
0.133374,-0.018497,-0.000037,0.486435,1.000000,-0.000032,-0.000027,-0.000014
0.200130,-0.018374,0.000062,0.486545,1.000000,-0.000021,-0.000019,-0.000043
0.266579,-0.018517,-0.000016,0.486411,1.000000,-0.000010,-0.000017,-0.000002
0.366771,-0.018383,-0.000069,0.486476,1.000000,-0.000018,-0.000014,0.000027
0.466726,-0.018520,-0.000050,0.486375,1.000000,-0.000004,0.000003,-0.000004
0.533451,-0.018219,-0.000350,0.486473,1.000000,0.000026,-0.000016,-0.000009
0.633367,-0.018539,-0.000014,0.486466,1.000000,-0.000024,-0.000041,-0.000042
0.699960,-0.018282,-0.000246,0.486537,1.000000,-0.000017,-0.000052,-0.000078
0.799975,-0.018381,-0.000301,0.486394,1.000000,0.000003,-0.000029,-0.000064
0.866664,-0.018759,0.000040,0.486313,1.000000,-0.000010,0.000012,-0.000029
0.966697,-0.018342,-0.000171,0.486495,1.000000,-0.000023,-0.000028,-0.000083
1.033400,-0.018516,0.000033,0.486452,1.000000,-0.000018,-0.000047,-0.000032
1.133256,-0.018377,-0.000029,0.486466,1.000000,-0.000020,-0.000016,-0.000025
1.200123,-0.018275,-0.000191,0.486498,1.000000,0.000008,-0.000019,0.000002
1.266758,-0.018357,-0.000395,0.486479,1.000000,0.000014,-0.000035,-0.000031
1.333325,-0.018557,-0.000162,0.486295,1.000000,-0.000010,0.000018,-0.000009
1.436032,-0.018600,0.000164,0.486416,1.000000,-0.000019,-0.000021,0.000008
1.500305,-0.018551,-0.000042,0.486354,1.000000,-0.000022,0.000009,-0.000023
1.566832,-0.018224,-0.000270,0.486551,1.000000,-0.000012,-0.000036,-0.000048
1.633241,-0.018413,-0.000343,0.486432,1.000000,0.000027,-0.000028,-0.000034
1.733484,-0.018302,-0.000203,0.486501,1.000000,-0.000015,-0.000023,-0.000024
1.866759,-0.018670,-0.000127,0.486362,1.000000,-0.000017,-0.000044,-0.000057
2.033640,-0.018465,-0.000181,0.486423,1.000000,-0.000008,-0.000040,-0.000013
2.166533,-0.018538,-0.000057,0.486441,1.000000,-0.000031,-0.000034,-0.000032
2.266560,-0.018402,-0.000082,0.486465,1.000000,-0.000033,-0.000031,-0.000035
2.366809,-0.018659,-0.000412,0.486361,1.000000,0.000006,-0.000022,-0.000043
2.466847,-0.018447,-0.000119,0.486451,1.000000,-0.000009,-0.000007,-0.000046
2.533429,-0.018480,-0.000258,0.486415,1.000000,-0.000002,0.000001,0.000011
2.635456,-0.018206,-0.000150,0.486588,1.000000,-0.000001,-0.000049,-0.000004
2.700185,-0.018513,-0.000256,0.486265,1.000000,0.000008,0.000034,0.000030
2.800122,-0.018418,-0.000283,0.486432,1.000000,0.000003,-0.000005,-0.000030
2.933454,-0.018563,-0.000150,0.486453,1.000000,0.000009,-0.000042,-0.000026
3.033610,-0.018365,-0.000173,0.486447,1.000000,-0.000041,-0.000009,-0.000059
3.133446,-0.018448,-0.000102,0.486422,1.000000,0.000023,-0.000015,0.000036
3.200380,-0.018307,-0.000243,0.486440,1.000000,-0.000015,-0.000025,-0.000044
3.333281,-0.018561,-0.000031,0.486368,1.000000,-0.000004,-0.000024,-0.000022
3.433362,-0.018086,-0.000134,0.486550,1.000000,-0.000000,-0.000038,-0.000010
3.600421,-0.018512,-0.000072,0.486382,1.000000,-0.000009,-0.000021,-0.000014
3.700189,-0.018214,-0.000190,0.486528,1.000000,0.000012,-0.000044,0.000014
3.800232,-0.018485,-0.000174,0.486455,1.000000,0.000000,-0.000021,-0.000018
3.966860,-0.018452,-0.000411,0.486470,1.000000,0.000016,-0.000035,-0.000010
4.033741,-0.018428,-0.000152,0.486441,1.000000,-0.000011,-0.000036,-0.000014
4.133770,-0.018381,-0.000320,0.486421,1.000000,-0.000008,-0.000026,-0.000036
4.236285,-0.018497,-0.000085,0.486459,1.000000,-0.000039,-0.000021,-0.000047
4.300178,-0.018274,-0.000226,0.486547,1.000000,-0.000008,-0.000036,0.000001
