Sec,NanoSec,0-ref Sec,v_x,v_y,v_z,w_x,w_y,w_z
1633452081,62122821.81,86.92231226,-0.013082832,0.105249507,0.000256214,-0.00124264,-0.016349264,-0.023732681
1633452081,128854751.6,86.98904419,-0.047325234,0.127889262,-0.000767492,-0.024469676,0.017802691,0.049892286
1633452081,179154872.9,87.03934431,-0.060262354,0.095556714,-0.001451602,-0.02367454,0.016990434,-0.039758007
1633452081,262422084.8,87.12261152,-0.028195519,0.114514504,-1.81E-05,-0.000839929,0.017914664,-0.033910257
1633452081,345233202,87.20542264,-0.055795692,0.172031044,-0.000635868,-0.015488243,0.079881178,0.01281973
1633452081,378621578.2,87.23881102,0.024987119,0.147204366,0.00262025,0.001034073,0.03333476,0.070622567
1633452081,428615570.1,87.28880501,-0.042336929,0.130774478,-0.000527313,-0.013644226,0.014914718,-0.022167589
1633452081,478599071.5,87.33878851,-0.011211274,0.115074704,0.000755921,0.000340934,0.057687057,0.03423958
1633452081,512911796.6,87.37310123,-0.012819636,0.114505116,0.000671022,-0.006836471,0.028403362,-0.056314811
1633452081,546203613.3,87.40639305,-0.016382644,0.135268368,0.000763827,-0.010103721,0.006649692,0.032701751
1633452081,578787326.8,87.43897676,0.023769745,0.069862098,0.001970312,0.020460497,0.009897245,-0.10302185
1633452081,612191200.3,87.47238064,0.00319814,0.122938975,0.00150989,0.013889329,-0.033947765,-0.062197591
1633452081,645307779.3,87.50549722,0.001682989,0.124863317,0.001409209,0.010335981,-0.039471345,0.019505022
1633452081,678641319.3,87.53883076,0.002095225,0.117341886,0.001351044,-0.012664902,0.023119757,-0.000352591
1633452081,712037324.9,87.57222676,-0.010272767,0.124356046,0.000879856,-0.012914747,0.045617746,0.021833401
1633452081,745328426.4,87.60551786,-0.015967025,0.119504575,0.00052796,0.00887836,0.060014534,0.001113985
1633452081,778579711.9,87.63876915,-0.019580353,0.121052801,0.000387412,-0.033395411,0.014677084,0.013122814
1633452081,828552246.1,87.68874168,0.001171728,0.109532922,0.001407383,-0.004873048,-0.033720433,-0.042981379
1633452081,878678321.8,87.73886776,-0.013738598,0.150940747,0.00121395,-0.001648071,0.010057011,0.012634593
1633452081,912152767.2,87.77234221,-0.019018124,0.140436443,0.000870562,-0.023091375,0.004981662,0.009289385
1633452081,962132215.5,87.82232165,-0.011770218,0.114721043,0.000972542,-0.008810036,0.024116954,-0.035685349
1633452082,12091636.66,87.87228107,-0.020108806,0.135815786,0.000922494,-0.018625295,-0.019717163,-0.028726161
1633452082,62053680.42,87.92224312,-0.007827821,0.114929646,0.001294336,0.000276674,0.016436554,-0.037512393
1633452082,112028598.8,87.97221804,-0.035108173,0.154709864,0.000479335,-0.006852144,0.03031917,-0.069552779
1633452082,145281314.8,88.00547075,-0.031480329,0.149848874,0.000692457,-0.029082237,-0.035799451,0.043909903
1633452082,178666114.8,88.03885555,-0.007044887,0.132273379,0.001785358,-0.008562623,-0.018401037,-0.040631553
1633452082,228747367.9,88.08893681,-0.015442144,0.132383786,0.001435534,-0.009375454,-0.000556926,-0.04258918
1633452082,278723716.7,88.13891315,0.001042151,0.14423275,0.002526572,-0.000292689,-0.0185798,0.044246116
1633452082,312027216,88.17221665,0.009238526,0.136727592,0.002786303,0.006796725,-0.049036196,-0.028011548
1633452082,347343206.4,88.20753264,-0.013341793,0.122447044,0.001423275,-0.000562435,0.009335406,-0.009117058
1633452082,380656719.2,88.24084616,-0.017997461,0.146318264,0.001636357,-0.014740643,-0.018419557,-0.00103659
1633452082,412068367,88.2722578,-0.004203643,0.158909059,0.002589365,-0.01422788,-0.002564192,0.082267599
1633452082,445473671,88.30566311,0.003964249,0.138761234,0.002652907,-0.003952161,-0.063981016,0.067685247
1633452082,478599309.9,88.33878875,-0.009521635,0.150189814,0.002260902,-0.017592153,0.015537342,0.063567875
1633452082,511948108.7,88.37213755,0.024454928,0.142205246,0.003731358,-0.006813611,-0.04977074,0.094794944
1633452082,545399665.8,88.4055891,-0.005964342,0.141542286,0.002327377,-0.003648137,0.017157884,0.041109317
1633452082,578591346.7,88.43878078,0.01043848,0.150119174,0.003280355,-0.023997412,-0.034754118,0.135189486
1633452082,628613710.4,88.48880315,0.008810416,0.115980664,0.002656573,-0.016579198,-0.005578764,0.023663685
1633452082,695378780.4,88.55556822,0.016065637,0.146229784,0.003660047,-0.007863489,-0.021626331,0.053612941
1633452082,745433330.5,88.60562277,-0.002159665,0.135501162,0.002724789,-0.024076678,-0.002126103,-0.001083143
1633452082,778754234.3,88.63894367,-0.002798376,0.141734387,0.002873177,0.001087361,0.038060912,0.065504817
1633452082,812104702,88.67229414,0.000624737,0.133795521,0.00284838,-0.002246115,0.006487456,0.036491598
1633452082,862021207.8,88.72221065,0.027963116,0.111674855,0.003484482,0.023672993,-0.040425401,-0.037570159
1633452082,911990165.7,88.7721796,0.022504505,0.158361346,0.004100113,-0.017077292,0.02285003,0.056023496
1633452082,945471763.6,88.8056612,0.021691303,0.137814473,0.003752062,-0.026661277,-0.024451896,0.00570118
1633452082,978799819.9,88.83898926,0.010956512,0.13723661,0.003405104,-0.021217992,0.050680593,-0.058956417
1633452083,11988162.99,88.8721776,0.011728124,0.136143585,0.003508748,-0.011982702,0.017112928,-0.000149209
1633452083,45367240.91,88.90555668,0.010692163,0.132063122,0.003409456,-0.003499379,0.016694781,0.044329987
1633452083,78931808.47,88.93912125,0.011605607,0.124938572,0.003277122,0.010742699,0.001110979,-0.009837457
1633452083,128853321.1,88.98904276,0.01631221,0.105812942,0.003036626,0.004926817,0.008859858,-0.009994939
1633452083,178741693.5,89.03893113,0.009588762,0.140801376,0.003525763,-0.022797848,0.05037278,0.120465956
1633452083,228707790.4,89.08889723,-0.010620593,0.099739066,0.001730104,-0.012197566,0.033920701,0.061515017
1633452083,278784751.9,89.13897419,0.004054103,0.133532294,0.00325226,-0.006296219,0.02896868,0.078431463
1633452083,312037229.5,89.17222667,0.008042471,0.12232515,0.003153387,0.023599181,0.00104473,0.040512848
1633452083,345697403,89.20588684,0.000752379,0.116323038,0.002560133,0.019209047,0.011048887,0.025841046
1633452083,379196167,89.2393856,0.000166144,0.11466167,0.002495862,-0.023306924,-0.002040131,0.017138863
1633452083,412105321.9,89.27229476,0.010222548,0.132816805,0.003458079,-0.006123066,0.021267636,0.086949507
1633452083,445462703.7,89.30565214,0.010940387,0.105652832,0.002873936,0.015286401,0.010772547,0.035265206
1633452083,495452404,89.35564184,0.009288322,0.085611454,0.002306827,0.003517762,-0.007256469,0.062881365
1633452083,545374393.5,89.40556383,0.008621664,0.091419534,0.002395224,-0.016341779,-0.024244289,-0.001355971
1633452083,578762769.7,89.43895221,0.011911508,0.122205048,0.003291993,-0.014923609,0.061394224,0.010918602
1633452083,628745794.3,89.48893523,0.013443876,0.072065307,0.002326416,-0.015449689,-0.035931799,0.002061625
1633452083,678779840.5,89.53896928,0.014236184,0.140245013,0.004018545,-0.030241314,-0.063824017,0.016297947
1633452083,712258815.8,89.57244825,0.012586978,0.104429599,0.003182155,-0.031295888,0.016128759,0.057359227
1633452083,745441913.6,89.60563135,0.009325573,0.097523325,0.002933416,-0.006778093,0.057358056,-0.14405232
1633452083,795419693,89.65560913,-0.005222306,0.076384101,0.001686597,-0.001425887,0.138778446,-0.148608493
1633452083,845448255.5,89.70563769,-0.040216024,0.181800528,0.002281434,0.024691218,0.063891308,-0.209651343
1633452083,878742218,89.73893166,-0.029061657,0.181550732,0.002912306,-0.010559369,-0.001993406,0.053359794
1633452083,928715705.9,89.78890514,0.037569352,0.114472641,0.005168751,0.012521932,-0.087440009,-0.120260253
1633452083,978691101.1,89.83888054,0.031451637,0.164024395,0.006125286,-0.062080215,0.034468016,0.209360097
1633452084,12217760.09,89.8724072,0.008428461,0.042161712,0.001660579,-0.000598466,0.163586134,-0.04290402
1633452084,45463085.17,89.90565252,-0.031948561,0.129917863,0.001508035,-0.002371437,0.120644951,0.042398466
1633452084,128749847.4,89.98893929,-0.024032503,0.121474189,0.001784374,-0.015809494,0.046584972,0.01280895
1633452084,212160825.7,90.07235026,0.003005138,0.13361133,0.004120922,0.013234751,-0.064314046,0.032000505
1633452084,245385646.8,90.10557508,0.023392414,0.101126364,0.004555042,0.023737043,0.003813396,-0.081010442
1633452084,278754711.2,90.13894415,0.024056687,0.120999767,0.005057151,0.023967947,-0.09066224,-0.051970155
1633452084,312279701.2,90.17246914,0.0319918,0.089386505,0.004572149,0.01913996,-0.097355525,-0.15603701
1633452084,345606803.9,90.20579624,0.034350861,0.136512891,0.005849971,0.018735796,-0.119030743,-0.120874279
1633452084,378714084.6,90.23890352,0.03807499,0.119883016,0.005439762,0.017852157,-0.120314607,-0.223287089
1633452084,412043094.6,90.27223253,0.033857474,0.186075739,0.006898251,-0.00196974,-0.023355618,-0.102425176
1633452084,445561409,90.30575085,0.008805884,0.178314876,0.005355068,-0.016173036,0.035973245,0.087232963
1633452084,478798866.3,90.3389883,0.006349109,0.163161979,0.004868626,-0.005116182,0.076230925,-0.044445864
1633452084,512039661.4,90.3722291,-0.001146541,0.134861746,0.003713683,-0.018459793,0.062735778,-0.012016039
