Sec,NanoSec,Sec_total,X,Y,Z,x_dot,y_dot,z_dot,q_x,q_y,q_z,q_w
1.63E+09,9.67E+08,1.63E+09,73.617,-14.864,10.76,0.7694,0.015143,0.22368,-0.07051,-0.14761,0.0041732,0.98652
1.63E+09,1.00E+09,1.63E+09,73.643,-14.864,10.767,0.83106,0.0096528,0.062333,-0.069436,-0.14677,0.0094321,0.98669
1.63E+09,3.33E+07,1.63E+09,73.67,-14.863,10.77,0.9233,0.053922,0.027216,-0.068249,-0.14808,0.015446,0.9865
1.63E+09,6.68E+07,1.63E+09,73.701,-14.862,10.77,0.7693,0.24169,0.37439,-0.065993,-0.15486,0.022628,0.98547
1.63E+09,1.00E+08,1.63E+09,73.727,-14.854,10.783,0.69683,0.15218,0.38741,-0.063173,-0.15883,0.028321,0.98488
1.63E+09,1.34E+08,1.63E+09,73.75,-14.848,10.796,0.81463,-0.036893,0.22464,-0.063711,-0.15635,0.031885,0.98513
1.63E+09,1.67E+08,1.63E+09,73.777,-14.85,10.803,0.77486,-0.013908,0.32212,-0.068868,-0.15573,0.035482,0.98476
1.63E+09,2.00E+08,1.63E+09,73.803,-14.85,10.814,0.62304,0.18895,0.33497,-0.074966,-0.15592,0.03932,0.98414
1.63E+09,2.33E+08,1.63E+09,73.824,-14.844,10.825,0.70808,0.069683,0.11943,-0.073631,-0.14926,0.040226,0.98523
1.63E+09,2.67E+08,1.63E+09,73.847,-14.841,10.829,0.72577,0.058604,0.11044,-0.073315,-0.14457,0.039676,0.98598
1.63E+09,3.00E+08,1.63E+09,73.872,-14.84,10.833,0.76925,0.008656,0.13261,-0.073435,-0.14039,0.040525,0.98654
1.63E+09,3.34E+08,1.63E+09,73.898,-14.839,10.837,0.88193,0.020073,0.17472,-0.075568,-0.1386,0.042985,0.98653
1.63E+09,3.67E+08,1.63E+09,73.927,-14.839,10.843,0.94823,0.17947,0.15837,-0.078951,-0.1406,0.046389,0.98582
1.63E+09,4.00E+08,1.63E+09,73.958,-14.833,10.848,0.87108,0.2466,0.41065,-0.077829,-0.14728,0.048544,0.98483
1.63E+09,4.34E+08,1.63E+09,73.988,-14.824,10.862,1.0522,0.12825,0.15018,-0.073597,-0.14862,0.047888,0.98499
1.63E+09,4.67E+08,1.63E+09,74.022,-14.82,10.867,1.1086,0.13302,0.17276,-0.072351,-0.15077,0.047834,0.98476
1.63E+09,5.00E+08,1.63E+09,74.059,-14.816,10.873,1.0058,0.17641,0.49503,-0.07103,-0.15659,0.049412,0.98387
1.63E+09,5.34E+08,1.63E+09,74.093,-14.81,10.889,0.98258,0.14222,0.41592,-0.07029,-0.16024,0.051316,0.98323
1.63E+09,5.67E+08,1.63E+09,74.126,-14.805,10.903,0.99399,0.11389,0.28856,-0.071944,-0.15962,0.052414,0.98316
1.63E+09,6.00E+08,1.63E+09,74.159,-14.801,10.913,0.9629,0.083249,0.29306,-0.074247,-0.15924,0.052255,0.98306
1.63E+09,6.33E+08,1.63E+09,74.191,-14.798,10.923,0.92263,0.012536,0.3556,-0.076315,-0.158,0.051223,0.98315
1.63E+09,6.67E+08,1.63E+09,74.222,-14.798,10.934,0.92087,-0.017576,0.29028,-0.079854,-0.15567,0.050356,0.98329
1.63E+09,7.00E+08,1.63E+09,74.252,-14.799,10.944,0.91167,0.044755,0.20805,-0.083466,-0.15372,0.05077,0.98327
1.63E+09,7.34E+08,1.63E+09,74.283,-14.797,10.951,0.91237,0.069328,0.19062,-0.084865,-0.15379,0.050551,0.98315
1.63E+09,7.67E+08,1.63E+09,74.313,-14.795,10.957,0.81783,0.086341,0.30576,-0.083312,-0.15431,0.049974,0.98323
1.63E+09,8.00E+08,1.63E+09,74.34,-14.792,10.968,0.79208,0.10936,0.18158,-0.081663,-0.15092,0.049979,0.9839
1.63E+09,8.33E+08,1.63E+09,74.367,-14.788,10.974,0.77764,0.17843,0.14723,-0.07995,-0.14498,0.050956,0.98488
1.63E+09,8.67E+08,1.63E+09,74.393,-14.782,10.979,0.85879,0.11997,0.18366,-0.076273,-0.13912,0.051822,0.98597
1.63E+09,9.00E+08,1.63E+09,74.421,-14.778,10.985,0.99964,0.18085,0.073178,-0.076046,-0.13547,0.0516,0.98651
1.63E+09,9.34E+08,1.63E+09,74.455,-14.772,10.987,0.82676,0.24261,0.39605,-0.074954,-0.13932,0.051808,0.98605
1.63E+09,9.67E+08,1.63E+09,74.482,-14.764,11,0.75648,0.22135,0.28959,-0.070844,-0.14066,0.051499,0.98618
1.63E+09,1.00E+09,1.63E+09,74.507,-14.757,11.01,0.83508,0.15943,0.13996,-0.067949,-0.13499,0.049454,0.98728
1.63E+09,3.35E+07,1.63E+09,74.535,-14.752,11.015,0.88629,0.077014,0.17379,-0.066106,-0.13091,0.04754,0.98805
1.63E+09,6.68E+07,1.63E+09,74.565,-14.749,11.02,0.83407,0.061708,0.2141,-0.068289,-0.13182,0.045112,0.98789
1.63E+09,1.00E+08,1.63E+09,74.593,-14.747,11.028,0.70433,-5.91E-06,0.17785,-0.071261,-0.13396,0.042246,0.98752
1.63E+09,1.37E+08,1.63E+09,74.619,-14.747,11.034,0.76542,-0.017357,0.25119,-0.073653,-0.13593,0.039486,0.98719
1.63E+09,1.67E+08,1.63E+09,74.641,-14.747,11.042,0.62422,-0.015569,0.15762,-0.07425,-0.13624,0.038037,0.98716
1.63E+09,2.00E+08,1.63E+09,74.662,-14.748,11.047,0.48829,0.060632,0.081845,-0.0734,-0.13572,0.038121,0.98729
1.63E+09,2.33E+08,1.63E+09,74.679,-14.746,11.05,0.27289,0.083028,0.098285,-0.072525,-0.13742,0.038085,0.98712
1.63E+09,2.67E+08,1.63E+09,74.688,-14.743,11.053,0.11223,0.080439,0.099836,-0.07061,-0.13796,0.036979,0.98723
1.63E+09,3.00E+08,1.63E+09,74.691,-14.74,11.056,0.00078787,0.096729,0.074493,-0.070549,-0.13667,0.034292,0.98751
1.63E+09,3.34E+08,1.63E+09,74.691,-14.737,11.059,0.0072933,0.079195,-0.020059,-0.071572,-0.13378,0.028577,0.98801
1.63E+09,3.67E+08,1.63E+09,74.692,-14.735,11.058,0.020741,0.066104,-0.11003,-0.073299,-0.13163,0.020189,0.98838
1.63E+09,4.00E+08,1.63E+09,74.692,-14.732,11.054,0.0089902,0.080168,-0.12152,-0.073596,-0.13233,0.010778,0.98841
1.63E+09,4.34E+08,1.63E+09,74.693,-14.73,11.05,-0.027938,0.10093,0.02105,-0.070939,-0.13517,0.00032763,0.98828
1.63E+09,4.68E+08,1.63E+09,74.692,-14.726,11.051,-0.1467,0.11107,0.20996,-0.064872,-0.13745,-0.0085861,0.98834
1.63E+09,5.00E+08,1.63E+09,74.687,-14.723,11.058,-0.030823,0.068924,-0.044033,-0.062517,-0.13433,-0.017122,0.98881
1.63E+09,5.34E+08,1.63E+09,74.686,-14.72,11.056,0.081423,0.033434,-0.0084712,-0.062102,-0.13266,-0.024638,0.98891
1.63E+09,5.67E+08,1.63E+09,74.689,-14.719,11.056,0.12881,-0.061675,0.068552,-0.06109,-0.13278,-0.030313,0.9888
1.63E+09,6.00E+08,1.63E+09,74.693,-14.721,11.058,0.26641,-0.1221,0.083462,-0.061491,-0.1302,-0.033656,0.98901
1.63E+09,6.33E+08,1.63E+09,74.702,-14.725,11.061,0.25924,-0.14263,0.15973,-0.063376,-0.1293,-0.034386,0.98898
1.63E+09,6.67E+08,1.63E+09,74.71,-14.73,11.066,0.26763,-0.16792,0.16289,-0.068339,-0.12632,-0.034118,0.98904
1.63E+09,7.00E+08,1.63E+09,74.719,-14.736,11.072,0.29806,-0.24549,0.14764,-0.07363,-0.11918,-0.033161,0.98958
1.63E+09,7.33E+08,1.63E+09,74.729,-14.744,11.077,0.37911,-0.28005,0.013009,-0.080022,-0.1105,-0.031344,0.99015
1.63E+09,7.67E+08,1.63E+09,74.742,-14.753,11.077,0.57033,-0.26397,-0.19503,-0.087765,-0.10196,-0.028285,0.99051
1.63E+09,8.00E+08,1.63E+09,74.761,-14.762,11.071,0.58681,-0.020025,-0.23908,-0.095388,-0.098183,-0.02587,0.99025
1.63E+09,8.33E+08,1.63E+09,74.78,-14.763,11.063,0.53486,0.057279,0.10342,-0.097065,-0.098894,-0.025961,0.99001
1.63E+09,8.67E+08,1.63E+09,74.798,-14.761,11.066,0.57592,0.095569,0.26061,-0.093,-0.10029,-0.027535,0.99022
1.63E+09,9.00E+08,1.63E+09,74.818,-14.758,11.075,0.83913,0.10463,0.11852,-0.085144,-0.099025,-0.028583,0.99102
1.63E+09,9.33E+08,1.63E+09,74.845,-14.754,11.079,1.0502,0.059668,0.13256,-0.075985,-0.10064,-0.02815,0.99162
1.63E+09,9.67E+08,1.63E+09,74.88,-14.752,11.083,1.2229,0.058261,0.20103,-0.071565,-0.11056,-0.026798,0.99093
1.63E+09,1.57E+05,1.63E+09,74.921,-14.75,11.09,1.0816,0.26153,0.55065,-0.067614,-0.1246,-0.023674,0.98962
1.63E+09,3.35E+07,1.63E+09,74.957,-14.741,11.108,1.1081,0.23506,0.53157,-0.057204,-0.13119,-0.020683,0.98949
1.63E+09,6.70E+07,1.63E+09,74.994,-14.734,11.126,1.1652,0.19707,0.2769,-0.053161,-0.13526,-0.019207,0.9892
1.63E+09,1.00E+08,1.63E+09,75.033,-14.727,11.135,1.1448,0.1091,0.28625,-0.050638,-0.1404,-0.018575,0.98862
1.63E+09,1.33E+08,1.63E+09,75.071,-14.723,11.145,0.99517,0.057665,0.52503,-0.047155,-0.14514,-0.017828,0.98813
1.63E+09,1.67E+08,1.63E+09,75.104,-14.721,11.162,0.87092,0.052876,0.47191,-0.046017,-0.14638,-0.016596,0.98802
1.63E+09,2.00E+08,1.63E+09,75.133,-14.72,11.178,0.97695,-0.17242,0.10627,-0.047168,-0.1415,-0.016307,0.98868
1.63E+09,2.34E+08,1.63E+09,75.166,-14.725,11.182,0.93149,-0.15408,0.052127,-0.049717,-0.1402,-0.014211,0.98877
1.63E+09,2.67E+08,1.63E+09,75.197,-14.731,11.183,0.86566,-0.14836,0.035735,-0.050868,-0.1405,-0.010543,0.98872
1.63E+09,3.00E+08,1.63E+09,75.226,-14.736,11.185,0.79717,-0.1215,0.14711,-0.05256,-0.14343,-0.0064094,0.98824
1.63E+09,3.33E+08,1.63E+09,75.252,-14.74,11.189,0.73322,-0.095035,0.16195,-0.053531,-0.14673,-0.0015784,0.98773
1.63E+09,3.67E+08,1.63E+09,75.277,-14.743,11.195,0.67962,-0.0049264,0.19935,-0.052635,-0.15018,0.0035913,0.98725
1.63E+09,4.00E+08,1.63E+09,75.3,-14.743,11.202,0.61118,0.016163,0.18655,-0.051261,-0.15328,0.0075346,0.98682
1.63E+09,4.34E+08,1.63E+09,75.32,-14.742,11.208,0.57634,0.016706,0.14155,-0.049479,-0.15521,0.0090232,0.9866
1.63E+09,4.67E+08,1.63E+09,75.339,-14.742,11.212,0.5205,0.10451,0.096387,-0.049745,-0.15881,0.0097498,0.98601
1.63E+09,5.00E+08,1.63E+09,75.357,-14.738,11.216,0.43077,0.10975,0.10687,-0.047069,-0.16358,0.0098479,0.98536
1.63E+09,5.34E+08,1.63E+09,75.371,-14.735,11.219,0.29777,0.12125,0.13395,-0.041864,-0.17045,0.010087,0.98442
1.63E+09,5.67E+08,1.63E+09,75.381,-14.731,11.224,0.12793,0.12593,0.11123,-0.036153,-0.17689,0.010949,0.9835
1.63E+09,6.00E+08,1.63E+09,75.385,-14.726,11.227,0.12803,0.095457,-0.026278,-0.034437,-0.17881,0.010895,0.98322
1.63E+09,6.34E+08,1.63E+09,75.389,-14.723,11.227,-0.00054108,0.018659,0.092306,-0.034992,-0.18075,0.0091153,0.98286
1.63E+09,6.67E+08,1.63E+09,75.389,-14.723,11.23,-0.18463,-0.050577,0.1706,-0.035671,-0.18041,0.0072133,0.98292
1.63E+09,7.00E+08,1.63E+09,75.383,-14.724,11.235,-0.14535,-0.17402,0.090741,-0.036482,-0.17339,0.0062233,0.98416
1.63E+09,7.67E+08,1.63E+09,75.374,-14.736,11.241,-0.11446,-0.28681,0.025251,-0.049264,-0.15567,0.0069032,0.98656
1.63E+09,8.00E+08,1.63E+09,75.37,-14.745,11.242,0.14052,-0.31826,-0.2587,-0.057381,-0.14492,0.0066445,0.98776
1.63E+09,8.34E+08,1.63E+09,75.374,-14.756,11.234,0.36184,-0.24663,-0.20852,-0.060917,-0.13676,0.0081446,0.9887
1.63E+09,8.67E+08,1.63E+09,75.386,-14.764,11.227,0.51689,-0.23108,-0.094604,-0.063089,-0.13395,0.010225,0.98892
1.63E+09,9.00E+08,1.63E+09,75.404,-14.772,11.223,0.75419,-0.025868,-0.077857,-0.064167,-0.13401,0.013969,0.9888
1.63E+09,9.34E+08,1.63E+09,75.429,-14.773,11.221,0.92893,0.11203,0.10645,-0.061035,-0.14057,0.019142,0.988
1.63E+09,9.67E+08,1.63E+09,75.46,-14.769,11.224,0.90035,0.1766,0.40432,-0.055466,-0.1524,0.024488,0.98646
1.63E+09,2.66E+05,1.63E+09,75.49,-14.763,11.238,0.82211,0.27244,0.75164,-0.048753,-0.16613,0.030414,0.98443
1.63E+09,3.37E+07,1.63E+09,75.517,-14.754,11.263,0.86646,0.26486,0.61979,-0.047118,-0.17578,0.033768,0.98272
1.63E+09,6.68E+07,1.63E+09,75.546,-14.745,11.284,1.0716,0.022165,0.24413,-0.048481,-0.17639,0.031988,0.98261
1.63E+09,1.00E+08,1.63E+09,75.582,-14.745,11.292,1.0079,0.017607,0.28667,-0.050266,-0.17925,0.030397,0.98205
1.63E+09,1.34E+08,1.63E+09,75.616,-14.744,11.301,0.86156,-0.00068888,0.25367,-0.054087,-0.18322,0.027822,0.98119
1.63E+09,1.67E+08,1.63E+09,75.644,-14.744,11.31,0.81087,-0.0016892,0.21282,-0.056249,-0.18472,0.024182,0.98088
1.63E+09,2.00E+08,1.63E+09,75.671,-14.744,11.317,0.7216,-0.0051058,0.18186,-0.055447,-0.18732,0.020372,0.98052
1.63E+09,2.34E+08,1.63E+09,75.695,-14.744,11.323,0.57625,0.0034921,0.23563,-0.053839,-0.19105,0.01709,0.97995
1.63E+09,2.67E+08,1.63E+09,75.714,-14.744,11.331,0.38535,0.051657,0.24038,-0.051338,-0.19325,0.015417,0.97968
1.63E+09,3.00E+08,1.63E+09,75.727,-14.742,11.339,0.3246,0.051753,0.21253,-0.048395,-0.19032,0.015057,0.98041
1.63E+09,3.34E+08,1.63E+09,75.738,-14.741,11.346,0.39241,0.0068772,0.13141,-0.044947,-0.18445,0.015127,0.9817
1.63E+09,3.67E+08,1.63E+09,75.751,-14.741,11.35,0.46502,0.022865,0.13865,-0.044798,-0.18032,0.0159,0.98246
1.63E+09,4.00E+08,1.63E+09,75.767,-14.74,11.355,0.64643,0.10774,0.067566,-0.044371,-0.17605,0.017014,0.98323
1.63E+09,4.34E+08,1.63E+09,75.788,-14.736,11.357,0.85416,0.12371,0.13564,-0.040572,-0.17429,0.017499,0.9837
1.63E+09,4.67E+08,1.63E+09,75.817,-14.732,11.362,0.89629,0.049449,0.28201,-0.036819,-0.17769,0.015658,0.98327
1.63E+09,5.00E+08,1.63E+09,75.846,-14.73,11.371,0.92186,-0.084602,0.36041,-0.035982,-0.18193,0.014021,0.98255
1.63E+09,5.34E+08,1.63E+09,75.877,-14.733,11.383,0.90609,-0.070809,0.40712,-0.037291,-0.18646,0.015697,0.98163
1.63E+09,5.67E+08,1.63E+09,75.908,-14.736,11.397,0.94854,-0.10706,0.31778,-0.039915,-0.18803,0.019557,0.98116
1.63E+09,6.00E+08,1.63E+09,75.939,-14.739,11.407,0.84047,-0.09198,0.41597,-0.043765,-0.18984,0.024561,0.98053
1.63E+09,6.34E+08,1.63E+09,75.967,-14.742,11.421,0.63318,-0.030675,0.46163,-0.047854,-0.19031,0.031131,0.98006
1.63E+09,6.67E+08,1.63E+09,75.988,-14.743,11.437,0.74068,-0.058191,0.17997,-0.04911,-0.18408,0.038934,0.98091
1.63E+09,7.00E+08,1.63E+09,76.013,-14.745,11.442,0.76068,0.041196,0.11455,-0.052645,-0.17855,0.046383,0.98143
1.63E+09,7.34E+08,1.63E+09,76.038,-14.744,11.446,0.64095,0.061637,0.31621,-0.055417,-0.18066,0.052466,0.98058
1.63E+09,7.67E+08,1.63E+09,76.06,-14.742,11.457,0.70458,-0.07275,0.23071,-0.055962,-0.18002,0.058486,0.98033
1.63E+09,8.00E+08,1.63E+09,76.083,-14.744,11.465,0.7459,-0.045884,0.20233,-0.059552,-0.18004,0.067009,0.97957
1.63E+09,8.33E+08,1.63E+09,76.108,-14.746,11.471,0.7404,-0.014838,0.244,-0.06359,-0.18366,0.077663,0.97785
1.63E+09,8.67E+08,1.63E+09,76.133,-14.746,11.479,0.72115,0.022769,0.29172,-0.069186,-0.18863,0.088292,0.97562
1.63E+09,9.00E+08,1.63E+09,76.157,-14.745,11.489,0.70019,0.14317,0.24233,-0.073498,-0.19169,0.099287,0.97365
1.63E+09,9.34E+08,1.63E+09,76.18,-14.741,11.497,0.77433,0.15011,0.14518,-0.073738,-0.19245,0.11026,0.9723
1.63E+09,9.67E+08,1.63E+09,76.206,-14.736,11.502,0.75044,0.17701,0.21084,-0.073087,-0.19604,0.12183,0.97025
1.63E+09,3.34E+05,1.63E+09,76.231,-14.73,11.509,0.58256,0.2421,0.43012,-0.073963,-0.20083,0.13376,0.96763
1.63E+09,3.36E+07,1.63E+09,76.25,-14.722,11.523,0.5805,0.20231,0.32759,-0.073989,-0.19894,0.14269,0.96674
1.63E+09,6.71E+07,1.63E+09,76.27,-14.715,11.534,0.58803,0.25358,0.23986,-0.072389,-0.19145,0.15072,0.96716
1.63E+09,1.01E+08,1.63E+09,76.289,-14.706,11.542,0.65143,0.27225,0.14245,-0.07057,-0.18555,0.1574,0.96738
1.63E+09,1.33E+08,1.63E+09,76.311,-14.697,11.547,0.66319,0.28585,0.14838,-0.071859,-0.18462,0.16137,0.9668
1.63E+09,1.67E+08,1.63E+09,76.333,-14.688,11.552,0.76272,0.28323,0.17933,-0.074328,-0.1838,0.16407,0.96632
1.63E+09,2.00E+08,1.63E+09,76.359,-14.678,11.558,0.75042,0.30276,0.26041,-0.077732,-0.18478,0.16756,0.96527
1.63E+09,2.34E+08,1.63E+09,76.383,-14.668,11.567,0.66221,0.28929,0.31859,-0.077482,-0.18592,0.17341,0.96403
1.63E+09,2.67E+08,1.63E+09,76.406,-14.659,11.577,0.57845,0.26556,0.29722,-0.076763,-0.18291,0.18098,0.96327
1.63E+09,3.00E+08,1.63E+09,76.425,-14.65,11.587,0.60352,0.28582,0.16762,-0.078662,-0.17622,0.18826,0.96297
1.63E+09,3.34E+08,1.63E+09,76.445,-14.64,11.593,0.60387,0.27417,0.16096,-0.080433,-0.17187,0.19347,0.96258
1.63E+09,3.67E+08,1.63E+09,76.465,-14.631,11.598,0.5926,0.24538,0.23787,-0.081486,-0.17115,0.19749,0.9618
1.63E+09,4.00E+08,1.63E+09,76.485,-14.623,11.606,0.59972,0.25493,0.26093,-0.083498,-0.16876,0.20211,0.96109
1.63E+09,4.34E+08,1.63E+09,76.505,-14.615,11.615,0.63887,0.34328,0.1877,-0.08829,-0.16566,0.20556,0.96047
1.63E+09,4.67E+08,1.63E+09,76.526,-14.603,11.621,0.73049,0.43601,0.13536,-0.090151,-0.16341,0.20725,0.96032
1.63E+09,5.00E+08,1.63E+09,76.551,-14.589,11.626,0.76202,0.36388,0.23471,-0.087308,-0.16282,0.20652,0.96084
1.63E+09,5.34E+08,1.63E+09,76.576,-14.576,11.633,0.78937,0.35894,0.2722,-0.087314,-0.16249,0.20521,0.96118
1.63E+09,5.67E+08,1.63E+09,76.602,-14.565,11.642,0.76147,0.40064,0.23537,-0.089164,-0.16059,0.20426,0.96153
1.63E+09,6.00E+08,1.63E+09,76.628,-14.551,11.65,0.82455,0.34684,0.15715,-0.088058,-0.15615,0.20285,0.96266
1.63E+09,6.34E+08,1.63E+09,76.655,-14.54,11.656,0.79459,0.39464,0.20411,-0.087096,-0.15363,0.20234,0.96326
1.63E+09,6.67E+08,1.63E+09,76.682,-14.526,11.662,0.69903,0.48122,0.20098,-0.08774,-0.15258,0.20218,0.9634
1.63E+09,7.00E+08,1.63E+09,76.705,-14.51,11.669,0.76679,0.32608,0.17165,-0.084485,-0.14858,0.20022,0.96473
1.63E+09,7.34E+08,1.63E+09,76.73,-14.499,11.675,0.69883,0.32074,0.16375,-0.08538,-0.14618,0.19768,0.96554
1.63E+09,7.67E+08,1.63E+09,76.754,-14.489,11.68,0.71459,0.31807,0.073733,-0.087914,-0.14393,0.19429,0.96634
1.63E+09,8.01E+08,1.63E+09,76.778,-14.478,11.683,0.72668,0.33238,0.069093,-0.089179,-0.14432,0.18879,0.96725
1.63E+09,8.34E+08,1.63E+09,76.802,-14.467,11.685,0.64492,0.24313,0.34019,-0.086432,-0.14963,0.18143,0.9681
1.63E+09,8.67E+08,1.63E+09,76.823,-14.459,11.696,0.57516,0.22281,0.3222,-0.083282,-0.15253,0.17419,0.96926
1.63E+09,9.00E+08,1.63E+09,76.842,-14.452,11.707,0.62568,0.32885,0.026116,-0.083059,-0.14992,0.16753,0.97085
1.63E+09,9.34E+08,1.63E+09,76.864,-14.44,11.708,0.6794,0.19562,0.17684,-0.079038,-0.14948,0.16067,0.97242
1.63E+09,9.67E+08,1.63E+09,76.886,-14.434,11.714,0.58908,0.18065,0.2739,-0.078007,-0.15168,0.15339,0.97334
1.63E+09,4.13E+05,1.63E+09,76.906,-14.428,11.723,0.62937,0.24609,0.075897,-0.080999,-0.15057,0.14547,0.97448
1.63E+09,3.37E+07,1.63E+09,76.927,-14.42,11.725,0.73037,0.14946,0.089604,-0.080202,-0.14994,0.13572,0.97605
1.63E+09,6.69E+07,1.63E+09,76.951,-14.415,11.728,0.65198,0.1091,0.31184,-0.077062,-0.15386,0.12609,0.97698
1.63E+09,1.00E+08,1.63E+09,76.973,-14.411,11.739,0.64195,0.10663,0.28894,-0.07483,-0.15652,0.11807,0.97773
1.63E+09,1.34E+08,1.63E+09,76.994,-14.408,11.749,0.66337,0.11979,0.22375,-0.07431,-0.15614,0.11067,0.9787
1.63E+09,1.67E+08,1.63E+09,77.016,-14.404,11.756,0.63463,0.064432,0.23497,-0.07433,-0.15709,0.10216,0.97947
1.63E+09,2.00E+08,1.63E+09,77.037,-14.401,11.764,0.6535,0.027297,0.19104,-0.074669,-0.15705,0.094042,0.98026
1.63E+09,2.34E+08,1.63E+09,77.059,-14.4,11.77,0.6472,0.059011,0.18025,-0.07441,-0.15533,0.088559,0.98107
1.63E+09,2.67E+08,1.63E+09,77.081,-14.399,11.776,0.67451,0.055631,0.18319,-0.073081,-0.15284,0.084475,0.98192
1.63E+09,3.00E+08,1.63E+09,77.103,-14.397,11.782,0.8385,-0.049881,0.14213,-0.071628,-0.1489,0.081572,0.98288
1.63E+09,3.34E+08,1.63E+09,77.131,-14.398,11.787,0.86534,-0.030125,0.19317,-0.072989,-0.14844,0.081332,0.98286
1.63E+09,3.67E+08,1.63E+09,77.16,-14.399,11.793,0.96645,0.14315,0.11593,-0.075985,-0.14851,0.083074,0.98248
1.63E+09,4.00E+08,1.63E+09,77.192,-14.395,11.797,1.254,0.40504,0.0034367,-0.077125,-0.15032,0.083839,0.98205
1.63E+09,4.34E+08,1.63E+09,77.234,-14.381,11.797,0.94723,0.27257,0.91087,-0.069455,-0.16224,0.082113,0.98087
1.63E+09,4.67E+08,1.63E+09,77.266,-14.372,11.828,0.75582,0.2101,0.76207,-0.069261,-0.17172,0.077685,0.97963
1.63E+09,5.00E+08,1.63E+09,77.291,-14.365,11.853,1.192,0.14124,0.018799,-0.073001,-0.16679,0.073928,0.9805
1.63E+09,5.34E+08,1.63E+09,77.331,-14.36,11.854,1.0306,0.15249,0.40272,-0.069211,-0.16705,0.072655,0.98083
1.63E+09,5.67E+08,1.63E+09,77.365,-14.355,11.867,0.87379,0.20839,0.35019,-0.06831,-0.17169,0.072708,0.98009
1.63E+09,6.00E+08,1.63E+09,77.394,-14.348,11.879,0.87792,0.21776,0.24428,-0.067697,-0.16884,0.072443,0.98064
1.63E+09,6.34E+08,1.63E+09,77.423,-14.341,11.887,0.91925,0.1547,0.26507,-0.065066,-0.16543,0.071547,0.98147
1.63E+09,6.67E+08,1.63E+09,77.454,-14.336,11.896,0.83023,0.085731,0.32954,-0.064492,-0.16734,0.070874,0.98123
1.63E+09,7.00E+08,1.63E+09,77.482,-14.333,11.907,0.86255,0.070217,0.22926,-0.067282,-0.16598,0.07119,0.98125
1.63E+09,7.34E+08,1.63E+09,77.51,-14.331,11.914,1.0292,0.10714,0.019006,-0.071044,-0.16269,0.070763,0.98157
1.63E+09,7.67E+08,1.63E+09,77.545,-14.327,11.915,0.86408,0.1775,0.37673,-0.070544,-0.16768,0.070255,0.9808
1.63E+09,8.00E+08,1.63E+09,77.573,-14.321,11.927,0.85352,0.20821,0.28018,-0.068133,-0.17001,0.068373,0.9807
1.63E+09,8.34E+08,1.63E+09,77.602,-14.314,11.937,0.83939,0.22052,0.31726,-0.063615,-0.16861,0.066379,0.98139
1.63E+09,8.67E+08,1.63E+09,77.63,-14.307,11.947,0.75114,0.19196,0.33684,-0.058398,-0.16704,0.064625,0.9821
1.63E+09,9.00E+08,1.63E+09,77.655,-14.3,11.959,0.81981,0.08443,0.12461,-0.05701,-0.16151,0.06248,0.98324
1.63E+09,9.34E+08,1.63E+09,77.682,-14.298,11.963,0.81866,0.055545,0.12696,-0.057801,-0.15533,0.060913,0.98429
1.63E+09,9.67E+08,1.63E+09,77.71,-14.296,11.967,0.76997,0.061636,0.25486,-0.060031,-0.15166,0.060251,0.98477
1.63E+09,4.58E+05,1.63E+09,77.735,-14.294,11.976,0.74544,0.020031,0.27181,-0.062588,-0.14778,0.059864,0.98522
1.63E+09,3.48E+07,1.63E+09,77.761,-14.293,11.985,0.93442,-0.0078341,0.16848,-0.066133,-0.14335,0.059079,0.98569
1.63E+09,6.73E+07,1.63E+09,77.791,-14.293,11.99,1.0375,0.068607,0.13958,-0.069938,-0.14352,0.059312,0.98539
1.63E+09,1.01E+08,1.63E+09,77.826,-14.291,11.995,1.0164,0.14957,0.29885,-0.069925,-0.15033,0.060486,0.9843
1.63E+09,1.34E+08,1.63E+09,77.859,-14.286,12.005,0.89741,0.26789,0.55578,-0.066541,-0.15767,0.062016,0.98329
1.63E+09,1.67E+08,1.63E+09,77.889,-14.277,12.023,0.93484,0.20825,0.40143,-0.063316,-0.15923,0.06242,0.98323
1.63E+09,2.01E+08,1.63E+09,77.921,-14.27,12.037,0.98772,0.10999,0.3155,-0.062817,-0.1578,0.06182,0.98353
1.63E+09,2.34E+08,1.63E+09,77.953,-14.266,12.047,0.9532,0.099546,0.30285,-0.065856,-0.15661,0.061472,0.98354
1.63E+09,2.67E+08,1.63E+09,77.985,-14.263,12.058,0.97324,0.090105,0.25026,-0.068396,-0.15551,0.061825,0.98352
1.63E+09,3.00E+08,1.63E+09,78.018,-14.26,12.066,0.96097,0.19901,0.18883,-0.069962,-0.15459,0.061764,0.98356
1.63E+09,3.34E+08,1.63E+09,78.05,-14.254,12.072,0.82507,0.1774,0.35257,-0.068024,-0.15797,0.060569,0.98323
1.63E+09,3.67E+08,1.63E+09,78.077,-14.248,12.084,0.95757,0.083208,0.20634,-0.063915,-0.15723,0.060086,0.98366
1.63E+09,4.01E+08,1.63E+09,78.109,-14.245,12.091,1.0098,0.16446,0.23198,-0.063964,-0.1588,0.061122,0.98334
1.63E+09,4.34E+08,1.63E+09,78.143,-14.239,12.098,0.90443,0.16591,0.30698,-0.065353,-0.16546,0.061559,0.98212
