time in sec,v_x,v_y,v_z,w_x,w_y,w_z
1632492879,-0.759323625,0.152221384,0.011692822,0.42910738,-0.094399058,0.209499544
1632492879,-0.716746414,0.142650065,-0.032567709,0.396712235,-0.15331806,0.257542175
1632492879,-0.682271279,0.146683898,-0.0052315,0.232262702,-0.128696695,0.345202698
1632492879,-0.62163645,0.140682792,-0.001662903,-0.003824678,-0.130748975,0.291181766
1632492879,-0.595876249,0.124863503,-0.080262374,-0.144853368,-0.051627368,0.097065525
1632492879,-0.658238698,0.112294381,-0.238807441,-0.098678798,0.285270143,-0.190626371
1632492880,-0.698410675,0.146717474,-0.063036247,0.04369473,0.324470648,-0.293633105
1632492880,-0.557279238,0.133092205,0.067009864,0.125811337,0.061513489,-0.128569705
1632492880,-0.396941397,0.095109802,0.054612242,0.072690877,-0.058647817,-0.024737007
1632492880,-0.311805921,0.078196785,0.062983271,-0.029497381,-0.077133395,0.046283998
1632492880,-0.307623234,0.069705906,0.015410026,-0.057182699,-0.048103053,0.079393471
1632492880,-0.306364388,0.066854852,-0.004564062,-0.02708081,0.019181018,0.07835857
1632492880,-0.315962894,0.068865346,-0.009794851,0.002556096,-0.026779433,0.063066278
1632492880,-0.335684944,0.070612447,-0.030182812,0.066501957,0.016198466,0.074782788
1632492880,-0.371604249,0.077367529,-0.045777097,0.105534209,0.122716984,0.11294531
1632492880,-0.397301547,0.083935911,-0.051959168,0.100467899,0.183567188,0.097153705
1632492880,-0.401802192,0.088806604,-0.038995292,0.081875923,0.16409054,0.067848329
1632492880,-0.421263395,0.095426891,-0.036579157,0.069278267,0.142741844,0.091029547
1632492880,-0.429572629,0.099294627,-0.036277959,0.040941884,0.127549088,0.101929371
1632492880,-0.424074176,0.099878642,-0.035454708,0.002709234,0.067295933,0.103219099
1632492880,-0.414846616,0.098092661,-0.040539491,-0.049756493,0.056877517,0.066039819
1632492880,-0.395619962,0.097385066,-0.02017469,-0.087375307,-0.020800914,0.005374424
1632492880,-0.39576095,0.095265811,-0.030831495,-0.061655276,-0.073856642,-0.034377605
1632492880,-0.388841279,0.089119463,-0.050409956,0.042500744,-0.046218791,-0.088925885
1632492880,-0.365072753,0.083681011,-0.037735473,0.050353503,-0.050743908,-0.143106956
1632492880,-0.348685933,0.081314546,-0.016636735,0.002374248,-0.101553,-0.156847141
1632492880,-0.334083287,0.083278892,0.027355812,-0.009177944,-0.231073517,-0.176726476
1632492880,-0.33964427,0.080052311,0.017729523,0.054508571,-0.348306062,-0.207148121
1632492880,-0.484807362,0.082381887,-0.123826324,0.089199138,-0.151760748,-0.249326955
1632492880,-0.686723886,0.1166642,-0.148147507,0.088453565,0.200105455,-0.158285135
1632492880,-0.803543416,0.156736511,-0.059415891,-0.051840969,0.343810398,-0.020541867
1632492880,-0.853546778,0.187354228,0.049462796,-0.164703522,0.108278455,-0.033479298
1632492880,-0.908088569,0.181512642,-0.010487427,-0.037681266,-0.14589158,-0.363491619
1632492880,-0.94024726,0.169581192,-0.048271736,0.018204675,-0.104618159,-0.313315391
1632492880,-1.016721032,0.151825504,-0.193491854,0.088282537,0.268664893,-0.082382763
1632492880,-1.006705804,0.149224124,-0.189275913,0.083576702,0.30150739,-0.096711964
1632492881,-1.014297987,0.151166674,-0.17953566,0.023296398,0.410904548,-0.101575887
1632492881,-0.980517264,0.168154165,-0.039430491,-0.198355211,0.270030422,-0.13402191
1632492881,-0.922636197,0.150588929,-0.051853045,-0.421400057,0.161379573,-0.278451873
1632492881,-0.845509034,0.133975982,-0.028122627,-0.54377689,0.123580409,-0.266267753
1632492881,-0.720981888,0.108919848,-0.028420701,-0.650878142,0.006967495,-0.155157392
1632492881,-0.628902014,0.090865654,-0.047092127,-0.789156127,-0.042032515,-0.055401455
1632492881,-0.53887291,0.077005362,-0.041256662,-0.909464584,-0.16023154,-0.116691602
1632492881,-0.463766044,0.066242506,0.032611457,-0.908343187,-0.322583987,-0.333837569
1632492881,-0.417211595,0.055266261,0.076170556,-0.858670173,-0.403461126,-0.225932731
1632492881,-0.37643526,0.046602116,0.033338363,-0.780653892,-0.360310224,-0.077571768
1632492881,-0.381980855,0.047977814,-0.05723766,-0.671747184,-0.224149634,-0.2128934
1632492881,-0.428684011,0.051694772,-0.056303979,-0.480587737,-0.023787861,-0.207715926
1632492881,-0.45293956,0.048540889,0.000565225,-0.387476364,-0.06534845,-0.173149903
1632492881,-0.531809858,0.055867735,-0.026758847,-0.359352523,-0.011621215,-0.207495639
1632492881,-0.622142413,0.061321232,-0.0270951,-0.358930855,0.090504147,-0.175985893
1632492881,-0.696424499,0.064599352,-0.033275634,-0.302505685,0.178751128,-0.205727625
1632492881,-0.711786678,0.050081468,0.066963684,-0.317978068,0.075789561,-0.162473212
1632492881,-0.738556827,0.048022739,0.063398703,-0.271630923,-0.088809403,-0.170506532
1632492881,-0.779878492,0.060124368,-0.04632613,-0.129131925,-0.034949997,-0.236207026
1632492881,-0.860304582,0.063371143,-0.079958708,-0.12236985,0.163229593,-0.239115813
1632492881,-0.872707235,0.034601263,0.085123627,-0.242070569,0.116209478,-0.173941146
1632492881,-0.802346901,0.037786571,0.020037301,-0.314823652,-0.150248142,0.003448044
1632492881,-0.812002087,0.06846169,-0.174278869,-0.249139468,0.099950901,-0.087252629
1632492881,-0.842192195,0.054423841,-0.088608124,-0.302548487,0.317588147,-0.030146324
1632492881,-0.755667176,-0.038468481,0.391808367,-0.445101128,-0.115234931,-0.061448205
1632492881,-0.702853253,0.007691105,0.109944657,-0.474148072,-0.472648837,-0.207002131
1632492881,-0.733650047,0.104415442,-0.360005136,-0.329058546,0.045663568,-0.155987814
1632492881,-0.742410799,0.04395115,-0.092922633,-0.193018946,0.248065521,-0.163385965
1632492881,-0.733210301,-0.009848677,0.121143853,-0.160292532,0.023208747,-0.198316394
1632492881,-0.728548889,0.00065003,0.060462317,-0.135320944,-0.220789501,-0.092666291
1632492882,-0.830274385,0.050420789,-0.140434963,-0.073177417,0.003056915,0.057691092
1632492882,-0.879145127,0.035426714,-0.063643386,-0.052667629,0.114732492,0.112484448
1632492882,-0.80090527,-0.062421399,0.355075003,-0.094806139,-0.37662681,0.212141155
1632492882,-0.700796206,0.029032019,-0.000574739,-0.051291629,-0.701545639,0.231771051
1632492882,-0.701929779,0.103550084,-0.285789679,-0.005272132,-0.315303821,-0.073798256
1632492882,-0.740038292,0.075940673,-0.171340727,-0.052253989,-0.10157298,-0.15484111
1632492882,-0.874611737,0.078839808,-0.173047185,-0.051156827,0.211298883,-0.094854967
1632492882,-1.02917265,0.076497557,-0.153928563,0.028637692,0.481117456,0.024630254
1632492882,-1.247057052,0.070438898,-0.107171354,0.123821968,0.789899576,0.176024674
1632492882,-1.292461625,-0.061871847,0.440925325,0.1496318,0.648682202,0.136056346
1632492882,-1.029944194,-0.069997963,0.441104007,0.034964154,-0.403682012,-0.094991414
1632492882,-1.107233144,0.137155327,-0.414891506,0.059268471,0.103822245,0.067422116
1632492882,-1.124204124,0.085151109,-0.179585484,0.04497033,0.488138123,0.256227031
1632492882,-0.961736033,-0.002748095,0.178821632,0.024478035,0.048494802,0.032046495
1632492882,-0.897499785,0.035215463,0.001367167,0.107009129,-0.207387572,-0.14022942
1632492882,-0.828385674,0.029438491,0.003266662,0.165537861,-0.240346301,-0.149751292
1632492882,-0.791565574,0.025956562,0.008275038,0.129109549,-0.28788557,-0.045555868
1632492882,-0.797763848,0.057575643,-0.129351146,0.177336739,-0.027922948,0.098705486
1632492882,-0.778079234,0.052845123,-0.08936732,0.213191022,0.044182725,0.31077352
1632492882,-0.754657137,0.049392714,-0.029654915,0.271789219,0.007062147,0.526459733
1632492882,-0.745459122,0.070861742,-0.0677319,0.41370643,0.129010859,0.716871006
1632492882,-0.750210253,0.065510551,0.035441517,0.584776999,0.051213174,0.380228013
1632492882,-0.753628365,0.082340389,-0.018668546,0.520163617,-0.031132618,0.23287829
1632492882,-0.797479895,0.096757342,-0.047371781,0.376743879,0.059904242,0.237223167
1632492882,-0.805083249,0.087780168,0.026347739,0.188210869,-0.019946733,-0.208201183
1632492882,-0.766495341,0.062274473,0.146484599,-0.023324763,-0.32411189,-0.299174083
1632492882,-0.770164782,0.056603187,0.144348736,-0.013532219,-0.612877049,-0.318252927
1632492882,-0.835558159,0.101775004,-0.203140212,0.130619486,-0.244489912,-0.071798217
1632492882,-0.869821568,0.101177182,-0.166854341,0.121908898,0.211227305,0.165762936
1632492882,-0.865800532,0.082302152,0.010509414,0.04374188,0.070266492,0.029243815
1632492883,-0.851744008,0.06740357,0.112674388,0.063226102,-0.200979777,-0.181706662
1632492883,-0.889926245,0.095791319,-0.134467863,0.080460909,-0.084190241,-0.034639902
1632492883,-0.89907769,0.09207665,-0.099713927,0.082438851,0.060241092,0.004575975
1632492883,-0.899022871,0.083778553,-0.022484887,0.060894139,-0.117168795,-0.004689081
1632492883,-0.916816401,0.091945532,-0.069158948,0.001793065,-0.021496283,0.104377742
1632492883,-0.938629092,0.097302588,-0.049513374,-0.108322389,0.158692919,0.24299546
1632492883,-0.92487904,0.084251931,0.110007657,-0.218044348,-0.016447718,0.141446311
1632492883,-0.920326749,0.110941215,-0.108613161,-0.213664714,0.068937092,-0.014769612
1632492883,-0.906821851,0.091517054,0.031598719,-0.142823791,0.066143813,-0.04534466
1632492883,-0.784061142,0.076385563,0.012846509,-0.028628182,-0.238729027,-0.175687789
1632492883,-1.084451,0.130846361,-0.236260152,0.119527403,0.201674493,-0.061639848
1632492883,-1.034109695,0.090587947,0.039708234,0.117857076,0.273325214,0.074049215
1632492883,-0.915490358,0.065854682,0.192007072,-0.032066243,-0.286735227,0.22838823
1632492883,-0.919816201,0.118002197,-0.178521555,-0.010482344,-0.227056998,0.142208715
1632492883,-0.941244139,0.122189036,-0.182303262,0.084780031,0.074428444,-0.046696618
1632492883,-0.94284623,0.093044299,0.03798596,0.149736252,0.151320123,-0.112523508
1632492883,-0.844506163,0.074009617,0.093035051,0.228295468,-0.17008889,-0.099486663
1632492883,-0.773651243,0.08188197,-0.065226542,0.3229402,-0.165607353,-0.070270511
1632492883,-0.739168759,0.076013035,-0.043050052,0.298921296,-0.114781155,0.064017905
1632492883,-0.726859285,0.07564805,-0.010225109,0.179713864,-0.162337564,0.233476652
1632492883,-0.702789023,0.073766573,0.050715644,0.065712336,-0.239212617,0.183177518
1632492883,-0.700876981,0.076367398,0.050674688,-0.030140703,-0.425391693,-0.00408628
1632492883,-0.718407741,0.093314221,-0.127414211,-0.063239564,-0.321323228,0.091920852
1632492883,-0.776518239,0.103329809,-0.130960541,-0.013557481,-0.134221668,0.096389764
1632492883,-0.900950175,0.120808567,-0.162285776,0.035170295,0.138973052,-0.082419145
1632492883,-0.961593582,0.1140202,-0.004053044,0.042884806,0.236980908,-0.034157362
1632492883,-0.955245508,0.105393088,0.104403636,0.100400303,0.038468304,0.049938295
1632492883,-0.954271376,0.106446416,0.108490264,0.14541954,-0.11418074,0.008776366
1632492883,-0.887576082,0.10163583,0.068102124,0.067924147,-0.232026433,-0.021036324
1632492884,-0.875183691,0.106538138,-0.02453991,-0.038024521,-0.214227056,0.030934973
1632492884,-0.888707784,0.117114295,-0.130759311,-0.029757034,0.057032691,0.109155168
1632492884,-0.920726906,0.119253599,-0.062424718,0.092414741,0.20835479,0.069734966
1632492884,-0.973778955,0.120473007,0.045491984,0.087117056,0.230443292,0.03084199
1632492884,-0.969864252,0.118949933,0.045503574,-0.001216319,0.123859676,-0.073481725
1632492884,-1.014638477,0.126049788,-0.018287218,0.005117027,0.107184267,-0.04788098
1632492884,-1.037231601,0.127999047,0.002660302,0.098474893,0.141682609,0.087947576
1632492884,-1.016988439,0.128844842,0.004393538,0.131312628,0.153446232,0.129940325
1632492884,-0.993877613,0.131634179,-0.020626513,0.153487919,0.18332762,0.151373732
1632492884,-0.752748316,0.099975983,0.00731083,0.158553976,-0.172780793,-0.022423576
1632492884,-0.843509671,0.117217426,-0.107127777,0.165779643,-0.168054688,0.109908484
1632492884,-0.838901898,0.119131587,-0.089507243,0.236204207,-0.036940403,0.151132997
1632492884,-0.823367855,0.117931776,-0.069597431,0.312475565,0.037722206,0.003866974
1632492884,-0.793281493,0.112301873,-0.010226958,0.318639331,-0.073729451,-0.017588935
1632492884,-0.80508363,0.112639927,-0.183571734,0.372405333,0.053216551,-0.017257493
1632492884,-0.880685681,0.118470974,-0.252203496,0.472004944,0.37750887,-0.071541073
1632492884,-0.839505827,0.118129154,0.11520815,0.379005799,0.213662927,-0.1167692
1632492884,-0.775407405,0.11120046,0.148471706,0.193868032,-0.159537239,0.068361382
1632492884,-0.835852271,0.117367306,-0.040858544,0.164338505,-0.037467839,0.344845849
1632492884,-0.82631714,0.131628763,0.063677544,0.17200301,0.013634899,0.398660986
1632492884,-0.685831504,0.117434936,0.127409614,0.033348245,-0.409972688,-0.059463849
1632492884,-0.703759026,0.106224999,-0.095328215,-0.05220574,-0.282489029,-0.015592721
1632492884,-0.718878445,0.107795574,-0.102637189,0.02948208,-0.256550903,0.022016756
1632492884,-0.766451203,0.117797704,-0.089523206,0.118679569,-0.110152077,0.149920742
1632492884,-0.883927067,0.142558083,-0.081705037,0.186587945,0.119075752,0.229449406
1632492884,-0.941031485,0.151917383,-0.124941372,0.169786479,0.386654306,-0.061549348
1632492884,-0.939642683,0.165689265,0.130538066,0.004387498,0.068069001,-0.260255626
1632492884,-1.037107949,0.153610675,-0.174843289,0.018143027,0.126501965,-0.0795949
1632492884,-1.095886895,0.160235057,-0.179331254,0.132704381,0.340529008,-0.076428663
1632492885,-1.096027603,0.1838818,0.147082233,0.136599285,0.210660045,-0.033838872
1632492885,-1.05011484,0.172987816,0.07614974,0.046657639,-0.035046515,0.110567382
1632492885,-1.021082431,0.162687886,-0.04689594,-0.032691778,-0.013420883,0.135778869
1632492885,-0.992653013,0.163534635,-0.031069362,-0.08674424,-0.063442936,0.115921058
1632492885,-0.972838952,0.171195757,0.044404419,-0.095961366,-0.124041617,0.207558627
1632492885,-0.950427706,0.169674951,-0.012843018,-0.018623364,-0.105990179,0.22242269
1632492885,-0.916781066,0.162794838,-0.086267334,-0.024945463,0.010655177,0.080450732
1632492885,-0.912300054,0.160512064,-0.103482363,-0.017452589,0.028667276,-0.099922402
1632492885,-0.857878939,0.157987948,0.037723676,-0.003388402,-0.209988662,-0.089755084
1632492885,-0.798478702,0.136568898,-0.064470033,0.041252996,-0.370707441,-0.079564058
1632492885,-0.776806593,0.126540548,-0.083443099,0.051673724,-0.370226787,-0.196777818
1632492885,-0.864738735,0.139388953,-0.063589537,-0.029619991,-0.220101666,-0.006384452
1632492885,-0.969762861,0.143653504,-0.208702394,0.040036871,0.2263558,-0.072559861
1632492885,-0.891936916,0.155340921,0.143929694,0.021718194,0.067027921,-0.249801489
1632492885,-0.797195046,0.127464219,0.066057948,-0.125319383,-0.348718382,-0.177394156
1632492885,-0.833900223,0.115700657,-0.090381408,-0.116660652,-0.244155909,-0.114966223
1632492885,-0.891731042,0.12587077,-0.068520126,-0.157279652,0.071264997,0.108511134
1632492885,-0.851389875,0.127724495,-0.018316317,-0.183846716,0.150143997,0.149393552
1632492885,-0.717625183,0.110838351,-0.021087657,-0.154738701,0.122379622,0.103460951
1632492885,-0.794744227,0.12795966,0.031087059,-0.101228176,0.029471751,0.026033723
1632492885,-0.635760751,0.099539289,-0.01976519,0.009357403,-0.034099056,-0.049348385
1632492885,-0.486494235,0.07304898,-0.055829091,0.012839149,0.100152314,-0.055133051
1632492885,-0.285940871,0.044958946,0.018630172,-0.047547663,0.03102426,-0.124076002
1632492885,-0.133451362,0.023504917,0.064820613,-0.165889674,-0.067665367,-0.024302769
1632492885,-0.020318284,0.006161632,0.071407891,-0.357225743,-0.148063591,0.017387501
1632492885,-0.001769902,-0.000355354,-0.02126737,-0.520821401,-0.091421652,0.037139431
1632492885,0.008661109,-0.002574226,-0.111600767,-0.559743041,0.083853021,-0.05796409
1632492885,0.023457004,-0.002412328,-0.119547859,-0.582772454,0.212381328,-0.240395438
1632492885,0.020958424,-0.003563527,0.027779081,-0.456053173,0.167814299,-0.419880447
1632492885,0.083331678,-0.020689454,0.241312908,-0.516763258,-0.16046874,-0.221243465
1632492886,0.041225161,-0.002884513,-0.034368347,-0.446346258,-0.070913063,-0.086776055
1632492886,-0.075685025,0.0108347,-0.029256133,-0.326993608,0.030506628,-0.104189231
1632492886,-0.141481583,0.013466176,0.033048913,-0.212457496,-0.144292772,-0.008386822
1632492886,-0.277140551,0.03098797,0.013215341,-0.061374397,-0.053969136,0.104344208
1632492886,-0.289627341,0.027908299,0.08976433,-0.033784731,-0.188804989,0.29029086
1632492886,-0.297216019,0.031798483,0.093883544,-0.011496075,-0.441996783,0.303878395
1632492886,-0.320985342,0.040721799,0.077152077,0.025046814,-0.541598693,0.373707054
1632492886,-0.368025247,0.06486089,-0.065179364,0.089599776,-0.53613958,0.460183828
1632492886,-0.509719568,0.113429758,-0.301057441,0.076747348,-0.249090509,0.463794213
1632492886,-0.516705454,0.122551444,-0.345690855,-0.011631915,0.041643707,0.10170499
1632492886,-0.535516025,0.099983545,-0.001538737,-0.06093332,0.096929838,-0.249905163
1632492886,-0.608103594,0.09499588,0.144186676,-0.020658314,-0.060608241,-0.477492579
1632492886,-0.83551934,0.134032686,-0.04629144,0.090263459,0.10685682,-0.547325463
1632492886,-1.043610279,0.154545054,-0.08620464,0.150407471,0.592846497,-0.233678175
1632492886,-1.224846764,0.169072838,-0.085296096,0.270033401,0.835740119,-0.185960072
1632492886,-1.178702252,0.124362212,0.261301125,0.282289542,0.395634313,-0.586361726
1632492886,-1.203298552,0.113719321,0.222602924,0.132398975,0.242766098,-0.221330781
1632492886,-1.190709511,0.119293492,-0.049191855,0.073902528,0.311310755,-0.137149203
1632492886,-1.173989989,0.110304655,-0.046669697,0.087643033,0.287311785,-0.193930206
1632492886,-1.100640069,0.085881726,0.217357195,0.086297741,0.072237786,-0.055077725
1632492886,-0.966052181,0.07532009,0.205631179,-0.005736226,-0.296734287,0.063968051
1632492886,-0.963363784,0.096027803,-0.168653845,0.099176503,-0.086406102,0.167635402
1632492886,-0.904617344,0.095336933,-0.207306606,0.207592307,0.006317192,0.099005543
1632492886,-0.836200079,0.090514259,-0.207909804,0.240465879,0.165053107,0.138998809
1632492886,-0.801366853,0.085587094,-0.08727643,0.289528639,0.184865663,0.102503663
1632492886,-0.744238342,0.079527732,-0.0602503,0.324475397,0.19208577,-0.005749189
1632492886,-0.704259651,0.073881292,-0.013799713,0.254340261,0.173531145,-0.044881095
1632492886,-0.635629066,0.065138782,-0.008899454,0.110459933,0.110805688,-0.091920401
1632492886,-0.588797151,0.059531512,-0.04449832,0.052030215,0.218538342,0.022539792
1632492886,-0.521551325,0.051392742,-0.074536935,0.045738366,0.285623788,-0.157538549
1632492887,-0.440102214,0.039983599,-0.041213024,0.084936389,0.41031315,-0.305828875
1632492887,-0.324580338,0.026360039,0.023819637,0.126638034,0.386062596,-0.331764399
1632492887,-0.158333702,0.012168619,0.059318791,0.019232517,0.114210407,-0.101823394
1632492887,-0.110178227,0.007432898,-0.069917823,-0.106671082,0.122735923,0.013101752
1632492887,-0.032209519,0.002623331,0.086466325,-0.121145253,-0.016760466,0.01965956
1632492887,0.113308113,-0.008231154,0.224248241,-0.082459267,-0.423658228,0.037340399
1632492887,0.107580061,-0.009509961,0.133042868,-0.066316701,-0.534399364,0.382001271
1632492887,0.10117042,-0.011074942,0.058159271,-0.123248294,-0.642507193,0.478389703
1632492887,-0.062176943,0.008042591,-0.287652791,0.029595156,-0.494766352,0.222060295
1632492887,-0.290218216,0.036180508,-0.29811096,0.095498523,-0.175261859,0.146952917
1632492887,-0.469226847,0.059493867,-0.228942091,0.213410867,-0.009067205,0.094297297
1632492887,-0.698884708,0.08602187,-0.281133283,0.357088153,0.371741553,-0.146276708
1632492887,-0.913305309,0.107320803,-0.16926786,0.413237725,0.69569066,-0.29605387
1632492887,-0.97558027,0.11320781,0.097986556,0.457708312,0.796578609,-0.354126638
1632492887,-1.020765716,0.128282316,0.427147842,0.244703869,0.571552229,-0.075395107
1632492887,-1.021309101,0.121846921,0.277440827,-0.118288643,0.045234242,0.06115388
1632492887,-1.083098678,0.111302452,-0.149441441,-0.103056073,0.182146197,0.084256327
1632492887,-1.037298905,0.114408873,-0.094324448,-0.17809452,0.256265761,0.191546567
1632492887,-0.888834187,0.103105709,-0.077310985,-0.233100269,0.10714096,0.085933253
1632492887,-0.826814528,0.095822714,-0.099994181,-0.207188586,0.169519436,-0.092501777
1632492887,-0.732721116,0.082625763,-0.100398616,-0.160868621,0.233154796,-0.133286777
1632492887,-0.618830449,0.068052442,0.000137509,-0.062670521,0.136284339,-0.168607311
1632492887,-0.445090363,0.047191113,0.077143878,0.003292068,-0.183109004,-0.177300503
1632492887,-0.378236882,0.03790021,0.077710638,0.025199073,-0.361966776,-0.19977416
1632492887,-0.411613239,0.038519801,-0.018518476,0.035285814,-0.25323566,0.001438273
1632492887,-0.481999498,0.044714581,-0.033786828,0.058189321,-0.26431242,-0.011120092
1632492887,-0.627606587,0.05339295,-0.160294966,0.063244548,-0.113031961,-0.217267672
1632492887,-0.845470384,0.066298888,-0.169618093,-0.060548814,0.20518314,-0.242719627
1632492887,-0.935340839,0.07127079,-0.05413499,-0.078614798,0.263731692,-0.070171075
1632492888,-0.986834276,0.076675743,0.001271501,0.094605892,0.273565654,0.093155523
1632492888,-0.988926604,0.082645316,0.04407312,0.201359316,0.091264361,0.19680699
1632492888,-0.994693921,0.088725143,-0.058526963,0.256984547,0.106388503,0.283279375
1632492888,-0.93017742,0.096546076,0.069918794,0.340326945,0.021398285,0.314544622
1632492888,-0.753729475,0.091983909,0.19356679,0.42572531,-0.396663821,0.172445612
1632492888,-0.751398907,0.080873601,-0.09927278,0.382202287,-0.344905378,0.301930504
1632492888,-0.746920696,0.080469254,-0.165514516,0.338286571,0.121930368,0.225771782
1632492888,-0.70515156,0.09791961,0.063078868,0.346238599,-0.052867625,0.099954089
1632492888,-0.73394203,0.097011798,-0.039774858,0.464633332,-0.006663857,0.305237285
1632492888,-0.761132977,0.103461733,-0.0853283,0.605529489,0.210721754,0.345799546
1632492888,-0.768609628,0.118744345,-0.053662036,0.589658982,0.300604949,0.429595727
1632492888,-0.765888196,0.135822179,-0.011479627,0.616936193,0.178322811,0.368269201
1632492888,-0.7277723,0.128392725,-0.053383009,0.647473496,0.012899272,0.141153624
1632492888,-0.75985687,0.112395094,-0.175071914,0.712796548,0.177637563,0.08108772
1632492888,-0.760343762,0.127247206,-0.115339275,0.725306463,0.264606463,0.167966225
1632492888,-0.687150564,0.178901138,0.142151764,0.518456696,-0.139191358,0.128672903
1632492888,-0.646682844,0.151218612,0.056925392,0.445416652,-0.48614002,0.064856847
1632492888,-0.622416513,0.125107676,-0.015955208,0.380255433,-0.38932134,0.023661156
1632492888,-0.647951109,0.098964713,-0.122540757,0.22005133,-0.052586303,0.131664286
1632492888,-0.660404958,0.104621573,-0.121483984,0.129845577,-0.030131742,0.182267425
1632492888,-0.761415257,0.127864139,-0.133445319,0.178104875,0.086238951,0.229475849
1632492888,-0.776055186,0.158081009,-0.060822237,0.362181638,0.050192792,0.045031971
1632492888,-0.713819401,0.173016046,0.023449744,0.436604473,-0.206545657,0.077125054
1632492888,-0.628449147,0.162233465,0.041117377,0.373248472,-0.397754593,0.264477611
1632492888,-0.61040797,0.118592752,-0.075328027,0.267733232,-0.252892953,0.209496594
1632492888,-0.608461014,0.11861083,-0.079231055,0.226213824,-0.040641903,0.113899627
1632492888,-0.620197227,0.151814397,-0.008059759,0.242292898,-0.12930828,0.195355971
1632492888,-0.632043535,0.167802574,0.010959153,0.142953352,-0.13148508,0.35209531
1632492888,-0.64651685,0.146018824,-0.063898618,0.068811811,-0.114801115,0.15297773
1632492888,-0.717564475,0.132939346,-0.139161742,-0.024132108,-0.070012118,-0.166458761
1632492889,-0.775017658,0.176380328,-0.063224212,-0.080970298,-0.015317848,-0.010004096
1632492889,-0.810590567,0.196619443,-0.038521122,-0.088217771,-0.086688838,0.120537227
1632492889,-0.774557236,0.179537424,-0.055456588,-0.107416896,-0.270369981,-0.028856553
1632492889,-0.813641647,0.152905538,-0.138519955,-0.040645493,-0.160798132,-0.032666638
1632492889,-0.798179825,0.169617713,-0.084648881,-0.022845074,-0.053037794,0.047758946
1632492889,-0.708353625,0.156889031,-0.051589954,-0.119850994,-0.27104225,-0.163657431
1632492889,-0.765450802,0.150960752,-0.093445319,-0.17740687,-0.123221163,0.054091171
1632492889,-0.69925261,0.14336028,-0.075288634,-0.239676742,-0.089943326,0.139947557
1632492889,-0.691742135,0.112084566,-0.158117905,-0.336401363,0.05786926,0.016324945
1632492889,-0.701495663,0.110484107,-0.168952432,-0.385209058,0.309923165,-0.288535822
1632492889,-0.69550069,0.197289985,0.094924227,-0.39185288,0.162183338,-0.286950236
1632492889,-0.626272733,0.178003293,0.103560947,-0.413829793,-0.135172583,-0.05445777
1632492889,-0.596324487,0.076769098,-0.175118151,-0.373311421,-0.04501329,-0.292876533
1632492889,-0.687668797,0.129888282,-0.055712778,-0.423976652,0.148135799,-0.154673902
1632492889,-0.62884591,0.150927051,0.061759251,-0.503973208,-0.010519598,0.107300896
1632492889,-0.613293953,0.095009788,-0.129250017,-0.580304273,-0.010341743,-0.13704541
1632492889,-0.712376384,0.108165938,-0.149316264,-0.525972598,0.242436976,-0.307822981
1632492889,-0.701874652,0.153852123,0.077652896,-0.442119558,0.16928672,-0.22815857
1632492889,-0.686878552,0.142091805,0.059962313,-0.435288492,-0.00218725,-0.101004536
1632492889,-0.688575173,0.126264447,-0.006229197,-0.505288633,0.087279764,-0.089051897
1632492889,-0.665167941,0.123774934,0.01423373,-0.483226008,0.028403174,-0.059621677
1632492889,-0.670276489,0.115561685,-0.030559014,-0.331512991,-0.08504029,-0.060698593
1632492889,-0.661645897,0.111144575,-0.035024858,-0.242210368,-0.142520959,-0.106222568
1632492889,-0.688845698,0.112876158,-0.035727782,-0.182093627,-0.238731843,-0.09764621
1632492889,-0.83253412,0.12469068,-0.120964597,-0.028063248,-0.018863195,0.079942497
1632492889,-0.871591613,0.141038593,-0.081061672,0.078062451,0.013956402,0.193248107
1632492889,-0.944520363,0.142906412,-0.186888556,0.045613042,0.113497807,0.067389424
1632492889,-1.1803474,0.148528124,-0.396739251,0.028464758,0.680086666,-0.520273936
1632492889,-1.173409954,0.267308708,0.527867672,-0.211732961,0.583817291,-0.09550475
1632492889,-0.949474312,0.217579134,0.450748069,-0.286225928,-0.267761923,0.202108592
1632492890,-1.119456551,0.140219961,-0.385099963,-0.037014087,0.000681946,-0.236854281
1632492890,-1.091419227,0.180361131,0.022798179,0.034738438,0.277330993,-0.069827733
1632492890,-0.928502736,0.152856415,0.025860497,-0.02357169,-0.176124215,-0.028914906
1632492890,-0.898911356,0.133148177,-0.068199295,-0.04294822,-0.21418609,-0.150458184
1632492890,-0.944752988,0.137852677,-0.060972725,-0.025610852,0.115861515,-0.048005171
1632492890,-0.88159736,0.140868765,0.028593808,-0.014751983,-0.069623617,0.173135183
1632492890,-0.879411429,0.134125134,-0.0721308,-0.077307843,-0.179501756,0.23023592
1632492890,-0.968702806,0.122082576,-0.326117851,-0.000531444,0.30119911,-0.052258439
1632492890,-0.927656727,0.15733858,0.057153041,-0.076744416,0.136630011,-0.171381052
1632492890,-0.887770156,0.134136253,-0.029532246,-0.079227504,-0.099019506,-0.281424765
1632492890,-0.88787039,0.129393686,0.013368488,-0.059202203,-0.113308659,-0.32065804
1632492890,-0.811883397,0.117960821,0.067912255,-0.136291706,-0.334944949,-0.085894624
1632492890,-0.811224147,0.093965435,-0.143935363,-0.125321072,-0.367077195,0.051185825
