Sec,NanoSec,0-ref Sec,Latitude,Longitude,Altitude
1632492886,419086018,17.99931622,42.29533032,-83.7096138,237.44
1632492886,468845287,18.0490756,42.29533038,-83.70961386,237.472
1632492886,518786157,18.09901643,42.29532901,-83.70961303,237.03
1632492886,568876279,18.1491065,42.29532353,-83.70961011,235.138
1632492886,618770810,18.19900107,42.2953237,-83.70960998,235.121
1632492886,671698177,18.25192833,42.2953237,-83.70960985,235.117
1632492886,718589055,18.2988193,42.29532304,-83.70960964,234.95
1632492886,768587730,18.34881806,42.29532304,-83.70960948,234.909
1632492886,818625012,18.39885521,42.29532289,-83.70960963,234.918
1632492886,869390633,18.44962096,42.29532907,-83.70961559,234.47
1632492886,918330830,18.49856114,42.2953343,-83.70961834,236.238
1632492886,969340974,18.54957128,42.2953346,-83.70961858,236.249
1632492887,19501884,18.59973216,42.29535718,-83.70963858,234.556
1632492887,69247500,18.64947772,42.29535715,-83.70963806,234.586
1632492887,119138636,18.69936895,42.2953244,-83.7096107,233.932
1632492887,170155680,18.750386,42.29532514,-83.7096111,233.893
1632492887,219114100,18.7993443,42.29532539,-83.70961159,233.979
1632492887,269123863,18.84935403,42.29532858,-83.70961462,233.733
1632492887,319135224,18.89936543,42.2953372,-83.70961887,236.604
1632492887,368880895,18.94911122,42.29533731,-83.70961908,236.673
1632492887,419025471,18.99925566,42.29533774,-83.7096192,236.766
1632492887,468780532,19.04901075,42.29534174,-83.70962281,236.344
1632492887,518740968,19.09897113,42.29533207,-83.70961803,232.991
1632492887,568699712,19.14892983,42.29533191,-83.70961807,232.84
1632492887,618617521,19.19884777,42.29533222,-83.70961785,232.622
1632492887,671835775,19.2520659,42.29533024,-83.70961616,232.714
1632492887,718514506,19.29874468,42.29533397,-83.70961827,233.901
1632492887,768501653,19.34873199,42.29533433,-83.70961806,233.797
1632492887,818426768,19.39865708,42.2953344,-83.70961788,233.621
1632492887,869414750,19.44964504,42.29533571,-83.70961877,233.449
