0.000000,-0.018700,0.000000,0.486350,1.000000,0.000000,0.000000,0.000000
0.065633,-0.018436,-0.000117,0.486349,1.000000,-0.000067,-0.000066,-0.000049
0.165580,-0.018789,-0.000291,0.486346,1.000000,-0.000040,-0.000044,0.000011
0.232170,-0.026419,-0.006554,0.485614,1.000000,0.000039,0.000126,0.000183
0.299217,-0.025954,-0.008534,0.484101,1.000000,0.000132,0.000215,0.000297
0.398681,-0.023417,-0.012347,0.483705,1.000000,0.000269,0.000232,0.000303
0.465659,-0.026325,-0.016262,0.485774,1.000000,0.000267,0.000272,0.000219
0.532196,-0.022652,-0.020624,0.488231,1.000000,0.000412,0.000303,0.000388
0.599521,-0.022912,-0.037016,0.503502,0.999999,0.000784,0.000241,0.000780
0.665670,-0.036548,-0.063160,0.529537,0.999999,0.001114,0.000022,0.001080
0.732003,-0.029644,-0.080923,0.550089,0.999998,0.001520,-0.000085,0.001424
0.799007,-0.021294,-0.093068,0.563163,0.999994,0.002247,0.000295,0.002644
0.865604,-0.015555,-0.001540,0.494706,1.000000,0.000151,-0.000109,0.000258
0.932132,-0.020409,-0.001652,0.487603,1.000000,-0.000034,-0.000102,-0.000010
0.999073,-0.018541,-0.000028,0.486494,1.000000,-0.000044,-0.000098,-0.000124
1.065641,-0.016746,0.001148,0.486095,1.000000,0.000097,0.000129,0.000281
1.165729,-0.018899,-0.000242,0.486488,1.000000,-0.000168,-0.000184,-0.000224
1.232126,-0.018799,0.000073,0.486389,1.000000,-0.000119,-0.000049,0.000007
1.300085,-0.018789,0.000052,0.486431,1.000000,-0.000030,-0.000092,0.000049
1.367152,-0.016107,0.002569,0.487809,1.000000,-0.000145,-0.000210,-0.000032
1.432419,-0.020888,-0.001624,0.483658,1.000000,0.000028,0.000150,0.000047
1.499053,-0.017465,0.001367,0.486901,1.000000,0.000025,0.000085,0.000261
1.565521,-0.018510,0.000490,0.486313,1.000000,-0.000027,0.000070,0.000158
1.632388,-0.018727,0.000151,0.486148,1.000000,-0.000052,-0.000146,-0.000107
1.698987,-0.018670,0.000118,0.486088,1.000000,0.000047,0.000011,0.000060
1.798904,-0.016926,0.002173,0.486925,1.000000,-0.000030,0.000026,0.000291
1.899051,-0.014677,0.003614,0.488193,1.000000,0.000048,-0.000082,0.000405
1.965425,-0.015199,0.002676,0.488361,1.000000,-0.000002,-0.000123,0.000218
2.032380,-0.014168,0.003327,0.488817,1.000000,0.000107,0.000106,0.000477
2.098956,-0.014938,0.002749,0.488457,1.000000,0.000079,0.000120,0.000483
2.198779,-0.014008,0.003132,0.488966,1.000000,0.000083,0.000097,0.000532
2.298795,-0.013602,0.003814,0.489025,1.000000,0.000084,0.000177,0.000534
2.365811,-0.011866,0.006044,0.489783,1.000000,-0.000026,-0.000043,0.000403
2.432367,-0.011366,0.006323,0.490051,1.000000,-0.000013,-0.000101,0.000362
2.498933,-0.010796,0.006612,0.490600,1.000000,-0.000004,-0.000184,0.000326
2.565700,-0.011057,0.006512,0.489958,1.000000,-0.000012,-0.000060,0.000275
2.632244,-0.011033,0.006609,0.489827,1.000000,-0.000067,-0.000068,0.000214
2.698883,-0.011309,0.006544,0.489796,1.000000,-0.000082,-0.000135,0.000171
2.799403,-0.012216,0.005602,0.489312,1.000000,-0.000071,-0.000103,0.000171
2.932215,-0.012884,0.005013,0.489586,1.000000,-0.000042,0.000010,0.000407
2.999164,-0.012880,0.005214,0.489321,1.000000,-0.000057,-0.000113,0.000205
3.232245,-0.015451,0.003444,0.487818,1.000000,-0.000111,-0.000115,-0.000040
3.299210,-0.015616,0.002719,0.487759,1.000000,-0.000071,-0.000144,-0.000050
3.365770,-0.015343,0.003263,0.487864,1.000000,-0.000112,-0.000254,0.000044
3.432535,-0.015556,0.003502,0.487633,1.000000,-0.000136,-0.000017,0.000181
3.499249,-0.015032,0.003667,0.488333,1.000000,-0.000102,0.000075,0.000418
3.632501,-0.016070,0.002449,0.487833,1.000000,-0.000042,-0.000001,0.000322
3.799165,-0.014391,0.003577,0.487236,1.000000,-0.000040,0.000035,0.000047
3.932535,-0.015776,0.002742,0.488141,1.000000,-0.000036,0.000028,0.000323
4.032497,-0.019154,-0.002190,0.485961,0.999998,0.000245,0.001115,0.001575
4.098915,-0.011213,-0.002018,0.487878,0.999995,0.000857,0.001751,0.002307
4.165930,-0.006464,-0.004086,0.485713,0.999996,0.000821,0.001502,0.002171
4.232594,0.005292,-0.008055,0.484906,0.999985,0.001821,0.003139,0.004178
4.332629,0.004971,-0.006660,0.488339,0.999994,0.001803,0.001369,0.002545
4.399058,0.003426,-0.004573,0.489411,0.999996,0.001381,0.000756,0.002279
4.499032,-0.001166,-0.002877,0.489307,0.999997,0.001077,0.000591,0.002213
4.598870,-0.004693,-0.001147,0.490108,0.999999,0.000751,0.000365,0.001347
4.698942,-0.009311,0.001030,0.489506,0.999999,0.000389,0.000263,0.000958
4.765786,-0.014867,-0.000230,0.487042,1.000000,0.000082,0.000235,0.000668
4.832423,-0.015793,0.000173,0.486957,1.000000,0.000152,0.000271,0.000538
4.965851,-0.014972,-0.000376,0.487144,1.000000,0.000168,0.000310,0.000629
5.565823,-0.014910,-0.000424,0.487166,1.000000,0.000235,0.000280,0.000643
5.632810,-0.017307,0.000432,0.486685,1.000000,-0.000008,-0.000003,0.000226
5.699303,-0.017234,0.000369,0.486755,1.000000,-0.000031,-0.000028,0.000224
5.765693,-0.017446,0.000309,0.486685,1.000000,-0.000029,-0.000016,0.000248
5.832654,-0.017404,0.000540,0.486762,1.000000,-0.000045,-0.000076,0.000219
5.999399,-0.017761,0.000625,0.486465,1.000000,-0.000123,0.000015,0.000224
6.099192,-0.017529,0.000677,0.486623,1.000000,-0.000108,-0.000026,0.000184
6.166000,-0.017463,0.000767,0.486733,1.000000,-0.000126,-0.000066,0.000180
6.232597,-0.017434,0.000593,0.486613,1.000000,-0.000079,-0.000126,0.000220
6.399198,-0.017529,0.000349,0.486601,1.000000,-0.000050,-0.000045,0.000230
6.465961,-0.017652,0.000691,0.486520,1.000000,-0.000067,-0.000102,0.000232
6.532745,-0.017626,0.000450,0.486551,1.000000,-0.000006,-0.000100,0.000211
6.632609,-0.017836,0.000765,0.486558,1.000000,-0.000137,-0.000071,0.000208
6.699114,-0.017712,0.000769,0.486419,1.000000,-0.000062,-0.000016,0.000295
6.766145,-0.017703,0.000707,0.486397,1.000000,-0.000045,0.000023,0.000243
7.032470,-0.016896,0.000084,0.487176,1.000000,0.000009,-0.000128,0.000142
7.132564,-0.017552,0.000663,0.486642,1.000000,-0.000071,-0.000034,0.000141
7.199384,-0.017638,0.000471,0.486724,1.000000,-0.000050,-0.000063,0.000213
7.299400,-0.017362,0.000395,0.486704,1.000000,-0.000006,-0.000070,0.000235
7.365916,-0.017522,0.000485,0.486713,1.000000,-0.000038,-0.000086,0.000217
7.532513,-0.017624,0.000590,0.486578,1.000000,-0.000095,-0.000026,0.000266
