Sec,NanoSec,v_x,v_y,v_z,w_x,w_y,w_z
1632492885,750172615.1,-0.368025247,0.06486089,-0.065179364,0.089599776,-0.53613958,0.460183828
1632492885,783553838.7,-0.509719568,0.113429758,-0.301057441,0.076747348,-0.249090509,0.463794213
1632492885,816824436.2,-0.516705454,0.122551444,-0.345690855,-0.011631915,0.041643707,0.10170499
1632492885,850129604.3,-0.535516025,0.099983545,-0.001538737,-0.06093332,0.096929838,-0.249905163
1632492885,883533716.2,-0.608103594,0.09499588,0.144186676,-0.020658314,-0.060608241,-0.477492579
1632492885,916787624.4,-0.83551934,0.134032686,-0.04629144,0.090263459,0.10685682,-0.547325463
1632492885,950058221.8,-1.043610279,0.154545054,-0.08620464,0.150407471,0.592846497,-0.233678175
1632492885,983486175.5,-1.224846764,0.169072838,-0.085296096,0.270033401,0.835740119,-0.185960072
1632492886,16809463.5,-1.178702252,0.124362212,0.261301125,0.282289542,0.395634313,-0.586361726
1632492886,50207614.9,-1.203298552,0.113719321,0.222602924,0.132398975,0.242766098,-0.221330781
1632492886,83583831.79,-1.190709511,0.119293492,-0.049191855,0.073902528,0.311310755,-0.137149203
1632492886,116844654.1,-1.173989989,0.110304655,-0.046669697,0.087643033,0.287311785,-0.193930206
1632492886,150152683.3,-1.100640069,0.085881726,0.217357195,0.086297741,0.072237786,-0.055077725
1632492886,183523654.9,-0.966052181,0.07532009,0.205631179,-0.005736226,-0.296734287,0.063968051
1632492886,216871261.6,-0.963363784,0.096027803,-0.168653845,0.099176503,-0.086406102,0.167635402
1632492886,250285148.6,-0.904617344,0.095336933,-0.207306606,0.207592307,0.006317192,0.099005543
1632492886,283653259.3,-0.836200079,0.090514259,-0.207909804,0.240465879,0.165053107,0.138998809
1632492886,316855430.6,-0.801366853,0.085587094,-0.08727643,0.289528639,0.184865663,0.102503663
1632492886,350160837.2,-0.744238342,0.079527732,-0.0602503,0.324475397,0.19208577,-0.005749189
1632492886,383635759.4,-0.704259651,0.073881292,-0.013799713,0.254340261,0.173531145,-0.044881095
1632492886,417082786.6,-0.635629066,0.065138782,-0.008899454,0.110459933,0.110805688,-0.091920401
1632492886,450271129.6,-0.588797151,0.059531512,-0.04449832,0.052030215,0.218538342,0.022539792
1632492886,483516216.3,-0.521551325,0.051392742,-0.074536935,0.045738366,0.285623788,-0.157538549
1632492886,516976356.5,-0.440102214,0.039983599,-0.041213024,0.084936389,0.41031315,-0.305828875
1632492886,550280571,-0.324580338,0.026360039,0.023819637,0.126638034,0.386062596,-0.331764399
1632492886,583637237.5,-0.158333702,0.012168619,0.059318791,0.019232517,0.114210407,-0.101823394
1632492886,617074728,-0.110178227,0.007432898,-0.069917823,-0.106671082,0.122735923,0.013101752
1632492886,650288105,-0.032209519,0.002623331,0.086466325,-0.121145253,-0.016760466,0.01965956
1632492886,683557272,0.113308113,-0.008231154,0.224248241,-0.082459267,-0.423658228,0.037340399
1632492886,733579635.6,0.107580061,-0.009509961,0.133042868,-0.066316701,-0.534399364,0.382001271
1632492886,783569335.9,0.10117042,-0.011074942,0.058159271,-0.123248294,-0.642507193,0.478389703
1632492886,816964149.5,-0.062176943,0.008042591,-0.287652791,0.029595156,-0.494766352,0.222060295
1632492886,850286722.2,-0.290218216,0.036180508,-0.29811096,0.095498523,-0.175261859,0.146952917
1632492886,883598327.6,-0.469226847,0.059493867,-0.228942091,0.213410867,-0.009067205,0.094297297
1632492886,917005777.4,-0.698884708,0.08602187,-0.281133283,0.357088153,0.371741553,-0.146276708
1632492886,950210094.5,-0.913305309,0.107320803,-0.16926786,0.413237725,0.69569066,-0.29605387
1632492886,983485221.9,-0.97558027,0.11320781,0.097986556,0.457708312,0.796578609,-0.354126638
1632492887,17006397.25,-1.020765716,0.128282316,0.427147842,0.244703869,0.571552229,-0.075395107
1632492887,50283908.84,-1.021309101,0.121846921,0.277440827,-0.118288643,0.045234242,0.06115388
1632492887,83533763.89,-1.083098678,0.111302452,-0.149441441,-0.103056073,0.182146197,0.084256327
1632492887,117021083.8,-1.037298905,0.114408873,-0.094324448,-0.17809452,0.256265761,0.191546567
1632492887,150435209.3,-0.888834187,0.103105709,-0.077310985,-0.233100269,0.10714096,0.085933253
1632492887,183649063.1,-0.826814528,0.095822714,-0.099994181,-0.207188586,0.169519436,-0.092501777
1632492887,217000246,-0.732721116,0.082625763,-0.100398616,-0.160868621,0.233154796,-0.133286777
1632492887,250342845.9,-0.618830449,0.068052442,0.000137509,-0.062670521,0.136284339,-0.168607311
1632492887,283519268,-0.445090363,0.047191113,0.077143878,0.003292068,-0.183109004,-0.177300503
1632492887,316852569.6,-0.378236882,0.03790021,0.077710638,0.025199073,-0.361966776,-0.19977416
1632492887,350279331.2,-0.411613239,0.038519801,-0.018518476,0.035285814,-0.25323566,0.001438273
1632492887,383601665.5,-0.481999498,0.044714581,-0.033786828,0.058189321,-0.26431242,-0.011120092
1632492887,416980743.4,-0.627606587,0.05339295,-0.160294966,0.063244548,-0.113031961,-0.217267672
1632492887,450443744.7,-0.845470384,0.066298888,-0.169618093,-0.060548814,0.20518314,-0.242719627
1632492887,483598709.1,-0.935340839,0.07127079,-0.05413499,-0.078614798,0.263731692,-0.070171075
1632492887,516805172,-0.986834276,0.076675743,0.001271501,0.094605892,0.273565654,0.093155523
1632492887,550272226.3,-0.988926604,0.082645316,0.04407312,0.201359316,0.091264361,0.19680699
1632492887,583602666.9,-0.994693921,0.088725143,-0.058526963,0.256984547,0.106388503,0.283279375
1632492887,616962671.3,-0.93017742,0.096546076,0.069918794,0.340326945,0.021398285,0.314544622
1632492887,650343179.7,-0.753729475,0.091983909,0.19356679,0.42572531,-0.396663821,0.172445612
1632492887,683635234.8,-0.751398907,0.080873601,-0.09927278,0.382202287,-0.344905378,0.301930504
1632492887,716916322.7,-0.746920696,0.080469254,-0.165514516,0.338286571,0.121930368,0.225771782
1632492887,750247955.3,-0.70515156,0.09791961,0.063078868,0.346238599,-0.052867625,0.099954089
1632492887,783641338.3,-0.73394203,0.097011798,-0.039774858,0.464633332,-0.006663857,0.305237285
1632492887,816912174.2,-0.761132977,0.103461733,-0.0853283,0.605529489,0.210721754,0.345799546
1632492887,850206852,-0.768609628,0.118744345,-0.053662036,0.589658982,0.300604949,0.429595727
1632492887,883614063.3,-0.765888196,0.135822179,-0.011479627,0.616936193,0.178322811,0.368269201
1632492887,917035579.7,-0.7277723,0.128392725,-0.053383009,0.647473496,0.012899272,0.141153624
1632492887,950412273.4,-0.75985687,0.112395094,-0.175071914,0.712796548,0.177637563,0.08108772
1632492887,983697891.2,-0.760343762,0.127247206,-0.115339275,0.725306463,0.264606463,0.167966225
1632492888,16957759.86,-0.687150564,0.178901138,0.142151764,0.518456696,-0.139191358,0.128672903
1632492888,50333261.49,-0.646682844,0.151218612,0.056925392,0.445416652,-0.48614002,0.064856847
1632492888,83801269.53,-0.622416513,0.125107676,-0.015955208,0.380255433,-0.38932134,0.023661156
1632492888,116991281.5,-0.647951109,0.098964713,-0.122540757,0.22005133,-0.052586303,0.131664286
1632492888,150223732,-0.660404958,0.104621573,-0.121483984,0.129845577,-0.030131742,0.182267425
1632492888,183738231.7,-0.761415257,0.127864139,-0.133445319,0.178104875,0.086238951,0.229475849
1632492888,217025280,-0.776055186,0.158081009,-0.060822237,0.362181638,0.050192792,0.045031971
1632492888,250352382.7,-0.713819401,0.173016046,0.023449744,0.436604473,-0.206545657,0.077125054
1632492888,283766269.7,-0.628449147,0.162233465,0.041117377,0.373248472,-0.397754593,0.264477611
1632492888,316962242.1,-0.61040797,0.118592752,-0.075328027,0.267733232,-0.252892953,0.209496594
1632492888,350291252.1,-0.608461014,0.11861083,-0.079231055,0.226213824,-0.040641903,0.113899627
1632492888,383699417.1,-0.620197227,0.151814397,-0.008059759,0.242292898,-0.12930828,0.195355971
1632492888,417019844.1,-0.632043535,0.167802574,0.010959153,0.142953352,-0.13148508,0.35209531
1632492888,450315237,-0.64651685,0.146018824,-0.063898618,0.068811811,-0.114801115,0.15297773
1632492888,483630657.2,-0.717564475,0.132939346,-0.139161742,-0.024132108,-0.070012118,-0.166458761
1632492888,517080783.8,-0.775017658,0.176380328,-0.063224212,-0.080970298,-0.015317848,-0.010004096
1632492888,550302743.9,-0.810590567,0.196619443,-0.038521122,-0.088217771,-0.086688838,0.120537227
1632492888,583569049.8,-0.774557236,0.179537424,-0.055456588,-0.107416896,-0.270369981,-0.028856553
1632492888,617036342.6,-0.813641647,0.152905538,-0.138519955,-0.040645493,-0.160798132,-0.032666638
1632492888,650304317.5,-0.798179825,0.169617713,-0.084648881,-0.022845074,-0.053037794,0.047758946
1632492888,683674335.5,-0.708353625,0.156889031,-0.051589954,-0.119850994,-0.27104225,-0.163657431
1632492888,717060327.5,-0.765450802,0.150960752,-0.093445319,-0.17740687,-0.123221163,0.054091171
1632492888,750324726.1,-0.69925261,0.14336028,-0.075288634,-0.239676742,-0.089943326,0.139947557
1632492888,783750295.6,-0.691742135,0.112084566,-0.158117905,-0.336401363,0.05786926,0.016324945
1632492888,817165851.6,-0.701495663,0.110484107,-0.168952432,-0.385209058,0.309923165,-0.288535822
1632492888,850377559.7,-0.69550069,0.197289985,0.094924227,-0.39185288,0.162183338,-0.286950236
1632492888,883668661.1,-0.626272733,0.178003293,0.103560947,-0.413829793,-0.135172583,-0.05445777
1632492888,917405605.3,-0.596324487,0.076769098,-0.175118151,-0.373311421,-0.04501329,-0.292876533
1632492888,950715303.4,-0.687668797,0.129888282,-0.055712778,-0.423976652,0.148135799,-0.154673902
1632492888,983703136.4,-0.62884591,0.150927051,0.061759251,-0.503973208,-0.010519598,0.107300896
1632492889,17061710.36,-0.613293953,0.095009788,-0.129250017,-0.580304273,-0.010341743,-0.13704541
1632492889,50327301.03,-0.712376384,0.108165938,-0.149316264,-0.525972598,0.242436976,-0.307822981
1632492889,83636283.87,-0.701874652,0.153852123,0.077652896,-0.442119558,0.16928672,-0.22815857
1632492889,117090225.2,-0.686878552,0.142091805,0.059962313,-0.435288492,-0.00218725,-0.101004536
1632492889,150382757.2,-0.688575173,0.126264447,-0.006229197,-0.505288633,0.087279764,-0.089051897
1632492889,183647155.8,-0.665167941,0.123774934,0.01423373,-0.483226008,0.028403174,-0.059621677
1632492889,217084407.8,-0.670276489,0.115561685,-0.030559014,-0.331512991,-0.08504029,-0.060698593
1632492889,250554800,-0.661645897,0.111144575,-0.035024858,-0.242210368,-0.142520959,-0.106222568
1632492889,283784866.3,-0.688845698,0.112876158,-0.035727782,-0.182093627,-0.238731843,-0.09764621
1632492889,317005634.3,-0.83253412,0.12469068,-0.120964597,-0.028063248,-0.018863195,0.079942497
1632492889,350457668.3,-0.871591613,0.141038593,-0.081061672,0.078062451,0.013956402,0.193248107
1632492889,383712768.6,-0.944520363,0.142906412,-0.186888556,0.045613042,0.113497807,0.067389424
1632492889,416996240.6,-1.1803474,0.148528124,-0.396739251,0.028464758,0.680086666,-0.520273936
1632492889,450490713.1,-1.173409954,0.267308708,0.527867672,-0.211732961,0.583817291,-0.09550475
1632492889,483795642.9,-0.949474312,0.217579134,0.450748069,-0.286225928,-0.267761923,0.202108592
1632492889,517093181.6,-1.119456551,0.140219961,-0.385099963,-0.037014087,0.000681946,-0.236854281
1632492889,550475597.4,-1.091419227,0.180361131,0.022798179,0.034738438,0.277330993,-0.069827733
1632492889,583618640.9,-0.928502736,0.152856415,0.025860497,-0.02357169,-0.176124215,-0.028914906
1632492889,617028236.4,-0.898911356,0.133148177,-0.068199295,-0.04294822,-0.21418609,-0.150458184
1632492889,650485277.2,-0.944752988,0.137852677,-0.060972725,-0.025610852,0.115861515,-0.048005171
1632492889,683722257.6,-0.88159736,0.140868765,0.028593808,-0.014751983,-0.069623617,0.173135183
1632492889,717037200.9,-0.879411429,0.134125134,-0.0721308,-0.077307843,-0.179501756,0.23023592
1632492889,750364303.6,-0.968702806,0.122082576,-0.326117851,-0.000531444,0.30119911,-0.052258439
1632492889,783596277.2,-0.927656727,0.15733858,0.057153041,-0.076744416,0.136630011,-0.171381052
1632492889,816925764.1,-0.887770156,0.134136253,-0.029532246,-0.079227504,-0.099019506,-0.281424765
1632492889,850405693.1,-0.88787039,0.129393686,0.013368488,-0.059202203,-0.113308659,-0.32065804
1632492889,883775234.2,-0.811883397,0.117960821,0.067912255,-0.136291706,-0.334944949,-0.085894624
1632492889,917086124.4,-0.811224147,0.093965435,-0.143935363,-0.125321072,-0.367077195,0.051185825
1632492889,950497150.4,-0.8118716,0.097188942,-0.133234141,-0.07394038,-0.209740897,0.136498989
1632492889,983859062.2,-0.802961187,0.113982946,0.008819537,-0.061994547,-0.223207493,0.160568374
1632492890,17607688.9,-0.783581887,0.118606993,0.038789315,-0.093452803,-0.243451731,0.210658681
1632492890,51011085.51,-0.933598272,0.132388405,-0.111342875,-0.017647325,0.025761487,0.233384974
1632492890,83946228.03,-1.021758219,0.143982685,-0.176390429,0.101878154,0.406935903,-0.010339005
1632492890,117187261.6,-1.046821727,0.159588534,-0.034060864,0.156321486,0.426113735,-0.209763618
1632492890,150435447.7,-1.013473395,0.176329077,0.236695353,0.060728744,0.079064888,-0.191762203
1632492890,183851718.9,-1.002428941,0.154613946,0.079382146,-0.037021773,-0.08614061,-0.030882919
1632492890,217165708.5,-1.025787526,0.150497166,-0.015770901,-0.054144406,-0.058295098,0.181353924
1632492890,250500679,-0.988645316,0.150592881,-0.014704415,-0.007283335,-0.056646694,0.156579917
1632492890,283847808.8,-0.99132443,0.149580357,-0.068837954,-0.022167675,-0.048486268,0.095457084
1632492890,317053318,-0.961330324,0.13881536,-0.125297047,-0.037260258,0.201190282,-0.137124962
1632492890,350390911.1,-0.883389098,0.14053432,0.070156919,0.005849654,-0.060818386,-0.245053832
1632492890,383850097.7,-0.964455561,0.130859517,-0.110526171,0.067577745,0.091412648,0.008205831
1632492890,417050361.6,-1.020407608,0.141084761,-0.111766368,0.04309338,0.41280287,0.067173062
1632492890,450432777.4,-0.944446336,0.14154715,-0.01470258,-0.100358741,0.098724842,0.005498964
1632492890,483933687.2,-0.959406466,0.119715488,-0.241982509,-0.122116713,0.069576043,-0.180135346
1632492890,517098188.4,-0.96449603,0.116501002,-0.198735976,-0.07718768,0.165170445,-0.381533167
1632492890,550403118.1,-0.863197754,0.142292713,0.34225607,-0.118874313,-0.141071936,-0.163790081
1632492890,583863258.4,-0.74681116,0.107054358,0.134388466,-0.182829208,-0.528250274,0.108502259
1632492890,617340803.1,-0.749772483,0.085673896,-0.14774285,-0.158834728,-0.28413177,0.057313937
1632492890,650604724.9,-0.811273203,0.095916324,-0.160951348,-0.159136094,0.119956252,0.142519592
1632492890,683768749.2,-0.695085318,0.098850348,0.057370055,-0.269565114,0.077395788,0.062788203
1632492890,717154741.3,-0.679141621,0.090238491,-0.031213762,-0.402321606,-0.059375009,-0.13105006
1632492890,750481128.7,-0.72777221,0.095308565,-0.016800647,-0.431153735,0.0191849,-0.067870659
1632492890,783822536.5,-0.72896403,0.091412717,-0.085848278,-0.304445609,-0.002857404,-0.108260374
1632492890,817303657.5,-0.77158724,0.092885587,-0.105193265,-0.198154671,0.118380065,-0.225020781
1632492890,850533723.8,-0.778127067,0.093379882,0.105265341,-0.22572437,0.06212407,-0.076923269
1632492890,883772850,-0.768034719,0.088491151,0.064522593,-0.185372491,-0.155867065,-0.131600435
1632492890,917242050.2,-0.848912487,0.093409964,-0.002698312,-0.104742017,-0.068534341,-0.13832491
1632492890,950464725.5,-0.939287849,0.101216461,-0.015646959,-0.053336438,0.118427838,0.003375457
1632492890,983767271,-0.934556701,0.103450941,0.019992621,0.000414364,0.141505784,0.171819401
1632492891,17228126.53,-0.904098099,0.105605974,0.051920645,-0.042090447,-0.148259571,0.194601025
1632492891,50492286.68,-0.854482306,0.101444747,0.031023358,-0.071906924,-0.352549267,-0.083770339
1632492891,83875656.13,-0.854085755,0.097263285,-0.040053928,-0.088366273,-0.336682121,-0.223727914
1632492891,117248058.3,-1.000251676,0.110743434,-0.271883477,-0.015685308,0.206655791,-0.047143323
1632492891,150389671.3,-0.988719995,0.10648014,-0.046576834,0.118102028,0.284646156,-0.047482816
1632492891,183719158.2,-0.977332224,0.105370007,0.028654561,0.094337526,0.215681429,0.074516763
1632492891,217210769.7,-1.010432719,0.114132837,0.105679903,0.019744515,0.2037081,0.234203863
1632492891,250538826,-1.012412298,0.118799164,0.136875214,0.022774275,-0.046423361,0.024753513
1632492891,283728599.5,-1.021538925,0.121292348,-0.124179754,0.077671013,0.043823088,0.054987438
1632492891,317061185.8,-0.855926492,0.101770312,-0.074663362,0.120741024,-0.118943876,-0.027861334
1632492891,350562095.6,-0.78288068,0.092976202,-0.06567039,0.147252142,-0.289487199,0.047912325
1632492891,383870601.7,-0.800094978,0.095265113,-0.104698937,0.188892341,-0.123779245,0.050513823
1632492891,417227745.1,-0.857075496,0.101783871,-0.113030637,0.252465914,0.181680265,-0.013929181
1632492891,450590133.7,-0.865750931,0.106103594,0.065306325,0.272650756,0.117810065,-0.091158516
1632492891,483862876.9,-0.860314772,0.103592937,0.06406428,0.241127252,-0.101576994,-0.073799486
1632492891,517189264.3,-0.881004111,0.097135724,-0.07177221,0.202428733,-0.016031203,-0.120944302
1632492891,550495624.5,-0.883800931,0.094683889,-0.066753516,0.233353776,0.104017491,-0.056372828
1632492891,583766222,-0.901192752,0.098753714,-0.049824849,0.323263921,0.111233162,0.149722529
1632492891,617130756.4,-0.874789201,0.096837785,-0.077557079,0.498726082,0.088402793,0.092059275
1632492891,650602340.7,-0.835784855,0.099148977,-0.0192544,0.578102823,0.013800304,0.08343325
1632492891,683901310,-0.76914,0.09884697,0.015268681,0.479857253,-0.09134631,0.235497403
1632492891,717260360.7,-0.751640166,0.109602609,0.047229057,0.285113855,-0.031068744,0.44995771
1632492891,750658750.5,-0.753893288,0.118986931,0.036721789,0.250443779,0.117361684,0.311190078
1632492891,783822774.9,-0.629122751,0.101449618,0.034602614,0.215833407,-0.276876663,-0.175052436
1632492891,817102909.1,-0.632015431,0.080267944,-0.091667681,0.167552468,-0.312849618,-0.004971582
1632492891,850549697.9,-0.666240613,0.083921285,-0.102827293,0.147379812,-0.16749089,0.152255523
1632492891,883843421.9,-0.997814983,0.1016123,-0.298581541,0.283426224,0.418382521,-0.156314467
1632492891,917217254.6,-1.029263469,0.155771491,0.027175558,0.316116905,0.613543315,-0.28781774
1632492891,950665235.5,-1.041825643,0.205080211,0.279335035,0.053745006,0.198265369,0.294991449
1632492891,983909130.1,-1.098845291,0.16258783,-0.102028951,-0.024248104,0.206131326,0.51381972
1632492892,17196178.44,-1.034616939,0.164002176,-0.093276476,0.038301605,0.094633172,0.022839855
1632492892,50547599.79,-1.032884119,0.161880722,-0.108842609,-0.004812503,0.003225517,0.013475235
1632492892,83886623.38,-1.032632494,0.160830638,-0.107221446,-0.046798037,0.149161999,-0.119009146
1632492892,117239236.8,-0.910173721,0.16861067,0.071060906,-0.154456972,-0.079603428,-0.009642842
1632492892,150585174.6,-0.799895189,0.138978477,0.001621857,-0.208468646,-0.368373707,0.183568631
1632492892,184054851.5,-0.78946573,0.123896466,-0.091017644,-0.19063445,-0.210725062,0.04656758
1632492892,234049797.1,-0.638869611,0.10965335,-0.011045953,-0.190814059,-0.087505983,-0.024028252
1632492892,283997535.7,-0.888672469,0.135539575,-0.09515184,-0.117420281,-0.036288174,-0.270995019
1632492892,317267179.5,-0.847426291,0.143988553,0.047616125,-0.238826041,0.094996828,-0.074885338
1632492892,350588321.7,-0.822210311,0.131276263,0.004969013,-0.366216033,-0.003277993,-0.113324998
1632492892,383985042.6,-0.824772334,0.121405764,-0.04539082,-0.352032137,0.002801929,-0.184034835
1632492892,417191028.6,-0.765091335,0.12183679,0.063677927,-0.288850638,-0.205557974,0.032167459
1632492892,450506210.3,-0.772813495,0.106938983,-0.063310038,-0.085828295,-0.1804102,-0.214373749
1632492892,483902931.2,-0.830290601,0.109626537,-0.055773995,0.020761698,-0.122927206,-0.21589758
1632492892,517243385.3,-0.863512579,0.117392947,-0.040506248,0.047032863,-0.021022685,0.34488444
1632492892,550637722,-0.867399729,0.129264819,-0.037568778,0.054111233,0.00997703,0.40474006
1632492892,584051609,-0.944405549,0.137920975,-0.150030415,0.049506118,0.326632639,0.089735007
1632492892,617385387.4,-0.939511309,0.16945948,0.147971265,0.008418034,0.152713522,-0.055256898
1632492892,650550365.4,-0.938741542,0.165980411,0.109677585,0.02795785,-0.130131159,0.088000342
1632492892,683856248.9,-0.99612328,0.145406646,-0.206460762,0.039303712,0.099216719,0.103201729
1632492892,717361450.2,-1.048277953,0.174653551,-0.113138604,0.118303131,0.394404658,0.44055276
1632492892,750591278.1,-0.982153478,0.198560765,0.059272586,0.138532973,0.138443166,0.509176974
1632492892,783915758.1,-0.915878064,0.176146022,-0.112214567,0.096210144,0.007398388,0.092851452
1632492892,817371368.4,-0.921587693,0.173060429,-0.118725274,0.062767528,0.112470114,-0.314759652
1632492892,850632667.5,-0.918321072,0.178939574,0.047388522,0.048068458,-0.032655712,-0.502386341
1632492892,883937358.9,-0.784170564,0.175713197,0.294960258,-0.064711063,-0.561070006,0.02855259
1632492892,917277336.1,-0.84564353,0.10873941,-0.362465275,0.02000777,-0.271470833,0.107375424
1632492892,950590133.7,-0.840468588,0.120924709,-0.260180294,0.041222563,-0.033220724,0.019065709
1632492892,983969688.4,-0.829200308,0.138236636,-0.104338625,-0.054431893,-0.011678745,0.006851921
1632492893,17417669.3,-0.832492428,0.152065258,0.002280283,-0.096172554,-0.066881166,0.019583631
1632492893,50628185.27,-0.8652121,0.159780894,0.004144716,-0.06513684,-0.093935479,0.106286986
1632492893,83916664.12,-0.916752979,0.160100483,-0.110647935,0.017082472,0.055982659,0.169383693
1632492893,117401599.9,-0.946526822,0.177717024,-0.032546665,0.000162486,0.189851436,-0.025758004
1632492893,150647163.4,-0.947731375,0.18867719,0.057119429,-0.128353935,0.0281181,0.030262543
1632492893,183941364.3,-0.932459617,0.184039673,0.02897495,-0.122921045,-0.074933866,0.080291384
1632492893,217339277.3,-0.96566682,0.183225894,-0.059732416,-0.024124006,-0.067178695,0.079168028
1632492893,250587225,-1.070531639,0.190403664,-0.237887175,0.054936307,0.333859598,0.202866282
1632492893,283950328.8,-1.018678443,0.218435677,0.061069956,0.100564545,0.261909683,0.088190544
1632492893,317342758.2,-0.93799348,0.206175382,0.086557334,0.057615563,-0.123550106,-0.010876662
1632492893,350617885.6,-0.951220832,0.189230626,-0.077940229,0.002007156,-0.007462422,-0.062938443
1632492893,383918285.4,-0.94885067,0.194029074,0.015764675,-0.012706128,0.104085814,-0.262424668
1632492893,417257785.8,-0.916069156,0.180119315,-0.024244609,0.022782292,0.178761912,0.052898034
1632492893,450686216.4,-0.712428454,0.141350577,-0.02492486,0.041985304,0.000885925,0.0844997
1632492893,483973741.5,-0.588488887,0.118008426,-0.020756816,0.05460627,-0.097033377,0.051874774
1632492893,517280340.2,-0.478735861,0.104309392,0.038060328,0.035659849,-0.117679783,0.210724181
1632492893,550755739.2,-0.361890734,0.08041213,0.022641529,0.011047585,-0.105928899,0.16529627
1632492893,584074020.4,-0.321620204,0.06115012,-0.078161475,-0.018161594,0.068962335,0.053183802
1632492893,617306709.3,-0.172716872,0.045467109,0.064881235,-0.012986262,0.031870662,-0.010259476
1632492893,650658607.5,-0.05446769,0.018964952,0.060378254,-0.000924265,-0.09417628,-6.88E-05
1632492893,683919668.2,0.015361866,-0.001519842,0.01575925,-0.002503366,-0.069676493,-0.005329516
1632492893,717309236.5,0.038835557,-0.006820898,0.014249572,0.010552522,-0.030190821,0.009065417
1632492893,750756740.6,0.065260492,-0.00759783,0.057047435,-0.01555118,-0.084557138,0.040222129
1632492893,783958196.6,0.066099743,-0.006074292,0.072472084,-0.048944762,-0.16759591,0.076680181
1632492893,817374706.3,-0.008771897,-0.001178365,-0.026547857,0.007760016,-0.153160804,0.103748547
1632492893,850856781,-0.169901467,0.02617779,-0.103438127,0.041771531,-0.008402362,0.1185164
1632492893,884030342.1,-0.306947622,0.061927463,-0.07264895,0.030698854,0.041096735,0.070374491
1632492893,917256355.3,-0.386132207,0.097528746,0.064042567,-0.015600132,-0.080056416,0.052454156
1632492893,950675249.1,-0.501152941,0.122169192,0.040244009,-0.039628353,-0.099894243,0.060362218
1632492893,983948230.7,-0.654894907,0.146452772,-0.06730201,-0.011592172,0.044117953,0.06023955
1632492894,17324924.47,-0.691929581,0.157221482,-0.056220551,0.036093504,0.047944341,-0.01377588
1632492894,50768375.4,-0.821724532,0.172295799,-0.163122794,0.033690722,0.153641624,-0.201311332
1632492894,84023714.07,-0.930124733,0.191146436,-0.1654588,0.059612368,0.320914059,-0.240680861
1632492894,117282867.4,-1.013828591,0.211704057,-0.098265703,0.122189754,0.343723514,-0.207405361
1632492894,150632381.4,-1.038781807,0.23524263,0.0702247,0.040689775,0.243568659,0.003779163
1632492894,184142589.6,-1.054705832,0.218265292,-0.100553818,0.108238599,0.225113396,-0.041964954
1632492894,217447757.7,-1.075770363,0.234580327,-0.003735057,0.264656454,0.138131853,-0.016245284
1632492894,250749826.4,-0.827611739,0.225409542,0.299292967,0.317637058,-0.358525048,0.254321795
1632492894,300674438.5,-0.47828728,0.088959974,-0.122891725,0.297751602,-0.620774804,0.104419475
1632492894,350580215.5,-0.671113667,0.105284236,-0.276524507,0.159790232,0.132763136,0.094394893
1632492894,384046554.6,-0.654151145,0.160247678,0.043944818,0.163072069,0.021503228,0.030563691
1632492894,417350769,-0.644354874,0.174314324,0.126737175,-0.00479841,-0.21295573,0.068891301
1632492894,450717926,-0.812069005,0.136426515,-0.28983461,-0.044895104,-0.034619496,-0.00444507
1632492894,484141826.6,-0.921265428,0.172630612,-0.241719879,-0.064316553,0.088220984,0.072550627
1632492894,517314672.5,-1.008916682,0.210807824,-0.177383844,-0.03114686,0.147501818,0.189758308
1632492894,550678730,-1.051645134,0.239187849,-0.125611704,0.034470653,0.303845264,0.190498824
1632492894,584201812.7,-1.031172901,0.308675256,0.232126075,-0.001189038,0.209430513,0.293188648
1632492894,617358684.5,-0.918941074,0.260340328,0.071862217,-0.113984881,-0.241755636,0.29810938
1632492894,650591373.4,-0.891487902,0.220402499,-0.15195082,-0.116009291,-0.209910215,0.22203776
1632492894,684072256.1,-0.869872097,0.214605294,-0.159139929,-0.067767643,-0.065332222,-0.094146728
1632492894,717385768.9,-0.883026179,0.261025991,0.135388352,-0.017586406,-0.007859449,-0.417046092
1632492894,750729799.3,-0.83739917,0.246775573,0.168910151,-0.131276794,-0.176303819,-0.044254879
1632492894,784084320.1,-0.79416016,0.169687236,-0.1959604,-0.155903654,-0.260268745,-0.178326414
1632492894,817303180.7,-0.791444383,0.149280983,-0.254238826,-0.031062727,-0.214982532,-0.484318153
1632492894,850563764.6,-0.905282816,0.15610272,-0.288099238,0.072012978,0.080806755,-0.435318927
1632492894,884029865.3,-1.068717792,0.218143842,-0.109640069,0.245515423,0.688176978,0.074508808
1632492894,917566776.3,-1.033700025,0.252987953,0.121278233,0.267033477,0.259259225,-0.081714613
1632492894,950803756.7,-1.063996532,0.239347734,0.00263703,0.159549363,0.233742106,-0.007212767
1632492894,984108209.6,-0.996682574,0.25537832,0.165310317,-0.039088502,-0.036921055,0.068825433
1632492895,17528295.52,-0.994882887,0.235666493,0.054976663,-0.105767969,-0.21701704,0.020677469
1632492895,50780773.16,-1.024317956,0.221834318,-0.083914936,-0.060727269,0.025662552,0.253881972
1632492895,84109783.17,-1.034426786,0.213615316,-0.198010126,0.059571001,0.174836558,0.238933839
1632492895,117537736.9,-1.023477797,0.227350987,-0.15676538,0.148308616,0.271139365,0.196048133
1632492895,150724411,-0.960709029,0.244757234,-0.008686475,0.096645284,0.084235018,0.122215127
