Sec,Nsec,0-ref Sec,X,Y,Z,qX,qY,qZ,qW
1632492873,765943238,5.366924047,67.37380092,-14.67811671,8.665580937,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,799397238,5.400377989,67.37380933,-14.67814397,8.665602125,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,832876238,5.433856964,67.37381695,-14.67816865,8.665621305,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,866007238,5.466988087,67.37382384,-14.67819099,8.665638666,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,899428238,5.500408888,67.37383008,-14.67821122,8.665654382,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,932879238,5.533859968,67.37383573,-14.67822952,8.665668607,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,965855238,5.56683588,67.37384085,-14.67824609,8.665681485,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492873,999521238,5.600502014,67.37384547,-14.67826109,8.665693141,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,32849238,5.63383007,67.37384966,-14.67827467,8.665703693,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,66119238,5.667099953,67.37385346,-14.67828696,8.665713245,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,99575238,5.70055604,67.37385689,-14.67829808,8.665721891,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,132975238,5.733956099,67.37386,-14.67830816,8.665729717,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,165887238,5.766868114,67.37386281,-14.67831727,8.665736802,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,199506238,5.800487041,67.37386536,-14.67832552,8.665743215,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,233027238,5.834007978,67.37386766,-14.67833299,8.66574902,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,266195238,5.867176056,67.37386975,-14.67833976,8.665754275,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,332778238,5.933758974,67.37387164,-14.67834588,8.665759031,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,366186238,5.967166901,67.37387335,-14.67835142,8.665763337,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,399314238,6.000294924,67.37387489,-14.67835643,8.665767235,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,432810238,6.033791065,67.3738763,-14.67836097,8.665770763,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,466286238,6.067266941,67.37387756,-14.67836508,8.665773957,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,499468238,6.100449085,67.37387871,-14.6783688,8.665776848,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,532890238,6.133871078,67.37387975,-14.67837217,8.665779464,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,599438238,6.200418949,67.37388069,-14.67837522,8.665781833,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,632849238,6.233829975,67.37388154,-14.67837798,8.665783978,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,666208238,6.267189026,67.37388231,-14.67838047,8.665785919,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,699287238,6.300267935,67.37388301,-14.67838273,8.665787676,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,732965238,6.33394599,67.37388364,-14.67838478,8.665789266,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,766302238,6.367283106,67.37388421,-14.67838663,8.665790706,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,799278238,6.400259018,67.37388473,-14.67838831,8.665792009,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,832929238,6.433909893,67.3738852,-14.67838983,8.665793189,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,866272238,6.46725297,67.37388562,-14.6783912,8.665794257,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,899385238,6.500365973,67.37388601,-14.67839245,8.665795223,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,932935238,6.533915997,67.37388636,-14.67839357,8.665796098,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,966357238,6.56733799,67.37388667,-14.67839459,8.665796891,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492874,999596238,6.600576878,67.37389956,-14.6783798,8.665796366,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,32783238,6.633764029,67.37391302,-14.67835958,8.665784699,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,66144238,6.667124987,67.37392255,-14.67833924,8.665771082,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,99732238,6.700712919,67.3739202,-14.67831754,8.665759664,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,132806238,6.73378706,67.37391036,-14.6783112,8.665757103,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,166170238,6.767150879,67.37389271,-14.67831813,8.665758864,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,199677238,6.800657988,67.37390242,-14.67832138,8.665772716,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,232737238,6.833718061,67.37390974,-14.67832742,8.665790097,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,266344238,6.867325068,67.37390761,-14.67834964,8.665811871,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,300203238,6.901184082,67.3739198,-14.67836055,8.66583022,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,332694238,6.933675051,67.37393132,-14.67836763,8.665846664,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,366332238,6.967313051,67.37392547,-14.67837542,8.665867085,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,399721238,7.000701904,67.37393072,-14.67837786,8.665877465,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,432717238,7.033698082,67.37393681,-14.67838772,8.665898421,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,466147238,7.067127943,67.37394457,-14.67840786,8.665916705,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,532745238,7.133725882,67.37395716,-14.67842531,8.665920396,-0.049895189,-0.164405644,-0.015417109,0.985009425
1632492875,566233238,7.167213917,67.37359548,-14.67834183,8.66649105,-0.049884699,-0.163736136,-0.015451017,0.985120937
