Sec,NanoSec,0-ref Sec,a_x,a_y,a_z,w_x,w_y,w_z
1633451994,507624704,0.638373613,-0.377782233,0.058895677,-9.802766437,0.000658827,0.534953594,-0.001989433
1633451994,517634304,0.648383379,-0.384167988,0.060093924,-9.800037888,0.000196697,0.539417446,-0.001726587
1633451994,527639808,0.658388853,-0.388339794,0.060624834,-9.800901812,-8.19E-05,0.534175515,-0.001622436
1633451994,537647104,0.668395996,-0.387866076,0.059647733,-9.803307704,0.000143308,0.538420439,-0.002427133
1633451994,547656192,0.678405285,-0.385437022,0.055889147,-9.801583949,0.000379114,0.535222769,-0.002319887
1633451994,557661440,0.688410521,-0.38092086,0.050081772,-9.801408592,0.000476838,0.537121952,-0.002539868
1633451994,567668736,0.698417664,-0.376020667,0.048036963,-9.806603238,-0.001077469,0.536098063,-0.001112957
1633451994,577683968,0.708432913,-0.372058156,0.049652879,-9.80238299,0.000646442,0.536496282,-0.000727311
1633451994,587689216,0.718438148,-0.372806819,0.053017008,-9.803761877,0.000405051,0.535596788,-0.001574498
1633451994,597696768,0.728445768,-0.380141838,0.054391607,-9.802391174,0.000600368,0.53842634,-0.001519545
1633451994,607706368,0.738455296,-0.383958583,0.057438678,-9.805531225,0.000770725,0.536350846,-0.000882349
1633451994,617711872,0.74846077,-0.387317319,0.058572537,-9.80322061,-0.000377517,0.537306786,-0.001004172
1633451994,627719168,0.758468151,-0.388702636,0.061182354,-9.805756851,0.001297701,0.533957005,-0.001171874
1633451994,637728256,0.768477201,-0.387620723,0.058316224,-9.798820914,0.000582746,0.537314594,-0.001033542
1633451994,647733248,0.778482199,-0.382872871,0.053595858,-9.802558347,0.000198296,0.535137355,-0.001804826
1633451994,657740288,0.788489342,-0.378952007,0.051090912,-9.800802443,-0.001110595,0.536646008,-0.001384774
1633451994,667749376,0.798498392,-0.375018431,0.05049675,-9.803943664,8.56E-05,0.536711693,-0.003172317
1633451994,677754368,0.808503389,-0.373076759,0.051291828,-9.805871417,0.000503492,0.53840667,-0.002797354
1633451994,687761408,0.818510294,-0.373329747,0.050695835,-9.80739585,-0.000268345,0.535302401,-0.003065969
1633451994,697770496,0.828519583,-0.380240988,0.054891688,-9.80548271,0.000465267,0.537942708,-0.001433259
1633451994,707775488,0.83852458,-0.385906685,0.058488448,-9.803282569,9.31E-05,0.537631989,-0.001986902
1633451994,719780608,0.850529671,-0.390198245,0.059758536,-9.796623112,0.000760709,0.53578186,-0.001401858
1633451994,729787904,0.860536814,-0.392397911,0.059530563,-9.799513572,0.000274863,0.537662387,-0.000485785
1633451994,739796992,0.870545864,-0.388127247,0.055343893,-9.803389537,-0.000561634,0.536009073,-0.003023212
1633451994,749802240,0.880551338,-0.381520652,0.053643542,-9.801513222,-0.000549433,0.538136184,-0.002645041
1633451994,759809792,0.89055872,-0.375169822,0.05197207,-9.808864169,0.000661601,0.538715065,-0.002692957
1633451994,769818880,0.90056777,-0.368194247,0.048691171,-9.804300222,-0.00022269,0.540203869,-0.001582995
1633451994,779824128,0.910573006,-0.368395067,0.049379505,-9.80441245,0.000129766,0.535487592,-0.001691865
1633451994,789837056,0.920586109,-0.371500194,0.05302768,-9.79971757,0.001879805,0.538053274,-0.000406855
1633451994,799846144,0.93059516,-0.378727149,0.056810998,-9.803082078,0.000989716,0.536284685,-0.001073106
1633451994,809851392,0.940600395,-0.387731709,0.057885034,-9.798737327,-0.001041571,0.538050175,-0.001850383
1633451994,819858432,0.950607538,-0.392995694,0.059929522,-9.798246913,-0.00018446,0.536373436,-0.002133015
1633451994,829867520,0.960616589,-0.39210543,0.059922033,-9.799625216,0.000419961,0.538122475,-0.002429098
1633451994,839872512,0.970621586,-0.390420692,0.058787367,-9.801694423,2.40E-05,0.535823286,-0.001877018
1633451994,849879552,0.98062849,-0.385519695,0.054726236,-9.802269593,-4.66E-05,0.539280176,-0.001660445
1633451994,859888640,0.990637541,-0.375733191,0.049951391,-9.804959563,-4.10E-05,0.534788847,-0.002290435
1633451994,869893376,1.0006423,-0.369494553,0.04848594,-9.810083482,0.000133647,0.539424539,-0.002687648
1633451994,879900416,1.010649443,-0.370833035,0.051600862,-9.800768541,0.000239362,0.536461413,-0.001779344
1633451994,889909504,1.020658493,-0.36954157,0.050958422,-9.804906371,0.000319229,0.536608934,-0.002541386
1633451994,899914752,1.030663729,-0.374689308,0.057869019,-9.798810392,0.000960188,0.535563707,-0.001475931
1633451994,909921792,1.040670872,-0.383851397,0.059096834,-9.804249953,0.001989794,0.537738442,-0.001569711
1633451994,919930624,1.050679684,-0.390532665,0.062787072,-9.800948573,0.001415776,0.534993231,-0.000970715
1633451994,929936128,1.060685158,-0.393519097,0.060317709,-9.800205646,0.000705539,0.537142098,-0.001871126
1633451994,939943424,1.070692301,-0.390727968,0.056278042,-9.802128139,0.000416387,0.53548497,-0.002322094
1633451994,949952512,1.08070159,-0.385916841,0.054878285,-9.807084884,6.94E-05,0.537786782,-0.002292588
1633451994,959957504,1.090706587,-0.379718279,0.049660519,-9.802278361,-6.17E-05,0.535151958,-0.002016546
1633451994,969964544,1.100713491,-0.370851593,0.048286883,-9.805710089,-0.000766357,0.53794533,-0.001961285
1633451994,979973632,1.110722542,-0.368188073,0.048381105,-9.808991595,0.000748703,0.536045969,-0.001685068
1633451994,989978368,1.120727301,-0.367544843,0.053826835,-9.805601952,0.001059456,0.537592709,-0.001152941
1633451994,999985408,1.130734444,-0.375129563,0.058534858,-9.802585819,-0.000225605,0.533938527,-0.001618975
1633451995,10000640,1.140749693,-0.380445205,0.059805987,-9.8007814,-0.000351604,0.537715912,-0.001401299
1633451995,20005888,1.150754929,-0.385872454,0.059873984,-9.805587339,-0.000246067,0.534229159,-0.001287322
1633451995,30012672,1.160761595,-0.390052516,0.058471853,-9.79814696,-4.17E-05,0.538815737,-0.002118071
1633451995,40021760,1.170770645,-0.390116595,0.057678743,-9.802685773,0.000563029,0.536691964,-0.001053381
1633451995,50027008,1.180775881,-0.38611883,0.053688208,-9.798014274,-0.000249229,0.540239096,-0.002099038
1633451995,60033792,1.190782785,-0.378340671,0.050690396,-9.802494049,-5.23E-05,0.537745416,-0.001673989
1633451995,70042880,1.200791836,-0.374355108,0.048184441,-9.803713362,0.000398308,0.538471818,-0.00188993
1633451995,80048128,1.210797071,-0.369575728,0.049255618,-9.800013923,0.00036455,0.535749018,-0.001257257
1633451995,90054656,1.220803738,-0.372500091,0.052983553,-9.807690449,0.001286075,0.538665533,-0.001556987
1633451995,100063488,1.23081255,-0.374409834,0.055395829,-9.801438987,0.000787976,0.537130058,-0.000544393
1633451995,110068480,1.240817547,-0.383245759,0.059667191,-9.808297183,0.000648247,0.541172266,-0.001249167
1633451995,120075520,1.250824451,-0.384295816,0.058128131,-9.803076818,0.00025406,0.536746502,-0.001430559
1633451995,130084608,1.260833502,-0.389100696,0.060071283,-9.801415606,0.000276286,0.538829088,-0.001292881
1633451995,140089600,1.270838499,-0.389519396,0.056710419,-9.801213362,-0.000627698,0.536093712,-0.001707343
1633451995,150096640,1.280845642,-0.384928926,0.053473506,-9.800331903,-8.52E-05,0.539716244,-0.001359993
1633451995,160105728,1.290854692,-0.378854063,0.048200935,-9.800246563,0.000110298,0.534113765,-0.002698137
1633451995,170110720,1.30085969,-0.373721486,0.047520506,-9.804262813,0.000749232,0.539118052,-0.001137579
1633451995,180117760,1.310866833,-0.370171612,0.047906752,-9.803083832,-0.000492561,0.536779344,-0.000952437
1633451995,190126848,1.320875883,-0.373142627,0.053646337,-9.811451263,-4.84E-06,0.537410498,-0.001146279
1633451995,200131584,1.330880642,-0.377808171,0.056753879,-9.809691852,0.000972331,0.534591854,-0.001072399
1633451995,210138112,1.34088707,-0.379830251,0.056713364,-9.796049696,0.000459022,0.539147913,-0.000657687
1633451995,220146688,1.350895643,-0.381102025,0.058558444,-9.793066296,5.88E-05,0.535248995,-0.001150085
1633451995,230157568,1.360906601,-0.389478406,0.061063454,-9.799702373,4.81E-05,0.539001346,-0.00162125
1633451995,240164352,1.370913267,-0.391521055,0.055579798,-9.813808055,-0.000747013,0.535652816,-0.000940159
1633451995,250173184,1.380922079,-0.383145769,0.052300516,-9.809635738,0.000491469,0.537872791,-0.001177811
1633451995,260178176,1.390927076,-0.379970318,0.054739315,-9.800922855,0.001159049,0.53655082,-0.002601122
1633451995,270185216,1.400934219,-0.379574633,0.056182148,-9.798142284,0.001099672,0.538618386,-0.002109612
1633451995,280194304,1.41094327,-0.380418938,0.053960978,-9.80628292,0.000579904,0.53654021,-0.000877692
1633451995,290199296,1.420948267,-0.372992222,0.055651393,-9.802758838,0.000344652,0.540741742,-0.000970059
1633451995,300206336,1.43095541,-0.368308558,0.05648873,-9.805670341,0.000786978,0.537263215,-0.001007181
1633451995,310215424,1.44096446,-0.376153865,0.055284953,-9.800746913,-0.000326391,0.538206637,-0.000947248
1633451995,320220160,1.450969219,-0.383508684,0.057117077,-9.804540461,-0.000325253,0.535360754,-0.000897628
1633451995,330226688,1.460975647,-0.388987444,0.060301598,-9.806149649,0.000404242,0.540001094,-0.001185796
1633451995,340235264,1.470984221,-0.391165958,0.065671098,-9.797135153,0.000847618,0.536811948,-0.002686557
1633451995,350239744,1.480988741,-0.38648043,0.058859925,-9.804248784,0.001532739,0.54050684,-0.002156337
1633451995,360246272,1.490995169,-0.381643256,0.061739211,-9.802043968,0.000890978,0.53750664,-0.002094137
1633451995,370254848,1.501003742,-0.379452541,0.059995651,-9.812418062,0.000156961,0.53731811,-0.001678345
1633451995,380259584,1.511008501,-0.378205061,0.06239862,-9.801516729,0.000798739,0.535281718,-0.002748016
1633451995,390266368,1.521015406,-0.378349402,0.062961104,-9.801736509,0.000834581,0.537237406,-0.002298885
1633451995,400274944,1.531023979,-0.379257968,0.064266885,-9.798836696,0.001438323,0.536756516,-0.002707263
1633451995,410279680,1.541028738,-0.389556148,0.067579594,-9.808486568,0.001081197,0.537651777,-0.001544458
1633451995,420286464,1.551035404,-0.3893847,0.061965905,-9.800913502,-6.99E-05,0.537678301,-0.001688776
1633451995,430300928,1.561049938,-0.385675507,0.05114145,-9.798785258,0.000411436,0.53778863,-0.002848267
1633451995,440311552,1.571060658,-0.382182916,0.040726891,-9.800013338,-0.000805119,0.53572613,-0.003600805
1633451995,450318336,1.581067324,-0.380527805,0.026143614,-9.799360428,-0.000862759,0.537368834,-0.004237696
1633451995,460326912,1.591075897,-0.376987064,0.010629176,-9.811443079,5.68E-05,0.536366165,-0.004772863
1633451995,470331392,1.601080418,-0.369229143,0.000615182,-9.801776256,-0.000863072,0.536990881,-0.00477199
1633451995,480337920,1.611086845,-0.363730144,-0.004848538,-9.816460615,-0.000411205,0.536270499,-0.002819018
1633451995,490346496,1.621095419,-0.356766296,0.003212562,-9.812586404,0.001938644,0.538111389,-0.000582934
1633451995,500350976,1.631099939,-0.367448945,0.026993753,-9.81688264,0.002491526,0.53726697,0.000919249
1633451995,510357504,1.641106606,-0.380766692,0.05568593,-9.802379483,0.002310693,0.536710799,0.002752906
1633451995,520366080,1.651115179,-0.389899372,0.080398529,-9.793588274,0.003021281,0.535831213,0.002272763
1633451995,530371072,1.661120176,-0.397662334,0.101095965,-9.782948806,0.000503316,0.536319852,-0.000715736
1633451995,540377344,1.671126366,-0.40097745,0.109309301,-9.780446468,-0.001712886,0.535993457,-0.00102114
1633451995,550385920,1.681134939,-0.400173221,0.103063448,-9.80586791,-0.001191606,0.536820769,-0.002128185
1633451995,560390656,1.691139698,-0.39136148,0.088491856,-9.806240835,-0.002268397,0.537921667,-0.004477857
1633451995,570396928,1.701145887,-0.376649977,0.07182284,-9.813002584,-0.000400995,0.536836326,-0.00530868
1633451995,580405760,1.711154699,-0.3624431,0.0564598,-9.796029822,0.001004739,0.536448598,-0.004578128
1633451995,590410240,1.72115922,-0.354971084,0.047793989,-9.804776023,0.001785841,0.536340594,-0.003362593
1633451995,600416768,1.731165648,-0.362830638,0.039606431,-9.814346984,0.000560934,0.53612709,-0.002223327
1633451995,610425344,1.741174221,-0.367656414,0.02886502,-9.837762931,0.001720719,0.53676492,0.000672252
1633451995,620429824,1.751178741,-0.369252963,0.032508066,-9.804349906,0.001504996,0.535948038,0.001682654
1633451995,630436352,1.761185408,-0.384786047,0.059895479,-9.76543127,0.00165818,0.537538588,0.002154655
1633451995,640444928,1.771193981,-0.383394155,0.089084945,-9.770788998,0.000455516,0.53700006,0.001741626
1633451995,653452544,1.784201622,-0.376271317,0.100738137,-9.808727391,-0.002657462,0.536536813,0.000379318
1633451995,663462400,1.794211388,-0.389906751,0.101617651,-9.833826761,-0.000939982,0.54007256,-0.001476659
1633451995,673467904,1.804216862,-0.399545736,0.087421751,-9.819869547,-0.000518642,0.535369277,-0.003382072
1633451995,683475200,1.814224243,-0.413023898,0.07372217,-9.807621475,0.000735531,0.537205517,-0.004915034
1633451995,693484800,1.82423377,-0.412356557,0.056151127,-9.783568984,0.003637379,0.536016941,-0.005911962
1633451995,703490304,1.834239244,-0.398236773,0.048552032,-9.775839851,0.004189136,0.539603174,-0.004903939
1633451995,713497856,1.844246864,-0.375710578,0.041292827,-9.781115746,0.002790262,0.533867121,-0.004309359
1633451995,723507456,1.854256392,-0.354132039,0.030687833,-9.813693489,-1.33E-05,0.536843479,-0.0024019
1633451995,733512960,1.864261866,-0.342908999,0.030498998,-9.837115281,-0.000373232,0.535881281,-0.000344889
1633451995,743520512,1.874269485,-0.33966662,0.036192952,-9.837010067,-0.000271176,0.538951814,0.002525902
1633451995,753530112,1.884279013,-0.343810259,0.045145544,-9.809228911,0.000438461,0.5340361,0.002369685
1633451995,763535616,1.894284487,-0.353821146,0.055804912,-9.777815535,0.001791354,0.538973927,0.002266777
1633451995,773543168,1.904292107,-0.369832772,0.053849906,-9.777574712,0.001830253,0.534713745,-0.001115319
1633451995,783553024,1.914302111,-0.389878658,0.04308109,-9.79924177,0.001436136,0.53983134,-0.002699286
1633451995,793558272,1.924307346,-0.409620738,0.035673017,-9.810043734,-0.000337718,0.536586523,-0.004565626
1633451995,803565824,1.934314728,-0.415880128,0.018110989,-9.813389537,-0.001032001,0.53935945,-0.004595235
1633451995,813575424,1.944324493,-0.410663306,0.004873289,-9.800610135,-0.001680015,0.536603034,-0.004745237
1633451995,823580928,1.954329967,-0.402788408,-0.00365044,-9.792587572,0.00011045,0.537789881,-0.002793207
1633451995,833588480,1.964337349,-0.392655539,-0.000565759,-9.792767605,0.000671515,0.535032451,-0.001401115
1633451995,843598080,1.974347115,-0.377212689,0.01862116,-9.792590495,0.000881081,0.53830409,0.00142085
1633451995,853603584,1.984352589,-0.362732913,0.043214968,-9.80941245,0.000178098,0.53639555,0.003242983
1633451995,863617024,1.994365931,-0.349726205,0.062874147,-9.811689748,0.00081035,0.539460063,0.001751242
1633451995,873626368,2.004375458,-0.348615394,0.077443278,-9.811098212,0.00029176,0.534224987,0.000550907
1633451995,883631872,2.014380932,-0.358079096,0.078913707,-9.809441677,-0.000381127,0.537363827,-0.0007811
1633451995,893639168,2.024388075,-0.369428904,0.075013087,-9.799923907,0.000628265,0.534231544,-0.00257936
1633451995,903648256,2.034397125,-0.383510073,0.06840203,-9.791851075,0.000807972,0.538371503,-0.003639813
1633451995,913653504,2.044402599,-0.403638668,0.056339266,-9.794159936,0.001029467,0.536085069,-0.003908963
1633451995,923660800,2.054409742,-0.413537656,0.055490449,-9.799772515,0.001840434,0.539745092,-0.003872901
1633451995,933669888,2.064418793,-0.412677313,0.055563422,-9.791828863,-0.000393676,0.538310111,-0.004023626
1633451995,943675136,2.074424028,-0.401873558,0.059827254,-9.777219907,-0.001420069,0.536463857,-0.001730709
1633451995,953682688,2.084431648,-0.390192217,0.071853591,-9.783086754,-0.00185813,0.535828292,-0.000345054
1633451995,963692032,2.094440937,-0.371812146,0.070691264,-9.83421839,-0.000643636,0.537192762,-0.000364786
1633451995,973697280,2.104446173,-0.352657217,0.065015109,-9.842849441,0.001327123,0.535918474,-0.000242706
1633451995,983704832,2.114453793,-0.344773551,0.080943075,-9.821109903,0.001132083,0.539251268,-4.34E-05
1633451995,993714432,2.12446332,-0.351049453,0.088339743,-9.779878897,0.001504604,0.536159515,-0.000242194
1633451996,3719680,2.134468555,-0.372767181,0.09153421,-9.799820446,0.000506761,0.539026022,-0.001680247
1633451996,13727488,2.144476414,-0.391281255,0.082816623,-9.802412801,0.000611549,0.534908533,-0.002340876
1633451996,23736832,2.154485703,-0.395342988,0.065244703,-9.809763164,0.000829625,0.537348986,-0.002485616
1633451996,33741824,2.1644907,-0.39100357,0.053604301,-9.799272165,0.000633794,0.535577893,-0.002570356
1633451996,43748864,2.174497843,-0.395536062,0.052264459,-9.791893745,0.000194306,0.539039671,-0.003395185
1633451996,53757952,2.184506893,-0.402964276,0.04416357,-9.807436766,0.000568365,0.535840929,-0.001447853
1633451996,63762944,2.19451189,-0.395282672,0.042097166,-9.789202606,0.0008681,0.536488295,-0.000982171
1633451996,73769984,2.204519033,-0.377569029,0.049830048,-9.792465407,0.000594225,0.537075758,-0.000401212
1633451996,83785216,2.214534283,-0.362303253,0.05100132,-9.780770293,0.000341461,0.538292289,-0.001021859
1633451996,93790464,2.224539518,-0.358580543,0.056300591,-9.802437351,-0.000357346,0.537157893,-0.000475848
1633451996,103798016,2.2345469,-0.362414312,0.054113603,-9.811991361,0.000220277,0.536564052,-0.000612597
1633451996,113807104,2.244556189,-0.365824961,0.051383036,-9.819466227,0.000208409,0.536850452,-0.001039925
1633451996,123812096,2.254561186,-0.363206778,0.049691256,-9.809702373,0.000749783,0.537783146,-0.001523894
1633451996,133819392,2.264568329,-0.370261263,0.047027188,-9.790305014,0.001113139,0.538565218,-0.002373606
1633451996,143828224,2.274577141,-0.391396771,0.044168424,-9.797156195,0.000964649,0.536983788,-0.003246312
1633451996,153833472,2.284582376,-0.405436256,0.042308046,-9.81185809,0.000904149,0.537205815,-0.001554532
1633451996,163840512,2.29458952,-0.404588297,0.039304065,-9.811023393,0.000886955,0.539193988,-0.002518142
1633451996,173849600,2.30459857,-0.391249252,0.039488764,-9.792374806,-0.000653344,0.538172781,-0.002028636
1633451996,183854592,2.314603567,-0.386094646,0.042412219,-9.79939959,0.001073837,0.538693368,-0.001281006
1633451996,193861632,2.32461071,-0.386723957,0.048929583,-9.806536018,0.001225903,0.537921488,-0.000165183
1633451996,203870720,2.334619761,-0.383082531,0.053350774,-9.807392343,0.000792128,0.537908912,-0.001111944
1633451996,213875968,2.344624996,-0.368262015,0.055481722,-9.791934077,0.001377234,0.53549099,-0.002287005
1633451996,223883008,2.354631901,-0.35964324,0.04917052,-9.795628255,-0.000677067,0.536733508,-0.002260894
1633451996,233892096,2.36464119,-0.366986406,0.038947575,-9.806256617,-0.001216857,0.535824299,-0.001665545
1633451996,243897088,2.374646187,-0.373056008,0.025395191,-9.811395149,-0.001791944,0.539122283,-0.00316326
1633451996,253904384,2.38465333,-0.36664457,0.018438004,-9.81526936,-0.000409442,0.537830293,-0.001383191
1633451996,263913472,2.39466238,-0.369423095,0.026727387,-9.804783622,-0.000435139,0.538791358,-0.000755261
1633451996,273918464,2.404667377,-0.380334438,0.038958562,-9.823871184,0.000820929,0.536544919,-0.000915476
1633451996,283925504,2.41467452,-0.38692653,0.047828659,-9.817315186,0.001611964,0.53719008,-1.18E-05
1633451996,293934592,2.424683571,-0.393295334,0.06093037,-9.802569453,0.002077036,0.53667134,-0.001323658
1633451996,303945472,2.434694529,-0.392706867,0.065009506,-9.765471602,0.000962598,0.53768301,-0.00089641
1633451996,313953024,2.44470191,-0.392243378,0.072830194,-9.775900641,-0.001046517,0.537486911,-3.19E-05
1633451996,323962368,2.454711437,-0.395317963,0.071511362,-9.793488905,-0.001155904,0.536213279,-0.001789623
1633451996,333967104,2.464716196,-0.393874157,0.063303008,-9.830544086,-0.001309421,0.534909606,-0.00126744
1633451996,343974144,2.474723101,-0.377754176,0.055249415,-9.811093535,-0.001521361,0.536867619,-0.002067823
1633451996,353983232,2.484732151,-0.362510722,0.055588447,-9.805874339,0.001237993,0.536680877,-0.000821085
1633451996,363988224,2.494737148,-0.362274538,0.057884783,-9.788882873,0.000746563,0.53499645,-0.002027879
1633451996,373995264,2.504744291,-0.369788969,0.068285569,-9.798164496,0.000345629,0.537518978,-0.001524802
1633451996,384004352,2.514753342,-0.372671429,0.069367765,-9.811288766,0.000490733,0.536734462,-0.001760509
1633451996,394010112,2.524759054,-0.36997598,0.064229174,-9.801275906,0.000171075,0.538089275,-0.002455999
1633451996,404016896,2.534765959,-0.375944277,0.061370373,-9.807026432,-9.85E-05,0.535007119,-0.000998933
1633451996,414025984,2.544775009,-0.387814455,0.056593898,-9.797998492,-0.001170438,0.538561702,-0.000504756
