t,X,Y,Z,qW,qX,qY,qZ
220.6,-0.197110317145953,-2.15063095385152,-0.138415353270286,-0.000911019516592908,0.198552879383751,0.121069854686688,0.972583165810505
220.6,-0.197085127428783,-2.1504977278246,-0.138376246982913,-0.000911019516592908,0.198552879383751,0.121069854686688,0.972583165810505
220.7,-0.197069675632772,-2.15048047342454,-0.138382085829499,-0.000753278367155976,0.198656916168803,0.120975462565971,0.972573801665935
220.7,-0.197116366275446,-2.15021793022962,-0.138556416864841,-0.000634555974529493,0.198642147176284,0.120999711776289,0.972573886372621
220.8,-0.197001097639866,-2.15017648626501,-0.138579772091331,-0.00061979522857463,0.198760884394932,0.120999770889841,0.972549629650334
220.8,-0.196772035595823,-2.1500711714243,-0.138640973826429,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
220.9,-0.196720782488321,-2.15003703540738,-0.138640997780064,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
220.9,-0.196709276120963,-2.15002937175666,-0.138641003177494,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221,-0.196706857756455,-2.1500277609678,-0.138641004328752,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221,-0.196706171468619,-2.15002730377994,-0.13864100467309,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.1,-0.196706007143879,-2.15002719424042,-0.138641004772034,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.1,-0.196705962125224,-2.15002716416188,-0.138641004815279,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.2,-0.196705949353403,-2.15002715555327,-0.13864100484518,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.3,-0.19670594655248,-2.15002715360744,-0.138641004865296,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.3,-0.196705945534217,-2.1500271528343,-0.138641004887999,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.3,-0.196705945240259,-2.15002715252897,-0.138641004913784,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.4,-0.196705945186543,-2.15002715241285,-0.138641004932617,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.4,-0.196705945169806,-2.15002715229946,-0.138641004956563,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.5,-0.196705945169282,-2.15002715220416,-0.138641004978792,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.5,-0.196705945172242,-2.15002715211849,-0.138641004999308,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.6,-0.196705945176849,-2.15002715201931,-0.138641005023244,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.6,-0.196705945181792,-2.15002715192036,-0.13864100504718,-0.000787689852187916,0.198781770045415,0.120965456302456,0.972549508160805
221.7,-0.245638831354925,-2.1470412753034,-0.119623627141962,-0.00157482098010964,0.19735277304706,0.120064980224219,0.972951079671147
221.7,-0.441370826175123,-2.16316702128505,-0.0357472935671033,-0.120065595482908,0.214748176691213,0.102872153565097,0.963786694974563
221.8,-0.709347451250092,-2.24968088937601,0.0930476024711561,-0.294821214575533,0.23652648115024,0.0688149181437681,0.923255209674842
221.8,-0.90421285198148,-2.36146424372564,0.17556635136485,-0.488709232181481,0.244809726823894,0.0266343146786157,0.83697198120043
221.9,-1.02690858340666,-2.63178486107919,0.249401109823439,0.63414153723183,-0.248820502488433,0.00371093187005119,-0.732078614141461
221.9,-0.9905880238307,-2.82055227344985,0.294033841899827,0.760194108600739,-0.23718222334376,0.0413945893591224,-0.60343682200393
222,-0.870388160605031,-2.98890467049498,0.325168826190759,0.851466623022114,-0.219749065157934,0.0737651963288875,-0.470397315098703
222,-0.78411473106985,-3.06311585951744,0.339810895578923,0.86660051469195,-0.214123583880128,0.0817463215572369,-0.443251821963333
222.1,-0.557032246456613,-3.29292457525774,0.330606348255603,0.927095627842213,-0.191995692224189,0.107345344847014,-0.303493538552077
222.1,-0.268727983917032,-3.44841097537775,0.268005025365895,0.966125701103467,-0.164776902309329,0.128846817692226,-0.151156209608607
222.2,0.136521656746737,-3.5593036120279,0.135089587713048,0.976340174025716,-0.150567113636689,0.135967345518222,-0.0748484457237264
222.2,0.510517033920243,-3.62837125961777,0.00915603974479143,0.979799174642759,-0.138977737736238,0.143099384764702,-0.0141891459582905
222.3,0.890976638559233,-3.64161936083825,-0.134861960648367,0.979037662708816,-0.130015281223711,0.152015190161055,0.0383752994288438
222.3,1.3226436190002,-3.64505580095135,-0.313681554749938,0.979565938002355,-0.127513858718094,0.150481143011227,0.039321934570924
222.4,1.76151227102438,-3.65254654137828,-0.484801191014539,0.979630661401801,-0.128427510070743,0.150268504449196,0.0353485285277685
222.4,2.15986913325993,-3.64727842278737,-0.637400735146378,0.979417358563601,-0.142084166429481,0.138607303558453,-0.0366298074601919
222.5,2.48905622036241,-3.71012773911016,-0.734107682993023,0.975505884676277,-0.152185941036605,0.128444838386246,-0.0934324986536542
222.5,2.95973021248164,-3.82441141248579,-0.889984515618194,0.974611968662259,-0.153832288312407,0.131717215703884,-0.0954867147829385
222.6,3.37500073979044,-3.92160900173926,-1.02486603313732,0.979548234720715,-0.145299058966664,0.126735842766659,-0.0575453341039479
222.6,3.77733317881966,-4.00213325174542,-1.14983233761692,0.980772936274746,-0.141976356428726,0.128330565152804,-0.0381893667632124
222.7,4.22586342713479,-4.07381092753046,-1.30451970799207,0.981595793035202,-0.140404321597872,0.124919567314833,-0.0339326873985224
222.7,4.64273073073735,-4.13504095137412,-1.44089462496677,0.981662505300738,-0.141622604498249,0.123325577551044,-0.0327500458547737
222.8,4.88365043898678,-4.16137127317639,-1.51164369774528,0.981516620362405,-0.140321809097464,0.126732654745061,-0.0295592297806362
222.8,5.18710822858152,-4.18494150868466,-1.60210556355214,0.982157626427157,-0.139375816501552,0.122741531599053,-0.0295853856861013
222.9,5.55017303881865,-4.22122111087294,-1.70730322770274,0.981605860471127,-0.139814582104321,0.126383713786795,-0.0304790782204424
222.9,5.95849907590845,-4.25859067045092,-1.82321499017007,0.981820330931273,-0.139402769625077,0.124720219968729,-0.032257903245439
223,6.11907263568404,-4.26769848058163,-1.86728319245819,0.98263992396815,-0.131188272119769,0.130456693047736,0.0137647492212312
223,6.3866150821712,-4.26094130758602,-1.94822026516139,0.982988385479827,-0.12955438207832,0.128757518093885,0.0192612987710502
223.1,6.54049083487286,-4.25949319835304,-1.99472105039664,0.982371175800676,-0.13284356936032,0.130869551285945,0.0131384771491805
223.1,6.71403205687961,-4.26921967865994,-2.03738970417776,0.982285009615529,-0.134081994695128,0.130341666752956,-0.0122159113959858
223.2,6.92679299632783,-4.28115127999158,-2.09262366760483,0.981969436176401,-0.135155120521229,0.12971887758309,-0.0253403356499835
223.2,7.26412591542527,-4.30705261865427,-2.18511102762954,0.982600331537854,-0.131933791123374,0.127261988635802,-0.0299073480929418
223.3,7.43414689684434,-4.32222423509034,-2.2331983221433,0.982535883960366,-0.132984425668588,0.126660681770104,-0.0299240865078315
223.3,7.58107997727791,-4.33653653092219,-2.27747532481915,0.981486749439308,-0.135610118149083,0.13146087451854,-0.0318071533063085
223.4,7.76171220756336,-4.34855852731572,-2.33053320986427,0.982227300590453,-0.132151264887353,0.129267879488129,-0.0324867433899625
223.4,7.93297400551631,-4.36269554322658,-2.37965695860364,0.98238520525072,-0.131950194841288,0.127992932749314,-0.0335598532781905
223.5,8.0522687929912,-4.37090593749678,-2.4137933399459,0.98266919963771,-0.130652242633917,0.12918195461307,-0.0245613147130718
223.5,8.15262077185865,-4.37244246237544,-2.44692840276309,0.98303086889859,-0.124430889152308,0.13240345894326,0.0252307090087988
223.6,8.24244480663815,-4.36190378049884,-2.47686552215936,0.98099348459428,-0.111227585343268,0.139157734084768,0.0769111987076574
223.6,8.31572910177032,-4.34527580209529,-2.50446727514685,0.974188237292565,-0.102706334050812,0.149201266574379,0.134713285607716
223.7,8.42327701092348,-4.27691431300937,-2.56455915195751,0.956647139278945,-0.0763237500208205,0.153945764987631,0.235163002052874
223.7,8.53111011442062,-4.18440260628344,-2.61585744222455,0.923754920938994,-0.0534833805470196,0.164081178250001,0.341897266719586
223.8,8.61664263446042,-4.08344997854724,-2.6651836508287,0.882691489041271,-0.0329405672125643,0.17290703685326,0.435745121386825
223.8,8.6713860760606,-3.9525384272578,-2.73128606581115,0.844686330580605,-0.0121513626363072,0.174462870697562,0.505885415943468
223.9,8.72083357446531,-3.7848615724829,-2.80329831210535,0.799828247115331,0.00595556291339876,0.175552341693343,0.573951811315863
223.9,8.74449002730491,-3.62596254279837,-2.85325240322802,0.753141377902311,0.0199013646410512,0.176227090539557,0.633502970108877
224,8.73987801014077,-3.50161571504054,-2.8862148896477,0.711667903101434,0.0358055415414229,0.174928939438718,0.67944582200272
224,8.7248264652719,-3.13270224143814,-2.97623702354128,0.70004899456701,0.0376189256070078,0.174603886211845,0.691396922586141
224.1,8.71717366727017,-2.72297991156074,-3.07702446674134,0.699295553304678,0.0388642010375737,0.174883796462452,0.69201948002991
224.1,8.71250885198841,-2.53730289222401,-3.12593553981841,0.70613647596617,0.0318889595137377,0.177993727420415,0.684596672917835
224.2,8.73215061910246,-2.25746321479755,-3.19996540799344,0.734861692246369,0.0264478803971412,0.174839884384413,0.654759358634696
224.2,8.72503970583003,-2.22999350947774,-3.19749637231495,0.736503873500613,0.0263954568757949,0.17598182298598,0.652606866462049
224.3,8.72608698097124,-2.23123388380866,-3.19879994390532,0.736616808541702,0.0263375238493689,0.175794398148002,0.652532253448882
224.3,8.72477293432684,-2.22924562878453,-3.19275090848723,0.736395477448317,0.024933527349392,0.175923107260044,0.652802481872983
224.4,8.72417221493351,-2.22910856759048,-3.19178893992939,0.736475159764112,0.0249120521751035,0.175926149592768,0.652712584983839
224.4,8.723911339602,-2.22914114016844,-3.19146347158402,0.736475159764112,0.0249120521751035,0.175926149592768,0.652712584983839
224.5,8.72443977545416,-2.22948450661232,-3.19135380962217,0.736456714451989,0.0247424732242893,0.175936371894791,0.65273709163935
224.5,8.7247257021475,-2.2296479994678,-3.19135616548989,0.736456714451989,0.0247424732242893,0.175936371894791,0.65273709163935
224.6,8.72525280007744,-2.22989550087936,-3.19144760625108,0.73649629080553,0.0243049729950702,0.175929583589858,0.652710704321046
224.6,8.76336491613408,-1.93468854612235,-3.28760880066132,0.736986399558606,0.030056766605933,0.170632901729065,0.653323848098576
224.7,8.806748369242,-1.44185515319682,-3.42605150881238,0.736197293339768,0.0318527443979681,0.168148304049063,0.654771025472962
224.7,8.81937191616225,-1.07804832849026,-3.51832517397907,0.697770929719666,0.0456407697076427,0.165272402636682,0.695498154350762
224.8,8.7776012319168,-0.71520198390298,-3.58790717801469,0.673580583530278,0.0546514751608799,0.161950363736359,0.719078920174539
224.8,8.77911319793149,-0.581314213079303,-3.62439846241687,0.670867288625689,0.0618856497912818,0.161012664946737,0.721236555596462
224.9,8.7503306010923,-0.203079316930685,-3.69058439702012,0.668393987909937,0.0628632564652518,0.155112426148986,0.724732932304432
224.9,8.69668209839012,0.239158203714913,-3.73278180343599,0.667207416041338,0.0575686136094134,0.167651848952523,0.723472857990749
225,8.65859563104822,0.529621307789119,-3.79269157788632,0.666323603363372,0.0556617548806093,0.166905886785877,0.724608204204625
225,8.5944398108161,0.904298385875103,-3.8672809591847,0.659514873343809,0.0637351961129466,0.163023593854043,0.731027540152644
