id,t,ax,ay,az,wx,wy,wz,qw,qx,qy,qz
i,0.142013549804688,0.0474413446366554,-0.0650536376268836,-9.81413304923177,2.40171793848276e-05,0.551261782646179,-0.00169564236421138,-0.1933999918685,0.801903788958614,0.33447201605927,0.455714116613058
i,0.152011871337891,0.0520913121672347,-0.0579610124848084,-9.8107591888845,0.000175091947312467,0.553697824478149,-0.0019195731729269,-0.193403205565699,0.801897445857913,0.334465462224326,0.45572868888593
i,0.162012100219727,0.0476371138039278,-0.056692051994917,-9.80277754248083,-6.25069733359851e-05,0.552503824234009,-0.00202020769938827,-0.19338493490687,0.80191139646477,0.334434147115883,0.45573477910554
i,0.172014474868774,0.0436528664733516,-0.0529917955377605,-9.80982044672966,-0.000485310913063586,0.553985297679901,-0.00291345035657287,-0.193353229940078,0.801930109665509,0.334374635765785,0.455758939786449
i,0.182012796401978,0.0319102989168721,-0.0513750445235055,-9.81442531017661,-0.000801510934252292,0.550374329090118,-0.00257061189040542,-0.193322009662043,0.801952552862341,0.334341740150523,0.45575686405416
i,0.192013263702393,0.0266178527812706,-0.0539648692204617,-9.81369816494584,0.000676138559356332,0.554064214229584,-0.0026662340387702,-0.193332999452792,0.801942859087184,0.334356407253804,0.455758476171115
i,0.20201563835144,0.0252507451295503,-0.054188868968375,-9.80778163437843,-0.000867790135089308,0.550000131130219,-0.00290619418956339,-0.19332867940082,0.801945198237276,0.334371432605299,0.455745305280956
i,0.212013959884644,0.0275433130461373,-0.0595968380922917,-9.80525065459609,-4.65275079477578e-05,0.555304408073425,-0.00343525758944452,-0.193317552632813,0.801949286481582,0.33434365783213,0.455763259838421
i,0.222014427185059,0.0353807012740639,-0.0646592725810129,-9.80941245045066,-0.000118172851216514,0.551705002784729,-0.00209343968890607,-0.193305614537972,0.80196066613068,0.334313817863384,0.455770098164592
i,0.232016801834106,0.0426130431307945,-0.0652176234164042,-9.81667688849568,-0.000116186696686782,0.552508056163788,-0.00313920807093382,-0.19332783646385,0.801944144566063,0.334355880418198,0.455758918713025
i,0.242015361785889,0.0514818430659594,-0.0650811603880487,-9.81568553937077,0.000133123394334689,0.550540089607239,-0.00246413704007864,-0.193355094938124,0.801928697746084,0.334400914325832,0.455741480454453
i,0.252015590667725,0.0523196912627434,-0.0580679114919621,-9.80900094704032,-0.000319147162372246,0.551234662532806,-0.00226503401063383,-0.193348351442363,0.801933987175572,0.334398153707254,0.455736928594814
i,0.262018203735352,0.0476763041700004,-0.0557738092054147,-9.80562533312738,0.000461144663859159,0.552731812000275,-0.00218955683521926,-0.193338046537902,0.801939761293818,0.33436658571772,0.455754314169825
i,0.272016525268555,0.0422442646173295,-0.0547603532799752,-9.80094681992233,0.000416649942053482,0.551791608333588,-0.0020638033747673,-0.193324412032408,0.801950087271703,0.334347408901647,0.45575602111719
i,0.282017230987549,0.0333521705715451,-0.0507692286840407,-9.805839268139,0.00088384747505188,0.5535609126091,-0.00227933446876705,-0.193324159151317,0.801947516313944,0.334338515916612,0.455767190032045
i,0.292019844055176,0.0284116751121939,-0.0544560000385391,-9.81341058017611,-0.000266708782874048,0.551451623439789,-0.00319803506135941,-0.1933151081156,0.801948274957217,0.334348631160254,0.455762290460906
i,0.302018165588379,0.0245123273028061,-0.0556330170618137,-9.81036639017463,0.000460505922092125,0.554708302021027,-0.00310844322666526,-0.193342219075904,0.801926042494628,0.334388986767703,0.455760383316011
i,0.312018394470215,0.0244995819856646,-0.0608983080457197,-9.8079254267633,0.000875009864103049,0.550565242767334,-0.00376970041543245,-0.19335740247808,0.801918877530381,0.334428351924212,0.455737529187406
i,0.322020769119263,0.0325039562443737,-0.063620718746935,-9.80239000446796,0.000224507472012192,0.553643107414246,-0.00211510411463678,-0.193336687302037,0.801936010224301,0.334377754632575,0.455753439622718
i,0.332025289535522,0.0441109992041252,-0.0664253050060011,-9.80643138881326,-0.000139643700094894,0.550441026687622,-0.00185902556404471,-0.193313074530159,0.80195769477786,0.334329517564454,0.45576053082998
i,0.342025518417358,0.0510829479754437,-0.0650694653836777,-9.81267291355133,-0.000454064254881814,0.552792072296143,-0.00196195649914443,-0.193306868406716,0.801965808046198,0.334312637751626,0.455761257863117
i,0.352028131484985,0.051976362284366,-0.0599566067488166,-9.81123732779026,0.000732285669073462,0.553217113018036,-0.00225200480781496,-0.193302601038304,0.801967388553017,0.33430304934359,0.455767379692863
i,0.362026691436768,0.0492159348274348,-0.0574642465103883,-9.80921254396439,-0.000427548482548445,0.551807761192322,-0.00190450227819383,-0.193318701134435,0.801957505117041,0.334335017728185,0.455754482757219
i,0.372026920318604,0.0405188336307881,-0.0524619081784505,-9.80237948307395,0.000476059038192034,0.551539123058319,-0.00213929428718984,-0.193350385027803,0.80193179553945,0.334386436883368,0.455748634881988
i,0.382029294967651,0.0316276597503223,-0.0540357653324725,-9.80361282426119,0.000385827996069565,0.550891578197479,-0.00213740766048431,-0.193353672481987,0.801934661525148,0.334399755287498,0.455732324051614
i,0.392027854919434,0.0256397284641163,-0.0531334781639278,-9.80875895497799,0.000590910553000867,0.552303910255432,-0.00243163667619228,-0.193337772583386,0.801945092870155,0.334372718084178,0.455740679664332
i,0.40202808380127,0.0247667610048898,-0.0566460985279176,-9.81271616817117,-8.71070806169882e-05,0.549985706806183,-0.00253189750947058,-0.193316720232555,0.801963447822681,0.334352255789226,0.455732229221205
i,0.412030458450317,0.0252092783247121,-0.0601801498390036,-9.81129110380411,0.000348066503647715,0.554786443710327,-0.00362438568845391,-0.193318932942102,0.801956472519253,0.334349368730103,0.455745737286153
i,0.4220290184021,0.0312035046376754,-0.0648016127943061,-9.80759575641751,0.000169374921824783,0.549995601177216,-0.00248843501321971,-0.193317478875828,0.801962731326257,0.33434648167098,0.455737371136724
i,0.432029247283936,0.0407513317789882,-0.0648632798536681,-9.81210125114322,0.000110291468445212,0.55388081073761,-0.00200131582096219,-0.193318090005132,0.801963026354196,0.334340960433825,0.455740679664332
i,0.442031860351562,0.0468850807270734,-0.0638612723374274,-9.80739000471234,0.000146493461215869,0.551516115665436,-0.0022441407199949,-0.193316267153934,0.801963447822681,0.334335902812004,0.455744441270561
i,0.452030181884766,0.0514232082139002,-0.0589715914665721,-9.81014076472521,0.00121521088294685,0.554879486560822,-0.00161627377383411,-0.193291284609479,0.801985069155968,0.334275590671785,0.455761205179556
i,0.462030172348022,0.0499497700938955,-0.0571653183627408,-9.81276760609746,0.00072376080788672,0.552313029766083,-0.00197894242592156,-0.193254648461411,0.802010462632195,0.334213445143655,0.455777652987188
i,0.47203254699707,0.0402694711127551,-0.0521300184761174,-9.80748002108335,7.21420219633728e-05,0.553322434425354,-0.00259892316535115,-0.193228043263288,0.802028206455418,0.33417285772854,0.455787483739603
i,0.482031106948853,0.0326915352553246,-0.0530039517664351,-9.80969652808905,-0.000285887566860765,0.551428198814392,-0.00264986068941653,-0.193206295489457,0.802039944352729,0.33414240663049,0.455798273332822
i,0.492031335830688,0.027135930971778,-0.0535937069536652,-9.80387878172099,-0.000269659445621073,0.550908863544464,-0.00210881442762911,-0.193191839120417,0.802057414221436,0.334125526817662,0.455786261480996
i,0.502027988433838,0.0237738660935778,-0.0578871800636174,-9.80429963748157,-2.48952565016225e-05,0.553846478462219,-0.00230683269910514,-0.193184779523292,0.802057962130467,0.334111323329714,0.455798505140489
i,0.512026071548462,0.0260342076744186,-0.0619849114057608,-9.80578490760326,0.000203703588340431,0.550540447235107,-0.00285139353945851,-0.193177424898227,0.802066749748382,0.334110037850834,0.455787146564815
i,0.522026300430298,0.0323621389041771,-0.0626881962703308,-9.81063176311254,-0.000116205381345935,0.555438458919525,-0.00369324581697583,-0.193195463749389,0.802049996376099,0.33412105925172,0.455800970731127
i,0.532022953033447,0.0422418534645345,-0.0639874742666725,-9.80717957683206,-0.000151553860632703,0.550333797931671,-0.00364535651169717,-0.19319769753236,0.802049532760765,0.334136527145123,0.455789380347786
i,0.54202127456665,0.0496749215081567,-0.0638653274580371,-9.8047175706327,-0.000376902928110212,0.553478538990021,-0.00318028917536139,-0.193194599738995,0.802050059596371,0.334122681905387,0.455799938133338
i,0.552027702331543,0.0505720621441258,-0.0607899386006873,-9.81099884285927,-0.000152249471284449,0.550131380558014,-0.00294399610720575,-0.19318546440958,0.802057414221437,0.334115748748807,0.455795923646017
i,0.562030076980591,0.0511064567151945,-0.0564686093694298,-9.81157868857384,4.98665613122284e-05,0.553270101547241,-0.0012717074714601,-0.193173494704603,0.802070100422838,0.334079460312239,0.455805322393235
i,0.572028636932373,0.0423554151079152,-0.0527699146816973,-9.81149334837794,-0.000401732191676274,0.550903260707855,-0.00180850469041616,-0.193153896420045,0.802085441875696,0.334045574246037,0.455811475833118
i,0.582028865814209,0.033114249612845,-0.0507265083537437,-9.80897405903339,0.000633520539849997,0.553579568862915,-0.00302382092922926,-0.193148596453845,0.80208506255406,0.334049325315554,0.455811591736951
i,0.592025518417358,0.0276880895284005,-0.0505770260136109,-9.81060838223696,-0.000201360264327377,0.551165759563446,-0.0025343659799546,-0.19314901792233,0.802081669732754,0.334063086261593,0.4558073770521
i,0.602024078369141,0.025003528902831,-0.0585670475199819,-9.81683003323078,-0.000403430836740881,0.553844928741455,-0.00304133398458362,-0.193140209230991,0.802087528144698,0.334055289094618,0.455806576261979
i,0.612024545669556,0.0282672799391323,-0.0609417224957608,-9.8095293548286,-0.00021079953876324,0.554199278354645,-0.00356414122506976,-0.193135910252443,0.802088413228516,0.334034426404605,0.45582208630223
i,0.622020959854126,0.0338958124615718,-0.0660574078419479,-9.80827029467821,-0.000615733908489347,0.548163771629333,-0.00189369078725576,-0.193117607983477,0.802110898572197,0.334020876192809,0.455800222624565
i,0.632019281387329,0.0428943260238972,-0.0662403540602652,-9.80943349323869,0.000271839060587808,0.554412245750427,-0.00289017730392516,-0.193127143707953,0.802101394457858,0.334013943036229,0.455817913764228
i,0.642019748687744,0.048867340585473,-0.0645510538330302,-9.8086619243443,-0.000859966443385929,0.549529254436493,-0.00154709373600781,-0.193127249075074,0.802106325639133,0.334019548567081,0.455805122195705
i,0.652016162872314,0.0512320832557045,-0.0587305081531173,-9.81042601140737,3.50747723132372e-05,0.554594695568085,-0.00215525203384459,-0.193168721574009,0.802074610135629,0.334070567327204,0.455805880838978
i,0.662014722824097,0.0477804814971052,-0.0567047699125949,-9.80317677093148,0.000765428354497999,0.550379931926727,-0.00182489491999149,-0.193201100890378,0.802054463942041,0.334125273936571,0.455787536423164
i,0.672014713287354,0.0420261055217357,-0.0506552286492428,-9.80812416420579,0.000911335635464638,0.554455041885376,-0.00214448967017233,-0.193203418967046,0.802052356599615,0.334124852468086,0.455790570996256
i,0.682011365890503,0.0306567551918211,-0.0516582773450995,-9.80808909289241,0.000214616826269776,0.550303041934967,-0.00317709008231759,-0.193190574714962,0.802058067497588,0.33412259761169,0.4557875680333
i,0.692009687423706,0.0274524290254456,-0.0543074492801679,-9.81112393054366,0.000612148083746433,0.551260054111481,-0.00246956897899508,-0.193185422262731,0.802067318730836,0.334119162643537,0.455776072480369
i,0.702009916305542,0.0251855503892526,-0.0569116815283894,-9.80778397246599,-0.000578684266656637,0.550131320953369,-0.00233452068641782,-0.1931788789645,0.802072334205809,0.334116591685777,0.45577186833223
i,0.712006330490112,0.030393058187759,-0.0604366407841444,-9.81269629442692,-0.000590244133491069,0.55092191696167,-0.00288639008067548,-0.193156119666304,0.802091489948457,0.334095581481795,0.455763228228285
i,0.722004652023315,0.0352148934202152,-0.0642243106632726,-9.80574925176799,7.91062484495342e-06,0.552566766738892,-0.00255650002509356,-0.193136026156277,0.802105588069284,0.334042623966641,0.455785724108678
i,0.73200511932373,0.0441677617595065,-0.0644612840571906,-9.80375603212416,1.91920917131938e-05,0.550236403942108,-0.00250128307379782,-0.193113551349308,0.802128537028299,0.334002816268222,0.455784259505692
i,0.742001533508301,0.0505851408214075,-0.0671146115775686,-9.80804934540391,-0.000164835000759922,0.554278016090393,-0.00271860975772142,-0.193106038673561,0.802131107986058,0.333981953578209,0.455798094208716
i,0.752000093460083,0.0524709363016998,-0.0590957156031625,-9.81030326181054,0.000200734531972557,0.550200223922729,-0.00185833463910967,-0.193094090042008,0.802144363169914,0.333966000996048,0.455791371786378
i,0.762000560760498,0.0486126534383511,-0.0558946317066438,-9.81468717598319,-0.000998344155959785,0.552834272384644,-0.00109117780812085,-0.193095312300615,0.802144110288823,0.333956560101982,0.45579841031008
i,0.771997213363647,0.0402976194950053,-0.0514818932983093,-9.80742741411328,-0.000343076739227399,0.550921738147736,-0.00251421122811735,-0.193094764391585,0.802144953225793,0.333958245975922,0.455795755058623
i,0.78199577331543,0.0313807380678365,-0.0496602034296375,-9.80773136549592,0.000178356451215222,0.554304897785187,-0.00265683000907302,-0.193083827284396,0.802148388193947,0.333940312491881,0.455807492955934
i,0.791996002197266,0.0235730759746046,-0.0530868899426889,-9.80849475108385,0.00108469126280397,0.552927136421204,-0.00382588524371386,-0.193070350829585,0.802152982200435,0.333926446178721,0.455815363879893
i,0.801992654800415,0.0250460414538626,-0.0567366217890056,-9.8091552608192,0.000512060767505318,0.552562952041626,-0.00257088569924235,-0.193065103546945,0.802157323325831,0.333930450129329,0.455806913436767
i,0.811990976333618,0.0249594454492209,-0.0641120915936073,-9.80992916780114,0.000297990918625146,0.552419245243073,-0.00330840609967709,-0.193070066338357,0.802152434291404,0.333943262771276,0.455804184428325
i,0.821991682052612,0.0336264186523738,-0.0664453522801865,-9.80931658886075,0.000419800024246797,0.55299985408783,-0.00196234951727092,-0.193070519416979,0.802154520560405,0.333945896949308,0.455798378699943
i,0.831987857818604,0.0415435735686449,-0.0664657055150485,-9.81040964479446,-0.000431087770266458,0.552594244480133,-0.00202095555141568,-0.193071351817237,0.802152371071131,0.333934559447059,0.455810063913693
i,0.841986179351807,0.049459278596635,-0.0632833948176587,-9.80463047687113,-0.000364504405297339,0.551119983196259,-0.001479288097471,-0.193067927385795,0.802161959479168,0.333925223920114,0.45580143434646
i,0.851986408233643,0.0494425055583473,-0.0580784146196675,-9.8071994505763,0.00023346790112555,0.55418986082077,-0.00315540190786123,-0.193062996204519,0.802159241007439,0.333916899917533,0.455814331282104
i,0.861982822418213,0.0480358216647757,-0.0563006689239992,-9.8108947979629,-0.000307413167320192,0.551500976085663,-0.00266274181194603,-0.193053660677574,0.802167038174413,0.333912643085833,0.455807735300313
i,0.871981143951416,0.0416084326655138,-0.0541939196028281,-9.80640391628444,0.000426472339313477,0.554692566394806,-0.00251913606189191,-0.193074249413072,0.802148324973674,0.33393649820209,0.455814415575801
i,0.881981611251831,0.0306209737756755,-0.0541211694604484,-9.80592636190057,0.00141462497413158,0.548727810382843,-0.0019544679671526,-0.193086788100504,0.802142445488307,0.333965558454139,0.455798252259398
i,0.891978025436401,0.0243935917273862,-0.0543340267598396,-9.80513842639327,0.00040518690366298,0.553466200828552,-0.00338321574963629,-0.193049604043405,0.802163835013926,0.333910620037105,0.455816596675212
i,0.901976823806763,0.0238267333585536,-0.0570593783368124,-9.81110405679941,0.00118846702389419,0.550208330154419,-0.00223752623423934,-0.193015433485975,0.802191925888459,0.333846788635035,0.45582847154978
i,0.911977052688599,0.0287217822409817,-0.0608909467231715,-9.80946622646451,0.000114471098640934,0.55175769329071,-0.00143190054222941,-0.192989839812217,0.802215970665534,0.333803103426554,0.455828861408129
i,0.921973705291748,0.0350995941941859,-0.0642705609577941,-9.80868413617611,-0.000791496015153825,0.551441192626953,-0.00231197359971702,-0.192972380480221,0.802227856076815,0.333769723122533,0.455839914419151
i,0.93197226524353,0.0421920869055204,-0.0661697958749719,-9.80415233796537,-8.53404635563493e-05,0.550312101840973,-0.00316136423498392,-0.192959125296364,0.80224170131655,0.33375663652607,0.455830705332751
i,0.941972732543945,0.0522733131040586,-0.0651616782783531,-9.80896003050804,-0.00057020818348974,0.552045166492462,-0.00234661158174276,-0.192958282359394,0.802239298946185,0.333744708967942,0.455843939443183
i,0.951969146728516,0.0518913691483438,-0.0609431290015578,-9.81520740046501,-0.000315183482598513,0.551165521144867,-0.00187281449325383,-0.192951370276238,0.802248276224918,0.333735900276603,0.455837617415907
i,0.961967945098877,0.0512926223704824,-0.0535360995814903,-9.81620927098393,0.000876069185324013,0.554081439971924,-0.00241782097145915,-0.192955058125483,0.80224085837958,0.33372721802581,0.455855466606251
i,0.971974849700928,0.0405333507799078,-0.0520009396031965,-9.81249171176553,0.00101687200367451,0.552363455295563,-0.0032193826045841,-0.192948493753828,0.802243935099521,0.333728946046599,0.455851494265779
i,0.981976985931396,0.0338490004780469,-0.0527745132250013,-9.80980057298541,0.000310115166939795,0.554220259189606,-0.00337838567793369,-0.192948493753828,0.80223872996373,0.333730273672327,0.455859628607542
i,0.993979454040527,0.0262953017294407,-0.0544138185643591,-9.804943780604,-0.000222576461965218,0.550096333026886,-0.00285510648973286,-0.192939484864958,0.802245241651825,0.333733118584601,0.455850050736217
i,1.00397777557373,0.0244397232908988,-0.0591333533329656,-9.80314111509621,0.00126314978115261,0.55391263961792,-0.00242116069421172,-0.192941023224929,0.802245325945522,0.333721317467018,0.455857784682919
i,1.01397824287415,0.0285611346194404,-0.0617763786550378,-9.81013959568143,-0.000565534690394998,0.551144659519196,-0.00219560228288174,-0.192929506598573,0.80225571514368,0.333705954940736,0.45585556143666
i,1.02397465705872,0.0345939485102775,-0.065897166645783,-9.80963456876874,-0.000225281983148307,0.554429292678833,-0.00215504295192659,-0.19292740979286,0.802256958475711,0.333685408352087,0.455869332919411
i,1.03397297859192,0.046029788205144,-0.0669252401850419,-9.81171546669602,-0.000490026141051203,0.54997330904007,-0.0026884451508522,-0.192914207292564,0.802269412869446,0.333672279608776,0.455862557813513
i,1.04397296905518,0.0503992263278691,-0.0637344995860243,-9.80888170457482,0.000199771457118914,0.553872525691986,-0.00204771081916988,-0.192907284672696,0.802278116193664,0.333643682972061,0.455871166307321
i,1.05396962165833,0.0524235215299763,-0.0607594384311465,-9.80916110603809,0.000201171875232831,0.553814470767975,-0.00212699780240655,-0.192898317930675,0.80228131935415,0.333614601646588,0.455890585467773
i,1.06396794319153,0.0502076721114106,-0.0555818987959297,-9.80648984100223,-0.000675879535265267,0.552946269512177,-0.00118069699965417,-0.192890921158762,0.802290085898641,0.333590999411422,0.455895579869321
i,1.07396817207336,0.0414055487708654,-0.0532993910490535,-9.80644249472916,-0.000201757793547586,0.553687572479248,-0.00136039708741009,-0.192890204662337,0.802289011154004,0.333574541067079,0.455909867650967
i,1.08396482467651,0.0297212073577801,-0.0520846449644305,-9.80854735805392,-0.000652652117423713,0.552362859249115,-0.00355586200021207,-0.192870205982719,0.802299969334617,0.333571422200289,0.455901375060992
i,1.0939633846283,0.0249326305075316,-0.0525296442189952,-9.80516005370319,0.000303973240079358,0.553754150867462,-0.00365430791862309,-0.192870058468749,0.802294890639371,0.333568240113226,0.455912649342968
i,1.10396385192871,0.0243146127736196,-0.0573788286826806,-9.80422540320158,0.000245361297857016,0.551279425621033,-0.00327904964797199,-0.192861218167274,0.802299821820647,0.333568113672681,0.45590770762498
i,1.11396026611328,0.0289555795804132,-0.0637853803898906,-9.80572119471729,-0.00128042476717383,0.555030763149261,-0.00263496022671461,-0.192857561928165,0.802299505719283,0.333548367874154,0.455924387240279
i,1.12395882606506,0.0369917258004309,-0.0644119376232848,-9.81167104303241,0.000851447344757617,0.550203442573547,-0.00307665020227432,-0.19284921685216,0.802309241641289,0.333542256581119,0.455915241374152
i,1.13395929336548,0.0454423345728545,-0.0655018471852643,-9.81720763437152,-0.000279992644209415,0.553947031497955,-0.00265085021965206,-0.192847804932735,0.802308609438561,0.333535639525903,0.455921837355944
i,1.14395594596863,0.0513087058556033,-0.0634959552895278,-9.81017583603859,0.000270652846666053,0.548463106155396,-0.00227319588884711,-0.192847109509735,0.802316174797869,0.333535070543448,0.455909087934269
i,1.15395474433899,0.0510725727119017,-0.0593447538942099,-9.81325626639724,0.000834156002383679,0.552793741226196,-0.00200204714201391,-0.192862956724775,0.802308145823228,0.333550348776034,0.455905463305297
i,1.16395568847656,0.0485618319999892,-0.0552738968592603,-9.8098859131813,2.38968641497195e-06,0.550820529460907,-0.00248318468220532,-0.192875168774131,0.802297672331373,0.333576669482929,0.455899404695824
i,1.17395234107971,0.0416934669007314,-0.0485982915528584,-9.80886416891813,0.000272110046353191,0.551532983779907,-0.00208743405528367,-0.192870026858612,0.802301086226102,0.333579914790264,0.455893209109093
i,1.18395686149597,0.031842199833435,-0.0493158698042622,-9.80830419694781,0.0010054272133857,0.549959480762482,-0.0025600316002965,-0.192857667295287,0.802312423728352,0.33355795628219,0.45589448405126
i,1.19395756721497,0.0245057719811448,-0.0520753793791635,-9.80484733449221,0.000565484398975968,0.552471876144409,-0.0025296937674284,-0.192841050900261,0.802323719083752,0.333542699123029,0.455892808714032
i,1.20395374298096,0.0233918536392041,-0.0570273118312703,-9.8092686580658,0.000424732483224943,0.553657948970795,-0.00183478672988713,-0.192845286658536,0.802319567619174,0.33353715681245,0.455902354975219
i,1.21395206451416,0.0266816775483894,-0.0622734323238255,-9.80517992744744,-0.000334264012053609,0.549376845359802,-0.00239348132163286,-0.192838227061411,0.802331221222787,0.333536377095752,0.455885433015542
i,1.22395253181458,0.035352879402088,-0.0671327043566853,-9.80846435594559,-0.000492023944389075,0.554115355014801,-0.00186276878230274,-0.192849554026948,0.802321274566539,0.33354295200412,0.455893451453472
i,1.23394918441772,0.0443921268336009,-0.0661585027294001,-9.81325743544102,-0.00033622098271735,0.549830555915833,-0.00168051093351096,-0.192852093374571,0.802329830376787,0.333552603632429,0.455870133709533
i,1.24194979667664,0.0515402084899601,-0.0632271437189309,-9.81231518615484,8.88647919055074e-05,0.553825497627258,-0.00308343628421426,-0.192864621525291,0.802315416154596,0.333573424175593,0.455875012207248
i,1.25195217132568,0.0526846292847302,-0.0591179502678569,-9.81233389085531,0.00033417678787373,0.549893379211426,-0.0016155787743628,-0.192873756854706,0.802311896892745,0.333591273365938,0.45586427529759
i,1.26195096969604,0.0467501840347191,-0.0547349996430101,-9.80902783504724,-0.000669616216327995,0.554118454456329,-0.00201599765568972,-0.192866360082792,0.802315942990202,0.333575679031989,0.455871714216352
i,1.27195167541504,0.0407889010101324,-0.053369136383594,-9.81061072032452,0.000129841617308557,0.551649808883667,-0.00243492354638875,-0.19285659255065,0.802323086881025,0.333554963855946,0.455878531469099
i,1.28195452690125,0.0296690775950323,-0.0507459574063076,-9.80529800086915,-0.00117076351307333,0.551711618900299,-0.00185648782644421,-0.192840639968488,0.802333244271516,0.333547419570062,0.455872736277428
i,1.29195308685303,0.0254614355880301,-0.0542099208895583,-9.80721815527678,-0.00073451834032312,0.552220642566681,-0.00191414961591363,-0.192846003154961,0.802327364786149,0.33355186606258,0.455877572628295
i,1.3019540309906,0.0243575568662025,-0.0549915590868099,-9.80592753094435,-0.000574540463276207,0.552153944969177,-0.00280611193738878,-0.192841040363549,0.802327111905058,0.333561559837737,0.455873052378792
i,1.31195640563965,0.0255610120885423,-0.0611139372575097,-9.80202760089636,-0.000195789674762636,0.554282486438751,-0.00192841736134142,-0.192846919848916,0.802322349311176,0.33355612289428,0.455882935814768
i,1.32195854187012,0.0390011773431441,-0.0655493624216877,-9.81064345355034,-0.000898290250916034,0.550614416599274,-0.00226256274618208,-0.192837995253744,0.802331663764697,0.333557935208766,0.455869058964896
i,1.33195900917053,0.0465102103995392,-0.0653008675533347,-9.81852631575465,0.000713181507308036,0.554736196994781,-0.00164294114802033,-0.192858857943757,0.802315395081172,0.333572433724653,0.455878246977871
i,1.34196519851685,0.0525889549244894,-0.0629211373765254,-9.81049498499036,0.000302985776215792,0.551818907260895,-0.00313813961111009,-0.192871976150356,0.802308904466501,0.333598059008548,0.455865255211818
i,1.35196375846863,0.0533561490378575,-0.0599202750601107,-9.80980174202919,0.000912113930098712,0.55435973405838,-0.00227687554433942,-0.192873187872251,0.802308314410622,0.333589629638846,0.455872135684837
i,1.36196422576904,0.0485482555657858,-0.0540626807388617,-9.80497709835172,-1.91005092347041e-05,0.549678146839142,-0.00218546995893121,-0.192864726892412,0.802314425703656,0.333585288513449,0.455868079050668
i,1.37196660041809,0.0402514833649155,-0.0523993917357177,-9.80991046310067,0.000141543263453059,0.553553760051727,-0.00347204133868217,-0.192863588927502,0.802311306836866,0.333591863421817,0.455869174868729
i,1.38196516036987,0.029316718210117,-0.0528903261909727,-9.81261913753748,0.000685889623127878,0.551310241222382,-0.00309989391826093,-0.192869183921642,0.802306565316409,0.333603685612824,0.455866445860288
i,1.39196586608887,0.0240149790897849,-0.0549163840919035,-9.8069165419817,-0.000141598487971351,0.553149878978729,-0.00322116469033062,-0.192866739404428,0.80230582774656,0.33360762634316,0.455865982244955
i,1.40197443962097,0.0225692692269222,-0.0566187858293066,-9.80365140270591,0.000520379049703479,0.550240278244019,-0.00313098845072091,-0.19286204003082,0.802309705256623,0.333604254595279,0.455863600948014
