id,t,w_l,w_r
e,14.1018664836884,0,0
e,14.2994453907013,0,0
e,14.3984141349792,0,0
e,14.4977612495422,0,0
e,14.7966539859772,0,0
e,14.8936219215393,0,0
e,14.9929442405701,0,0
e,15.0914297103882,0,0
e,15.1903183460236,0,0
e,15.289838552475,0,0
e,15.4000144004822,0,0
e,15.4991819858551,0,0
e,15.5973660945892,0,0
e,15.6972386837006,0,0
e,15.7956247329712,0,0
e,15.9937205314636,0,0
e,16.0925197601318,0,0
e,16.1914184093475,0,0
e,16.3926541805267,0,0
e,16.4999585151672,0,0
e,16.5991785526276,0,0
e,16.6973087787628,0,0
