Sec,NanoSec,0-ref Sec,X,Y,Z,qX,qY,qZ,qW
1633451999,623674750,5.500659943,0.051601316,0.16045165,0.021298595,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,756937750,5.633923054,0.052005396,0.160030026,0.021051326,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,790079750,5.667065144,0.052083665,0.15994836,0.021003431,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,823623750,5.700608969,0.052154514,0.159874434,0.020960076,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,923559750,5.800544977,0.052329253,0.159692109,0.020853148,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,956834750,5.833820105,0.052376822,0.159642475,0.020824039,0.015777167,-0.023749514,0.000660643,0.99959322
1633451999,989949750,5.866935015,0.052419883,0.159597545,0.020797689,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,23470750,5.900455952,0.052458861,0.159556874,0.020773837,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,56910750,5.933896065,0.052494145,0.159520059,0.020752246,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,89933750,5.966918945,0.052526084,0.159486733,0.020732701,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,156919750,6.033905029,0.052581166,0.15942926,0.020698995,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,223655750,6.100641012,0.052604856,0.159404542,0.020684499,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,257033750,6.134019136,0.0526263,0.159382166,0.020671376,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,323448750,6.200433969,0.052645711,0.159361912,0.020659498,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,356933750,6.233919144,0.052663283,0.159343578,0.020648745,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,390256750,6.267241955,0.052679189,0.159326981,0.020639012,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,423475750,6.300461054,0.052693587,0.159311958,0.020630201,0.015777167,-0.023749514,0.000660643,0.99959322
1633452000,456853750,6.333839178,0.05270662,0.159298359,0.020622226,0.015777167,-0.023749514,0.000660643,0.99959322
