t,x,y,z,qx,qy,qz,qw,vx,vy,vz,bax,bay,baz,bwx,bwy,bwz,pcx,pcy,pcz,qcx,qcy,qcz,qcw
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.019378036474381299e-02 -2.019378036474381299e-02 0.000000000000000000e+00 9.995921280548186738e-01 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.019378036474381299e-02 -2.019378036474381299e-02 0.000000000000000000e+00 9.995921280548186738e-01 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.019378036474381299e-02 -2.019378036474381299e-02 0.000000000000000000e+00 9.995921280548186738e-01 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.019378036474381299e-02 -2.019378036474381299e-02 0.000000000000000000e+00 9.995921280548186738e-01 7.136653153954612694e-03 6.189247113028736695e-03 2.144021267841824101e-03 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
1.000547400000000031e-02 7.202710313490468961e-05 8.369407462712421153e-05 3.489876731240106706e-05 2.014314866129068501e-02 -1.757167954069456528e-02 -2.812942031565159331e-06 9.996426809776659539e-01 7.260886259951153734e-03 1.054040999809347651e-02 4.831913567909310037e-03 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
2.001309399999999863e-02 1.429916321289367604e-04 2.109465895562103789e-04 9.690329556564017659e-05 2.009897827992718558e-02 -1.495472574943023693e-02 -1.136879460286382877e-05 9.996861443076087150e-01 6.921212779387289453e-03 1.489071447087840158e-02 7.559549787661587472e-03 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
3.001666100000000004e-02 2.078913497756678806e-04 3.816502242458004023e-04 1.862855155243231097e-04 2.005274838087849412e-02 -1.233990160271616551e-02 -2.041591894977029650e-05 9.997227684183244145e-01 6.054102455014827473e-03 1.923783881208356028e-02 1.031051995019949263e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
3.359198599999999729e-02 2.078913497756678806e-04 3.816502242458004023e-04 1.862855155243231097e-04 2.005274838087849412e-02 -1.233990160271616551e-02 -2.041591894977029650e-05 9.997227684183244145e-01 6.054102455014827473e-03 1.923783881208356028e-02 1.031051995019949263e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
4.002213500000000035e-02 2.438422740826913851e-04 5.142900277386712070e-04 2.582966298462279430e-04 2.002089136144302034e-02 -1.065515588368219982e-02 -2.287108198725011047e-05 9.997427824391137419e-01 5.127885491772560603e-03 2.201775370773851118e-02 1.208744137912734495e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
5.002951600000000304e-02 2.858117502185393284e-04 7.563367854627893504e-04 3.930529871819079049e-04 1.996817894767023704e-02 -8.028926069148428768e-03 -2.069681727226204887e-05 9.997683770490701782e-01 3.259818770880764868e-03 2.635589324826686022e-02 1.484395202653593371e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.071067811865474617e-01 -7.071067811865474617e-01
