Sec,NanoSec,0ref_Sec,a_x,a_y,a_z,w_x,w_y,w_z
1632492871,630573056,3.20157218,0.015051275,2.520898342,-19.35179138,0.002755648,0.545236409,-0.002470854
1632492871,730624000,3.301623106,0.535383582,2.527194262,-19.34783554,0.00056394,0.552455723,-0.004969561
1632492871,830677248,3.401676416,1.039246917,2.5365448,-19.25620651,0.001359471,0.54527247,-0.007043691
1632492871,930732288,3.501731396,1.577654839,2.568108797,-19.15452194,0.002448509,0.543464601,-0.003751327
1632492872,30783232,3.601782322,2.082939863,2.581252813,-19.04844284,0.000778516,0.546497643,-0.003196801
1632492872,130835968,3.701835155,2.576874733,2.576241493,-18.90073967,0.000539322,0.54327184,-0.005623591
1632492872,230884864,3.801883936,3.095527649,2.601191521,-18.72104073,0.002380364,0.546217442,-0.002542624
1632492872,330935552,3.901934624,3.571396589,2.609759808,-18.50577354,-0.000957042,0.541156352,-0.002324255
1632492872,430988544,4.001987696,4.098662853,2.62367034,-18.24284744,0.002172988,0.545992911,0.000359962
1632492872,531037440,4.102036476,4.552517891,2.643882036,-18.00941467,0.003774181,0.551670969,-0.002772998
1632492872,631088128,4.202087164,4.979983807,2.636571884,-17.70437241,0.0029375,0.547599077,-0.00393859
1632492872,731140608,4.302139759,5.450121403,2.664771318,-17.36339188,0.00233224,0.538203359,-0.005325338
1632492872,831189248,4.402188301,5.853983402,2.668792486,-17.0663929,0.00020161,0.543342769,-0.001546835
1632492872,931239936,4.502238989,6.297285557,2.691463709,-16.62928009,0.000694406,0.5383901,-0.005069057
1632492873,31292416,4.602291584,6.654785156,2.69824791,-16.25982857,0.000780338,0.541306436,-0.002708158
1632492873,131340800,4.702339888,7.005012512,2.704363346,-15.86900902,0.000313858,0.551704943,-0.007776846
1632492873,231397376,4.802396536,7.366055965,2.72069931,-15.38332939,0.003049598,0.55389142,-0.002736297
1632492873,331449600,4.902448654,7.651754856,2.726575851,-14.94467545,0.001980122,0.549012423,-0.004409958
1632492873,431509760,5.002508879,7.976082802,2.742652893,-14.43319511,0.003221217,0.550661206,-0.005667944
1632492873,531560192,5.102559328,8.214330673,2.752019882,-13.96179676,-0.000744288,0.540815055,-0.003531762
1632492873,631612416,5.202611446,8.424301147,2.756332397,-13.48677254,0.000298566,0.540499985,-0.001397625
1632492873,731666432,5.302665472,8.642023087,2.76889205,-12.91003799,0.000720337,0.542315245,-0.001354744
1632492873,831716608,5.402715683,8.796301842,2.772412777,-12.41033554,0.001026392,0.542741299,-0.00709238
1632492873,931768576,5.502767801,8.948800087,2.789141417,-11.82505512,-0.001446408,0.547947586,-0.003690921
1632492874,31822336,5.602821589,9.043533325,2.787477016,-11.30545807,0.002194458,0.547085047,-0.003310406
1632492874,131872512,5.702871561,9.114454269,2.791333199,-10.80717564,0.003449175,0.539575934,-0.003918094
1632492874,231924480,5.802923679,9.159755707,2.802351475,-10.16221714,0.001916924,0.547534049,-0.00599257
1632492874,331978240,5.902977467,9.161608696,2.806619644,-9.652356148,-0.000933685,0.543337464,-0.003447948
1632492874,432034048,6.003033161,9.133213043,2.810765505,-9.017308235,-0.001455116,0.542980075,-0.005996172
1632492874,532085760,6.103084803,9.071802139,2.802376509,-8.513920784,-0.001138761,0.544283271,-0.002896706
1632492874,632139264,6.203138351,8.983882904,2.817046165,-7.987392426,-0.000191662,0.538021445,0.001074589
1632492874,732195072,6.303194284,8.848530769,2.806099415,-7.381061554,0.001421498,0.54783994,-0.003777579
1632492874,832246784,6.403245926,8.702985764,2.817589521,-6.909828186,0.004927651,0.547904432,-0.003379108
1632492874,932306176,6.503305435,8.49952507,2.805685282,-6.303203106,0.002592164,0.548232257,-0.001133843
1632492875,32361472,6.603360653,8.300541878,2.807879448,-5.839911461,-0.001290152,0.548427045,-0.001535607
1632492875,132412928,6.703412056,8.064609528,2.801500797,-5.364244461,0.003213296,0.541699588,-0.002147948
1632492875,232466176,6.803465366,7.77012682,2.798398972,-4.850040436,0.002233966,0.543538034,-0.005105414
1632492875,332521472,6.903520584,7.487210274,2.798054218,-4.405395031,0.001706071,0.544694483,-0.004138326
1632492875,432578816,7.003577948,7.130702019,2.786102295,-3.933720112,0.002586118,0.546035171,-0.003671598
1632492875,532632064,7.103631258,6.772017956,1.539460182,-3.124658585,0.057057943,0.552174211,-0.03192348
1632492875,632687104,7.203686237,6.375416279,-0.372175455,-4.035399437,0.131659105,0.559254527,-0.082402349
1632492875,732744192,7.303743362,8.386386871,1.366212845,-3.28678894,-0.055727277,0.555505335,-0.428328723
1632492875,832797184,7.403796434,4.614220619,0.649905205,-2.891003132,0.00861366,0.564417243,-0.614011347
1632492875,932852224,7.503851414,6.456825256,5.181372643,-2.231812477,-0.046389066,0.556367993,-0.5476982
1632492876,32909312,7.603908539,3.420814991,-0.726852894,-1.317353725,0.052118711,0.570640504,-0.662936687
1632492876,132968192,7.703967333,3.038925409,-0.03201437,0.690545559,-0.262507886,0.53966397,-0.271352381
1632492876,233028864,7.804028034,2.744095802,3.013795137,0.060311317,-0.290511906,0.540592253,-0.101376548
1632492876,333085696,7.904084921,0.324931622,6.216174603,-2.74271965,-0.185299471,0.530774772,0.025446694
1632492876,433144320,8.004143476,0.025558472,7.040707588,1.470539093,0.170035645,0.551845849,0.217577696
1632492876,533198848,8.104197979,3.270401001,2.729629993,-6.915909767,0.241722316,0.557504654,0.142296508
1632492876,633255424,8.204254627,1.718627214,4.703465462,-3.480721474,-0.384568393,0.502454281,0.660109878
1632492876,733313792,8.304312944,0.222133756,3.831914425,1.039657593,0.21511972,0.5319646,0.613253653
1632492876,833368320,8.404367447,6.412894726,0.017607927,8.469376564,-0.180412158,0.528220534,0.392141402
1632492876,933424640,8.504423857,-3.965856075,5.026429176,-0.332742691,-0.060250118,0.550299764,-0.09996511
1632492877,33483008,8.604482174,0.46875608,4.434167862,-1.427054405,-0.251438916,0.533590436,0.118677065
1632492877,133543168,8.704542398,-1.372347116,4.894729137,-1.511985779,0.107024744,0.528752208,0.312248051
1632492877,233599232,8.804598331,-0.457913399,2.87003231,0.994048119,-0.002346041,0.541848779,0.207962096
1632492877,333657344,8.90465641,-0.049812913,3.694134712,3.085308075,-0.064622566,0.550630271,-0.071682557
1632492877,433717504,9.004716635,-0.709211648,3.816206217,2.417640686,-0.198379174,0.534631252,0.29816103
1632492877,533779456,9.104778528,3.085508347,5.611271858,-0.35531044,0.111500844,0.52416712,0.117855735
1632492877,633837568,9.204836607,-2.852493286,6.033998489,-1.568856239,0.181201443,0.53520751,0.56745708
1632492877,733903360,9.304902554,0.076585531,2.553969145,-1.81341362,0.270001352,0.541209996,0.038434848
1632492877,833959168,9.404958248,-5.711612701,4.118889332,-1.168433189,-0.038642406,0.539888501,0.18405436
1632492877,934016768,9.50501585,-6.929816246,5.372064114,-6.412975311,-0.273751259,0.574290097,0.147631764
1632492878,34076416,9.605075598,-3.705012798,4.591105461,2.726399899,-0.182414889,0.552449286,-0.07616473
1632492878,134138112,9.705137253,-4.339213848,7.766752243,-4.277709961,0.458282083,0.542459667,0.015660578
